インデキシングフラグ,記号,ドット,タイトル
,C07C 233/40,・・・・,カルボン酸アミド基の炭素原子が６員芳香環を含有する炭素骨格の非環式炭素原子に結合しているもの［５］
,C07C 233/41,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環以外の環の炭素原子によって結合しているもの［５］
,C07C 233/42,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環の炭素原子によって結合しているもの［５］
,C07C 233/43,・・・・,カルボン酸アミド基の炭素原子が水素原子または飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/44,・・・・,カルボン酸アミド基の炭素原子が不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/45,・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/46,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に非環式炭素原子によって結合しているもの［５］
,C07C 233/47,・・・・,カルボン酸アミド基の炭素原子が水素原子または非環式飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/48,・・・・,カルボン酸アミド基の炭素原子が環を含有する飽和炭素骨格の非環式炭素原子に結合しているもの［５］
,C07C 233/49,・・・・,カルボン酸アミド基の炭素原子が非環式不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/50,・・・・,カルボン酸アミド基の炭素原子が６員芳香環以外の環を含有する不飽和炭素骨格の非環式炭素原子に結合しているもの［５］
,C07C 233/51,・・・・,カルボン酸アミド基の炭素原子が６員芳香環を含有する炭素骨格の非環式炭素原子に結合しているもの［５］
,C07C 233/52,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環以外の環の炭素原子によって結合しているもの［５］
,C07C 233/53,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香の環の炭素原子によって結合しているもの［５］
,C07C 233/54,・・・・,カルボン酸アミド基の炭素原子が水素原子または飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/55,・・・・,カルボン酸アミド基の炭素原子が不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 233/56,・・,カルボン酸アミド基の炭素原子がカルボキシル基の炭素原子に結合しているもの，例．オキサミド［５］
,C07C 233/57,・,カルボン酸アミド基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 233/58,・・,カルボン酸アミド基の窒素原子が水素原子または非置換炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/59,・・,少なくとも１個のカルボン酸アミド基の窒素原子がハロゲン原子またはニトロもしくはニトロソ基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/60,・・,少なくとも１個のカルボン酸アミド基の窒素原子が単結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/61,・・,少なくとも１個のカルボン酸アミド基の窒素原子が二重結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/62,・・,少なくとも１個のカルボン酸アミド基の窒素原子がアミノ基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/63,・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/64,・,カルボン酸アミド基の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 233/65,・・,カルボン酸アミド基の窒素原子が水素原子または非置換炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/66,・・,少なくとも１個のカルボン酸アミド基の窒素原子がハロゲン原子またはニトロもしくはニトロソ基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/67,・・,少なくとも１個のカルボン酸アミド基の窒素原子が単結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/68,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に非環式炭素原子によって結合しているもの［５］
,C07C 233/69,・・・・,非環式飽和炭素骨格の非環式炭素原子［５］
,C07C 233/70,・・・・,環を含有する飽和炭素骨格の非環式炭素原子［５］
,C07C 233/71,・・・・,非環式不飽和炭素骨格の非環式炭素原子［５］
,C07C 233/72,・・・・,６員芳香環以外の環を含有する不飽和炭素骨格の非環式炭素原子［５］
,C07C 233/73,・・・・,６員芳香環を含有する炭素骨格の非環式炭素原子［５］
,C07C 233/74,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環以外の環の炭素原子によって結合しているもの［５］
,C07C 233/75,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環の炭素原子によって結合しているもの［５］
,C07C 233/76,・・,少なくとも１個のカルボン酸アミド基の窒素原子が，二重結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/77,・・,少なくとも１個のカルボン酸アミド基の窒素原子が，アミノ基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/78,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に非環式炭素原子によって結合しているもの［５］
,C07C 233/79,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環以外の環の炭素原子によって結合しているもの［５］
,C07C 233/80,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に６員芳香環の炭素原子によって結合しているもの［５］
,C07C 233/81,・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 233/82,・・・,置換された炭化水素基がカルボン酸アミド基の窒素原子に非環式炭素原子によって結合しているもの［５］
,C07C 233/83,・・・・,非環式飽和炭素骨格の非環式炭素原子［５］
,C07C 233/84,・・・・,環を含有する飽和炭素骨格の非環式炭素原子［５］
,C07C 233/85,・・・・,非環式不飽和炭素骨格の非環式炭素原子［５］
,C07C 233/86,・・・・,６員芳香環以外の環を含有する不飽和炭素骨格の非環式炭素原子［５］
,C07C 233/87,・・・・,６員芳香環を含有する炭素骨格の非環式炭素原子［５］
,C07C 233/88,・,カルボン酸アミド基の窒素原子が非環式炭素原子と，少なくとも１個のオルト位の水素原子が置換されている６員芳香環の炭素原子とに結合しているもの［５］
,C07C 233/89,・,カルボン酸アミド基の窒素原子が４級化されているもの［５］
,C07C 233/90,・,カルボン酸アミド基の窒素原子がさらにアシル化されているもの［５］
,C07C 233/91,・・,カルボン酸アミド基の炭素原子が非環式炭素原子に結合しているもの［５］
,C07C 233/92,・・,少なくとも１個のカルボン酸アミド基の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/00,,酸部分の炭素骨格がさらに酸素原子で置換されているカルボン酸アミド［５］
,C07C 235/02,・,カルボン酸アミド基の炭素原子が非環式炭素原子に結合し，それと同じ炭素骨格に単結合の酸素原子が結合しているもの［５］
,C07C 235/04,・・,炭素骨格が非環式で飽和のもの［５］
,C07C 235/06,・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 235/08,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が単結合の酸素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/10,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がニトロ基またはニトロソ基の一部ではない窒素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/12,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/14,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/16,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/18,・・・,少なくとも１個の単結合の酸素原子がさらに６員芳香環の炭素原子と結合しているもの，例．フェノキシアセトアミド［５］
,C07C 235/20,・・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 235/22,・・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/24,・・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/26,・・,炭素骨格が飽和で環を含有するもの［５］
,C07C 235/28,・・,炭素骨格が非環式で不飽和のもの［５］
,C07C 235/30,・・,炭素骨格が不飽和で６員芳香環以外の環を含有するもの［５］
,C07C 235/32,・・,炭素骨格が６員芳香環を含有するもの［５］
,C07C 235/34,・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 235/36,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/38,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/40,・,カルボン酸アミド基の炭素原子が６員芳香環以外の環の炭素原子に結合し，それと同じ炭素骨格に単結合の酸素原子が結合しているもの［５］
,C07C 235/42,・,カルボン酸アミド基の炭素原子が６員芳香環の炭素原子に結合し，それと同じ炭素骨格に単結合の酸素原子が結合しているもの［５］
,C07C 235/44,・・,カルボン酸アミド基の炭素原子と単結合の酸素原子が同じ非縮合６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/46,・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 235/48,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が単結合の酸素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/50,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がニトロまたはニトロソ基の一部ではない窒素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/52,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 235/54,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/56,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/58,・・・,カルボン酸アミド基の炭素原子と単結合の酸素原子が同じ非縮合６員芳香環の炭素原子にオルト位で結合しているもの［５］
,C07C 235/60,・・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 235/62,・・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/64,・・・・,少なくとも１個のカルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/66,・・,カルボン酸アミド基の炭素原子が縮合環系の一部分である６員芳香環の炭素原子に結合し，同一炭素骨格に単結合の酸素原子が同じ炭素骨格に結合しているもの［５］
,C07C 235/68,・,少なくとも１個のカルボン酸アミド基の窒素原子が非環式炭素原子と少なくとも１個のカルボン酸アミド基の窒素原子が非環式炭素原子と少なくとも１個のオルト位の水素原子が置換されている６員芳香環の炭素原子とに結合しているもの［５］
,C07C 235/70,・,カルボン酸アミド基の炭素原子と二重結合の酸素原子が同じ炭素骨格に結合しているもの［５］
,C07C 235/72,・・,カルボン酸アミド基の炭素原子が非環式炭素原子に結合しているもの［５］
,C07C 235/74,・・・,飽和炭素骨格の非環式炭素原子［５］
,C07C 235/76,・・・,不飽和炭素骨格の非環式炭素原子［５］
,C07C 235/78,・・・・,環を含有する炭素骨格［５］
,C07C 235/80,・・・,カルボン酸アミド基の炭素原子とケト基の炭素原子とが同じ炭素原子に結合しているもの，例．アセト酢酸アミド［５］
,C07C 235/82,・・,少なくとも１個のカルボン酸アミド基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 235/84,・・,少なくとも１個のカルボン酸アミド基の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 235/86,・,少なくとも１個のカルボン酸アミド基の窒素原子が４級化されているもの［５］
,C07C 235/88,・,少なくとも１個のカルボン酸アミド基の窒素原子がさらにアシル化されているもの［５］
,C07C 237/00,,酸部分の炭素骨格がさらにアミノ基で置換されているカルボン酸アミド［５］
,C07C 237/02,・,カルボン酸アミド基の炭素原子が炭素骨格の非環式炭素原子に結合しているもの［５］
,C07C 237/04,・・,炭素骨格が非環式で飽和のもの［５］
,C07C 237/06,・・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 237/08,・・・,少なくとも１個のカルボン酸アミド基の窒素原子が単結合の酸素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 237/10,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がニトロまたはニトロソ基の一部ではない窒素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 237/12,・・・,少なくとも１個のカルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 237/14,・・,炭素骨格が飽和で環を含有するもの［５］
,C07C 237/16,・・,炭素骨格が非環式で不飽和のもの［５］
,C07C 237/18,・・,炭素骨格が不飽和で６員芳香環以外の環を含有するもの［５］
,C07C 237/20,・・,炭素骨格が６員芳香環を含有するもの［５］
,C07C 237/22,・・,アミノ基の窒素原子が酸部分の炭素骨格に結合し，さらにアシル化されているもの［５］
,C07C 237/24,・,少なくとも１個のカルボン酸アミド基の炭素原子が炭素骨格の６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 237/26,・・,少なくとも４個の環からなる縮合環系の一部である環，例．テトラサイクリン［５］
,C07C 237/28,・,少なくとも１個のカルボン酸アミド基の炭素原子が炭素骨格の非縮合６員芳香環の炭素原子に結合しているもの［５］
,C07C 237/30,・・,カルボン酸アミド基の窒素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 237/32,・・,カルボン酸アミド基の窒素原子が酸素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 237/34,・・,カルボン酸アミド基の窒素原子がニトロまたはニトロソ基の一部ではない窒素原子で置換された炭化水素基の非環式炭素原子に結合しているもの［５］
,C07C 237/36,・・,カルボン酸アミド基の窒素原子がカルボキシル基で置換された炭化水素の非環式炭素原子に結合しているもの［５］
,C07C 237/38,・・,カルボン酸アミド基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 237/40,・・,カルボン酸アミド基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 237/42,・・,アミノ基の窒素原子が酸部分の炭素骨格に結合し，さらにアシル化されているもの［５］
,C07C 237/44,・・,カルボン酸アミド基の炭素原子，アミノ基および単結合の酸素原子が同じ非縮合６員芳香環の炭素原子に結合しているもの［５］
,C07C 237/46,・・,カルボン酸アミド基の炭素原子，アミノ基および少なくとも３個の臭素またはヨウ素原子が同じ非縮合６員芳香環の炭素原子に結合しているもの［５］
,C07C 237/48,・,少なくとも１個のカルボン酸アミド基の炭素原子が同じ炭素骨格の縮合環系の一部である６員芳香環の炭素原子に結合しているもの［５］
,C07C 237/50,・,少なくとも１個のカルボン酸アミド基の窒素原子が４級化されているもの［５］
,C07C 237/52,・,少なくとも１個のカルボン酸アミド基の窒素原子がさらにアシル化されているもの［５］
,C07C 239/00,,窒素―ハロゲン結合を含有する化合物；ヒドロキシルアミノ化合物またはそのエーテルもしくはエステル［５］
,C07C 239/02,・,窒素―ハロゲン結合を含有する化合物［５］
,C07C 239/04,・・,Ｎ―ハロゲン化アミン［５］
,C07C 239/06,・・,Ｎ―ハロゲン化カルボン酸アミド［５］
,C07C 239/08,・,ヒドロキシルアミノ化合物またはそのエーテルもしくはエステル［５］
,C07C 239/10,・・,ヒドロキシルアミノ基の窒素原子がさらに不飽和炭化水素基または，ハロゲン原子またはニトロもしくはニトロソ基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 239/12,・・,ヒドロキシルアミノ基の窒素原子がさらに単結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 239/14,・・,ヒドロキシルアミノ基の窒素原子がさらに二重結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 239/16,・・,ヒドロキシルアミノ基の窒素原子がさらにニトロまたはニトロソ基の一部でない窒素原子で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 239/18,・・,ヒドロキシルアミノ基の窒素原子がさらにカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの［５］
,C07C 239/20,・・,ヒドロキシルアミノ基の酸素原子がエーテル化されているもの［５］
,C07C 239/22,・・,ヒドロキシルアミノ基の酸素原子がエステル化されているもの［５］
,C07C 241/00,,互いに単結合で結合している窒素原子鎖を含有する化合物の製造，例．ヒドラジン，トリアザン［５］
,C07C 241/02,・,ヒドラジンの製造［５］
,C07C 241/04,・,ヒドラジドの製造［５］
,C07C 243/00,,互いに単結合で結合している窒素原子鎖を含有する化合物，例．ヒドラジン，トリアザン［５］
,C07C 243/02,・,Ｎ―ニトロ化合物［５］
,C07C 243/04,・,Ｎ―ニトロソ化合物［５］
,C07C 243/06,・・,Ｎ―ニトロソ―アミン［５］
,C07C 243/08,・・,Ｎ―ニトロソ―カルボン酸アミド［５］
,C07C 243/10,・,ヒドラジン［５］
,C07C 243/12,・・,ヒドラジノ基の窒素原子が非環式炭素原子に結合しているもの［５］
,C07C 243/14,・・・,飽和炭素骨格の［５］
,C07C 243/16,・・・,不飽和炭素骨格の［５］
,C07C 243/18,・・・・,環を含有するもの［５］
,C07C 243/20,・・,ヒドラジノ基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 243/22,・・,ヒドラジノ基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 243/24,・,ヒドラジノ基の窒素原子がカルボン酸でアシル化されているヒドラジン［５］
,C07C 243/26,・・,アシル化しているカルボキシル基が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 243/28,・・・,水素原子または飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 243/30,・・・,不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 243/32,・・・・,炭素骨格が環を含有するもの［５］
,C07C 243/34,・・・,さらに窒素原子で置換された炭素骨格の炭素原子に結合しているもの［５］
,C07C 243/36,・・,アシル化しているカルボキシル基が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 243/38,・・,アシル化しているカルボキシル基が６員芳香環の炭素原子に結合しているもの［５］
,C07C 243/40,・,ヒドラジノ基の窒素原子が４級化されているヒドラジン［５］
,C07C 243/42,・,ヒドラジノ基の窒素原子がさらに異種原子に単結合で結合しているヒドラジン［５］
,C07C 245/00,,少なくとも１個の窒素―窒素多重結合をもつ窒素原子鎖を含有する化合物（アゾキシ化合物Ｃ０７Ｃ２９１／０８）［５］
,C07C 245/02,・,アゾ化合物，すなわち―Ｎ＝Ｎ―基が異なった原子に結合している化合物，例．ジアゾヒドロキシド［５］
,C07C 245/04,・・,アゾ基の窒素原子が非環式炭素原子または６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 245/06,・・,アゾ基の窒素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 245/08,・・・,アゾ基の２個の窒素原子が６員芳香環に結合しているもの，例．アゾベンゼン［５］
,C07C 245/10,・・・,アゾ基の窒素原子が縮合環系の一部である６員芳香環の炭素原子に結合しているもの［５］
,C07C 245/12,・,ジアゾ化合物，すなわち＞Ｎ↓２基が同じ炭素原子に結合している化合物［５］
,C07C 245/14,・・,炭素骨格の非環式炭素原子に結合するジアゾ基をもつもの［５］
,C07C 245/16,・・・,ジアゾメタン［５］
,C07C 245/18,・・・,炭素骨格がさらにカルボキシル基で置換されているもの［５］
,C07C 245/20,・,ジアゾニウム化合物［５］
,C07C 245/22,・,１個以上の窒素―窒素二重結合を持つ３個以上の窒素原子からなる窒素鎖を含有するもの［５］
,C07C 245/24,・・,３個の窒素原子からなる窒素鎖，例．ジアゾアミン［５］
,C07C 247/00,,アジド基を含有する化合物［５］
,C07C 247/02,・,炭素骨格の非環式炭素原子に結合するアジド基をもつもの［５］
,C07C 247/04,・・,飽和のもの［５］
,C07C 247/06,・・・,環を含有するもの［５］
,C07C 247/08,・・,不飽和のもの［５］
,C07C 247/10,・・・,環を含有するもの［５］
,C07C 247/12,・・,さらにカルボキシル基で置換されているもの［５］
,C07C 247/14,・,アジド基が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 247/16,・,アジド基が炭素骨格の６員芳香環の炭素原子に結合しているもの［５］
,C07C 247/18,・・,さらにカルボキシル基で置換されているもの［５］
,C07C 247/20,・,アジド基がカルボン酸でアシル化されているもの［５］
,C07C 247/22,・・,アシル化しているカルボキシル基が水素原子，非環式炭素原子または６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 247/24,・・,少なくとも１個のアシル化しているカルボキシル基が６員芳香環の炭素原子に結合しているもの［５］
,C07C 249/00,,炭素骨格に二重結合で結合している窒素原子を含有する化合物の製造（ジアゾ化合物の製造Ｃ０７Ｃ２４５／１２）［５］
,C07C 249/02,・,イミノ基を含有する化合物の［５］
,C07C 249/04,・,オキシムの［５］
,C07C 249/06,・・,炭化水素または置換炭化水素のニトロソ化によるもの［５］
,C07C 249/08,・・,ヒドロキシルアミンとカルボニル化合物との反応によるもの［５］
,C07C 249/10,・・,ニトロ化合物またはその塩からのもの［５］
,C07C 249/12,・・,オキシイミノ基の形成が関与しない反応によるもの［５］
,C07C 249/14,・・,分離；精製；安定化；添加剤の使用［５］
,C07C 249/16,・,ヒドラゾンの［５］
,C07C 251/00,,炭素骨格に二重結合で結合している窒素原子を含有する化合物（ジアゾ化合物Ｃ０７Ｃ２４５／１２）［５］
,C07C 251/02,・,イミノ基を含有するもの［５］
,C07C 251/04,・・,イミノ基の炭素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 251/06,・・・,飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/08,・・・・,炭素骨格が非環式のもの［５］
,C07C 251/10,・・・,不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/12,・・・・,炭素骨格が非環式のもの［５］
,C07C 251/14,・・・・,炭素骨格が６員芳香環以外の環を含有するもの［５］
,C07C 251/16,・・・・,炭素骨格が６員芳香環を含有するもの［５］
,C07C 251/18,・・,イミノ基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 251/20,・・,イミノ基の炭素原子が６員芳香環以外の環の一部であるもの［５］
,C07C 251/22,・・・,キノンイミン［５］
,C07C 251/24,・・,イミノ基の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 251/26,・・,イミノ基の窒素原子がさらにハロゲン原子に結合しているもの［５］
,C07C 251/28,・・,イミノ基の窒素原子がアシル化されているもの［５］
,C07C 251/30,・・,イミノ基の窒素原子が４級化されているもの［５］
,C07C 251/32,・,オキシム［５］
,C07C 251/34,・・,オキシイミノ基の酸素原子が水素原子または非置換炭化水素基の炭素原子に結合しているもの［５］
,C07C 251/36,・・・,オキシイミノ基の炭素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 251/38,・・・・,飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/40,・・・・,不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/42,・・・,少なくとも１個のオキシイミノ基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 251/44,・・・,少なくとも１個のオキシイミノ基の炭素原子が６員芳香環以外の環の一部であるもの［５］
,C07C 251/46,・・・・,キノンオキシム［５］
,C07C 251/48,・・・,少なくとも１個のオキシイミノ基の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 251/50,・・,オキシイミノ基の酸素原子が置換炭化水素基の炭素原子に結合しているもの［５］
,C07C 251/52,・・・,炭化水素基がハロゲン原子またはニトロもしくはニトロソ基で置換されているもの［５］
,C07C 251/54,・・・,炭化水素基が単結合の酸素原子で置換されているもの［５］
,C07C 251/56,・・・,炭化水素基が二重結合の酸素原子で置換されているもの［５］
,C07C 251/58,・・・,炭化水素基がニトロまたはニトロソ基の一部でない窒素原子で置換されているもの［５］
,C07C 251/60,・・・,炭化水素基がカルボキシル基で置換されているもの［５］
,C07C 251/62,・・,オキシイミノ基の酸素原子がエステル化されているもの［５］
,C07C 251/64,・・・,カルボン酸によるもの［５］
,C07C 251/66,・・・・,エステル化されたカルボキシル基が水素原子または，非環式炭素原子もしくは６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 251/68,・・・・,少なくとも１個のエステル化されたカルボキシル基が６員芳香環の炭素原子に結合しているもの［５］
,C07C 251/70,・・,オキシムの金属錯体［５］
,C07C 251/72,・,ヒドラゾン［５］
,C07C 251/74,・・,ヒドラゾン基の二重結合の炭素原子が水素原子または非環式炭素原子に結合しているもの［５］
,C07C 251/76,・・・,飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/78,・・・,不飽和炭素骨格の炭素原子に結合しているもの［５］
,C07C 251/80,・・・・,炭素骨格が環を含有するもの［５］
,C07C 251/82,・・,ヒドラゾン基の二重結合の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの［５］
,C07C 251/84,・・,ヒドラゾン基の二重結合の炭素原子が６員芳香環以外の環の一部であるもの［５］
,C07C 251/86,・・,ヒドラゾン基の二重結合の炭素原子が６員芳香環の炭素原子に結合しているもの［５］
,C07C 251/88,・・,他方の窒素原子も炭素原子に二重結合で結合しているもの，例．アジン［５］
,C07C 253/00,,カルボン酸ニトリルの製造（シアンまたはその化合物Ｃ０１Ｃ３／００）［５］
,C07C 253/02,・,窒素酸化物と有機化合物との反応によるもの［５］
,C07C 253/04,・,ハロゲン化シアン，例．ＣｌＣＮ，と有機化合物との反応によるもの［５］
,C07C 253/06,・,Ｎ―ホルミル化アミノ化合物からのもの［５］
,C07C 253/08,・,シアン化水素またはその塩の不飽和化合物への付加によるもの［５］
,C07C 253/10,・・,炭素―炭素二重結合を含有する化合物への付加［５］
,C07C 253/12,・・,炭素―炭素三重結合を含有する化合物への付加［５］
,C07C 253/14,・,ハロゲン原子のシアノ基による置換を伴う，シアン化物とハロゲン含有化合物との反応によるもの［５］
,C07C 253/16,・,シアン化物と，ラクトンまたは水酸基またはエーテル化もしくはエステル化された水酸基を含有する化合物との反応によるもの［５］
,C07C 253/18,・,アンモニアまたはアミンと，６員芳香環以外に炭素―炭素多重結合を含有する化合物との反応によるもの［５］
,C07C 253/20,・,カルボン酸アミドの脱水によるもの［５］
,C07C 253/22,・,カルボキシル基のシアノ基による置換を伴う，アンモニアとカルボン酸の反応によるもの［５］
,C07C 253/24,・,炭化水素の，または置換された炭化水素のアンモキシデーションによるもの［５］
,C07C 253/26,・・,炭素―炭素多重結合を含有するもの，例．不飽和アルデヒド［５］
,C07C 253/28,・・,６員芳香環を含有するもの，例．スチレン［５］
,C07C 253/30,・,シアノ基の形成の関与しない反応によるもの［５］
,C07C 253/32,・,分離；精製；安定化；添加剤の使用［５］
,C07C 253/34,・・,分離；精製［５］
,C07C 255/00,,カルボン酸ニトリル（シアンまたはその化合物Ｃ０１Ｃ３／００）［５］
,C07C 255/01,・,非環式炭素原子に結合しているシアノ基をもつもの［５］
,C07C 255/02,・・,非環式飽和炭素骨格の［５］
,C07C 255/03,・・・,モノニトリル［５］
,C07C 255/04,・・・,炭素骨格に結合している２個のシアノ基を含有するもの［５］
,C07C 255/05,・・・,炭素骨格に結合している少なくとも３個のシアノ基を含有するもの［５］
,C07C 255/06,・・,非環式で不飽和の炭素骨格の［５］
,C07C 255/07,・・・,モノニトリル［５］
,C07C 255/08,・・・・,アクリロニトリル；メタクリロニトリル［５］
,C07C 255/09,・・・,炭素骨格に結合している少なくとも２個のシアノ基を含有するもの［５］
,C07C 255/10,・・,シアノ基と，同じ非環式炭素骨格に結合しているハロゲン原子またはニトロもしくはニトロソ基とを含有するもの［５］
