インデキシングフラグ,記号,ドット,タイトル
,D02H   3/00,,整経機
,D02H   5/00,,ビーム巻き取り機
,D02H   5/02,・,のり付け装置またはその他のたて糸処理装置との組み合わせにかかるもの（のり付け自体Ｄ０６Ｂ）
,D02H   7/00,,整経とビーム巻き取りが組み合わされた装置
,D02H   9/00,,綾取り
,D02H   9/02,・,綾棒または綾ひも
,D02H  11/00,,グループＤ０２Ｈ１／００～Ｄ０２Ｈ９／００に分類されない方法または装置，例．たて糸の清浄
,D02H  13/00,,このサブクラスの他のグループに属する機械の細部
,D02H  13/02,・,停止機構
,D02H  13/04,・・,各糸または糸の小群ごとに検出器を具備し糸の破断，弛緩または過張力に応動するもの
,D02H  13/06,・・・,機械的なもの
,D02H  13/08,・・・,電気的なもの
,D02H  13/10,・・,糸長計測装置と連動するもの，例．所定長のたて糸の巻き取りが終了した時に機械を停止させるもの
,D02H  13/12,・,変速駆動機構
,D02H  13/14,・・,たて糸の張力に応じて自動制御されるもの
,D02H  13/16,・,糸間隔を決定するためのおさ，コームまたはその他の装置
,D02H  13/18,・・,間隔が調節できるもの
,D02H  13/20,・・,間隔が固定されたもの
,D02H  13/22,・,張力装置
,D02H  13/24,・・,糸別のもの
,D02H  13/26,・・,整経糸束用のもの（定張力の保持を目的とするビームまたはその類似のものの駆動制御Ｄ０２Ｈ１３／１４）
,D02H  13/28,・,ワープビーム（クロスビームＤ０３Ｄ４９／２０）
,D02H  13/30,・・,つばを有するもの
,D02H  13/32,・・・,調節可能なもの
,D02H  13/34,・・,部分整経用のもの
,D02H  13/36,・・,たて糸をビームに付ける手段
,D02H  13/38,・,ビーム載架枠
,D02J,,フィラメント，糸，より糸，ひも，ロープまたはこれらの類似物の仕上げまたは加工（巻縮Ｄ０２Ｇ；液体，気体または蒸気で処理するものＤ０６Ｂ；液体処理以外の整経糸またはシート状糸群の仕上げＤ０６Ｃ；化学的事項については，Ｄ０６Ｌ，Ｍ，Ｐ，Ｑを参照；ロープの製造過程の処理，ロープの製造に付随したロープの処理装置Ｄ０７Ｂ）
,＜注＞,,クラスＤ０２のタイトルに続く注に注意すること。
,＜索引＞,,構造，外形または表面の改良　１／００，３／００
,,,不要部の除去　７／００
,,,上記工程の組合せであって単一のグループに包含されないもの　１１／００
,,,上記工程の１つに特定されない加熱または冷却工程　１３／００
,D02J   1/00,,特殊構造にもとづく構造または特性の改良；物理的形状または断面形状の改良，維持または回復，例．ダイスまたは圧搾ローラの使用によるもの（表面のみの改良Ｄ０２Ｊ３／００）
,D02J   1/02,・,かさ高化，例．ループの形成（巻縮によるものＤ０２Ｇ）
,D02J   1/04,・,緻密化
,D02J   1/06,・,不規則性，例．節または他の不均一な特性，例．収縮の大小または強弱部分，の付与
,D02J   1/08,・,構成フィラメントの破壊を伴わない交錯化，例．乱気流の使用によるもの
,D02J   1/12,・,後処理により加工糸またはそれに類する糸のストレッチーバルク特性（伸縮／かさ高特性）の改良
,D02J   1/14,・,均一性の付与または不均一な特性の均一化
,D02J   1/16,・,摩擦またはこれに類似の作用によるもの，例．繊維の除去または再配列を目的とするもの
,D02J   1/18,・,分離または拡開によるもの
,D02J   1/20,・,応力付与または応力の緩和，例．振動または静電応力または放電によるもの
,D02J   1/22,・,伸長または緊張，収縮または弛緩によるもの，例．オーバーフィード装置，アンダーフィード装置を使用するもの，または伸長を防止することによるもの（緊張紡糸Ｄ０１Ｄ５／１２）
,D02J   3/00,,表面の改良
,D02J   3/02,・,研摩，擦過，切断，ひっかき切り込みによるもの（繊維をあらかじめ粗面化するもの，例．紡績用，Ｄ０１Ｇ３／００）
,D02J   3/04,・,刷毛によるもの
,D02J   3/06,・,みがき作用によるもの，例．つや出し
,D02J   3/08,・・,押圧作用によるもの，例．カレンダがけまたはアイロンがけによるもの
,D02J   3/10,・,刻み目を付けることによるもの
,D02J   3/12,・,繊維の突出端を除去するもの
,D02J   3/14,・・,剪断によるもの
,D02J   3/16,・・,毛焼きによるもの
,D02J   3/18,・,特殊な物質，半固形または固形物で処理するもの，例．ワックスによる処理を行うもの（パッケージの形成に付随する事項Ｂ６５Ｈ７１／００；紡績，ねん糸工程に付随する手段として糸またはその類似物にワキシングをするもの，Ｄ０１Ｈ１３／３０）
,D02J   7/00,,清浄，例．じんあい，浮遊繊維，毛焼きくずの除去（剪毛，毛焼きまたは他の方法で繊維突出端を除去するものと組み合わされたものＤ０２Ｊ３／１２，Ｄ０２Ｊ３／１４，Ｄ０２Ｊ３／１６）
,D02J  11/00,,グループＤ０２Ｊ１／００～Ｄ０２Ｊ７／００のいずれのグループにも包含されないが上記各グループに分類される工程の組み合わせ，前記工程の組み合わせを実施するための装置
,D02J  13/00,,糸，より糸，ひも，ロープまたはこれらの類似物の加熱または冷却であって，このサブクラスに分類される工程のいずれにも特定されない事項（紡績またはより糸工程中の加熱，冷却または乾燥Ｄ０１Ｈ；糸またはその類似のものの乾燥一般Ｆ２６Ｂ）
,D03,,織成
,D03C,,開口機構；紋紙または紋織用チェーン；紋紙のせん孔；模様の設計
,＜索引＞,,開口機構
,,,ドビー；ジャカード；カムおよびその他の直接開口機構　１／００；３／００；５／００
,,,そうこう　９／００
,,,開口機構と別個の耳織成開口装置　１１／００
,,,その他の開口機構　７／００，１３／００
,,,紋紙および紋織用チェーン；紋紙のせん孔；模様を作成するための方法および装置　１５／００；１７／００；１９／００
,D03C   1/00,,ドビー
,D03C   1/02,・,単動式ドビー，すなわちナイフまたは同様の物がピックごとに作動するドビー（Ｄ０３Ｃ１／１０が優先）
,D03C   1/04,・・,全開口単動式ドビー
,D03C   1/06,・,複動式ドビー，すなわち分離ナイフまたは同様の物が１ピックおきに交互に作動するドビー
,D03C   1/08,・・,逆転可能なもの，すなわち織機が逆転するとき開口を自動的に修正するもの
,D03C   1/10,・,中口開口ドビー，すなわち中口閉口位置からの糸条の上下運動による開口
,D03C   1/12,・,ナイフのかわりにのこ歯状の歯車を使用したドビー
,D03C   1/14,・,種々の形のドビーに共通した事項（開口機構の不完全作動による停止機構Ｄ０３Ｄ５１／４６）
,D03C   1/16,・・,織機におけるドビーの配置
,D03C   1/18,・・,ナイフ；ナイフ枠
,D03C   1/20,・・,フック；リフタ
,D03C   1/22,・・,ニードル；ニードル箱；ニードル板
,D03C   1/24,・・,シリンダ；シリンダバッタン
,D03C   1/26,・・,ナイフと昇降フックとのかみ合いの助成
,D03C   1/28,・・・,フックとナイフの間にバックラッシを生ぜしめ，次にこれを排除することによるもの
,D03C   1/30,・・・,全フックがナイフから離され，そして次に選択されたフックが再びからみ合うもの
,D03C   1/32,・・・,全フックがナイフとかみ合い，そして次に選択されないフックがはずれるもの
,D03C   1/34,・・,からまりを避けるため種々の高さからたて糸が互いに通過するための装置
,D03C   1/36,・・,紋紙またはチェーンの節約装置，例．クロスボーダードビー
,D03C   3/00,,ジャカード（模様を走査することによりジャカードを制御するものＤ０３Ｃ１７／０６；グリッパーアキスミンスター織機用Ｄ０３Ｄ３９／０８）
,D03C   3/02,・,単動式ジャカード
,D03C   3/04,・・,全開口形のもの
,D03C   3/06,・,複動式ジャカード
,D03C   3/08,・・,全開口形のもの
,D03C   3/10,・,中口開口ジャカード
,D03C   3/12,・,多開口ジャカード，すなわちたて糸を種々の高さに移動するジャカード，例．パイル織物を織成するためのもの
,D03C   3/14,・,昇降フックを用いないジャカード，例．キイホールスロットに関連して節付き通糸を使用するもの
,D03C   3/16,・,ニードルと昇降フック間に作動ニードルを介したベルドール式ジャカードまたはその他のジャカード
,D03C   3/18,・,耳織成ジャカード
,D03C   3/20,・,電気的作動によるジャカード
,D03C   3/22,・,流体作動によるジャカード
,D03C   3/24,・,種々の形式のジャカードの共通事項
,D03C   3/26,・・,ジャカードの一般的配置，すなわち機械における位置決め
,D03C   3/28,・・,口出し装置；織機の停止中に次の開口が開かれるのを防止する装置
,D03C   3/30,・・,フックが積極的に閉口を作動する装置
,D03C   3/32,・・,ジャカード駆動機構
,D03C   3/34,・・・,シリンダ作動機構
,D03C   3/36,・・・,グリッフ作動機構
,D03C   3/38,・・,目板
,D03C   3/40,・・,通糸の構成
,D03C   3/42,・・,通糸の配置
,D03C   3/44,・・,矢金
,D03C   5/00,,カムまたはその他の直接開口機構，すなわち動力供給装置を介在することなくそうこう枠を作動するもの
,D03C   5/02,・,回転するカムによるもの
,D03C   5/04,・・,カムの構造または形状（カム一般Ｆ１６Ｈ５３／００）
,D03C   5/06,・,回転するカムとは別のカム装置によるもの
,D03C   7/00,,レノ式または類似の開口機構
,D03C   7/02,・,もじりそうこう
,D03C   7/04,・,よこ糸方向の軸の回りを振動し，かつたて糸を通す孔をもっている円板を有する機構
,D03C   7/06,・,たて糸を他のたて糸に対して左右に移動させるための糸穴付きニードルを有する機構
,D03C   7/08,・,たて糸を同方向に繰り返しよるための装置
,D03C   9/00,,そうこう；そうこう枠（レノ式開口用Ｄ０３Ｃ７／００）
,D03C   9/02,・,そうこう
,D03C   9/04,・・,金属製そうこう
,D03C   9/06,・,そうこう枠
,D03C  11/00,,主開口機構と別個の耳織成開口機構（耳織成用ジャカードＤ０３Ｃ３／１８；レノ式耳織成機構Ｄ０３Ｃ７／００）
,D03C  13/00,,他に分類されない開口機構
,D03C  15/00,,紋紙または紋織用チェーン
,D03C  15/02,・,突出した紋織用部材をもつ金属，木材または類似の材料のチェーン
,D03C  15/04,・,模様を指示すべくせん孔されたカードまたは紙
,D03C  15/06,・,紋紙にペッグを植え込み，または取り除く装置
,D03C  15/08,・,紋紙の相互連結，例．紐の結び付け，または紋紙の脱離のための装置
,D03C  17/00,,紋せん機（データの記録器への記録付けＧ０６Ｋ）
,D03C  17/02,・,手動の制御によるもの，すなわちせん孔する穴がオペレータにより決定されるもの
,D03C  17/04,・・,動力による作動
,D03C  17/06,・,自動式によるもの，すなわち模様を光学的手段またはその他の手段により探り，せん孔機またはジャカードを直接制御するもの
,D03C  19/00,,このサブクラスの他のグループに分類されない，模様の設計あるいは作成に関する方法または装置
,D03D,,織物；織成方法；織機
,＜注＞,,（１）織成と仕上げ段階の両方を包含する工程に関し，および仕上げられた織物に関し，クラスＤ０６はこのサブクラスに優先する。
,,,（２）織成方法は，その方法が特殊な織物の製造よりもむしろ特殊な織機の作用に特徴がある場合は織機のグループに分類され，それ以外は織成された織物の属するグループに分類される。
,,,（３）このサブクラスにおいては，最も重要な構成要件（通常最も限定された特微）の把握が困難であれば，織物を指定するグループは，織成されたパイル織物を指定するグループが他の織物を指定するグループに優先する点を除き，分類上先に表われる構成要件として把握される。
,＜索引＞,,織物とその織成方法
,,,糸の構造または材料；形状；弾性；伸縮性に特徴のあるもの　１５／００；３／００；７／００；１７／００
,,,織物の種類
,,,すかし織物；パイル織物；もじり織物；ラペット織物または縫い取り織物　９／００；２７／００；１９／００；２１／００
,,,たて糸またはよこ糸が特別な配列をもつもの；他に分類されない多重織物　１３／００；１１／００
,,,特定物品のためのもの　１／００
,,,その他の種類　２５／００
,,,耳　５／００，４７／４０
,,,特殊な織物または織機の特殊でない織成方法　２３／００
,,,織機とその織成方法
,,,手織機　２９／００
,,,織成物品に特徴のあるもの：刺しゅう風装飾のためのラペット縫い取り形；細いリボンの様な織物のための形；パイル織物用の形；他の種類の織物のための形　３１／００；３５／００；３９／００；４１／００
,,,構造に特徴のあるもの：環状織機；ひ箱交換装置をもつもの；よこ糸自動補充装置をもつもの；無ひ織機　３７／００；４３／００；４５／００；４７／００
,,,複合織機　３３／００
,,,細部と構造上の特徴一般　４９／００
,,,織機の駆動，起動，停止　５１／００
,,,織物；各種織機の作用で特徴づけられるもの以外の織成方法
,D03D   1/00,,特定物品を作るために設計された織物
,D03D   1/02,・,ふくらませられる物
,D03D   1/04,・,包または袋のような物
,D03D   1/06,・,カーテンのつり下げ用テープ
,D03D   1/08,・,ラダーテープ（ベネシャンブラインド用ラダーテープＥ０６Ｂ９／３８２）
,D03D   3/00,,形状に特徴のある織物
,D03D   3/02,・,管状織物
,D03D   3/04,・,無端織物
,D03D   3/06,・,幅が一定でない織物
,D03D   3/08,・,わん曲状，波状または類似織物
,D03D   5/00,,耳
,D03D   7/00,,弾性を有するように，すなわち圧縮ひずみから回復するように設計された織物
,D03D   9/00,,すかし織物（ラダーテープ織物Ｄ０３Ｄ１／０８）
,D03D  11/00,,他に分類されない二重または多重織物
,D03D  11/02,・,ポケット，筒，輪，折目，タック，または垂れを同時に形成した織物（カーテンつり下げ用テープ織物Ｄ０３Ｄ１／０６；１本の筒になっている織物Ｄ０３Ｄ３／０２）
,D03D  13/00,,たて糸またはよこ糸の特別な配列に特徴のある織物，例．わん曲したよこ糸をもつもの，途切れたたて糸をもつもの，はす状のたて糸またはよこ糸をもつもの
,D03D  15/00,,糸または他のたて糸あるいはよこ糸要素の材料または構造に特徴のある織物
,D03D  15/02,・,たて糸またはよこ糸要素が堅い材料，例．針金，茎，小割り板，のもの
,D03D  15/04,・,収縮率の差によって形状または外見を出すために織られたもの
,D03D  15/06,・,仮糸，すなわち織成後に除去される糸を用いるもの
,D03D  15/08,・,伸縮性糸または弾性糸を使用するもの（織り方のために弾性または伸縮性を有する織物Ｄ０３Ｄ１７／００）
,D03D  15/10,・,摩擦係数の大きな糸または小さな糸を使用するもの
,D03D  15/12,・,耐熱性糸または耐火性糸を使用するもの
,D03D  17/00,,織り方のために，弾性または伸縮性を有するもの（伸縮性のあるまたは弾性のある糸を用いる織物Ｄ０３Ｄ１５／０８）
,D03D  19/00,,もじりまたはレノ織物
,D03D  21/00,,ラペットまたは縫い取り織物
,D03D  23/00,,特殊な織物の製造または特殊な織機の使用に特定されない織成方法一般；どの単独のグループにも分類されない織り方
,D03D  25/00,,他に分類されない織物
,D03D  27/00,,パイル織物
,D03D  27/02,・,たて糸またはよこ糸でパイルが作られたもの
,D03D  27/04,・・,よこパイル織物
,D03D  27/06,・・,たてパイル織物
,D03D  27/08,・・・,わな織物
,D03D  27/10,・・,対向して織成された織物，例．二重ビロード
,D03D  27/12,・,パイル房が織成過程でそう入されたもの
,D03D  27/14,・・,たて糸に巻きついた房を有するもの
,D03D  27/16,・・,よこ糸に巻きついた房を有するもの
,D03D  27/18,・,シェニール織物
,,,織機；各種織機の作用に特徴のある織成方法
,D03D  29/00,,手織機
,D03D  31/00,,織物に刺しゅうのような装飾を形成するためのラペット織機，縫い取り織機または他の織機
,D03D  33/00,,複合織機，すなわち機構のいかんにかかわらず２つまたはそれ以上の織機が組み合わされたもの（Ｄ０３Ｄ３５／００が優先）
,D03D  35/00,,細幅織機，すなわちリボンや細幅織物を織る織機（Ｄ０３Ｄ４７／００が優先）
,D03D  37/00,,環状織機（環状または多角形状に配置された別々の布を織る織機Ｄ０３Ｄ３３／００）
,D03D  39/00,,パイル織機
,D03D  39/02,・,アキスミンスター織機，すなわち織成過程でパイル房がそう入されるもの
,D03D  39/04,・・,スプールアキスミンスター織機
,D03D  39/06,・・・,房糸管またはスプール枠
,D03D  39/08,・・,グリッパーアキスミンスター織機
,D03D  39/10,・,ワイヤタペストリ織機，例．ビロードまたはブラッセルもしくはウイルトンカーペットを織成するために，パイルがよこ入れした針金を越えて形成されるもの
,D03D  39/12,・・,パイルワイヤ作動機構
,D03D  39/14,・・,パイルワイヤの構造，例．パイル切断ワイヤ
,D03D  39/16,・,二重パイル織機，すなわち２枚のパイル布を対向状態で織成するためのもの
,D03D  39/18,・・,２枚のパイル層の分離，例．切断によるもの
,D03D  39/20,・,たてワイヤを越してパイルを形成する織機
,D03D  39/22,・,わな織機
,D03D  39/24,・,織機上でパイルを切断する器具（パイル切断ワイヤＤ０３Ｄ３９／１４；２枚のパイル層の分離Ｄ０３Ｄ３９／１８）
,D03D  41/00,,他に分類されない織機，例．シェニール糸を織成するための織機；これらの織機特有の細部
,D03D  43/00,,ひ箱交換装置を有する織機
,D03D  43/02,・,上下動式ひ箱を有するもの
,D03D  43/04,・・,作動機構
,D03D  43/06,・,回転式ひ箱を有するもの
,D03D  43/08,・・,作動機構
,D03D  43/10,・,よこ糸保持具，すなわちよこ糸がもつれるのを防止する手段
,D03D  45/00,,自動よこ糸補充装置を有する織機（細幅織機の自動補充Ｄ０３Ｄ３５／００，環状織機の自動補充Ｄ０３Ｄ３７／００；織機上のボビン巻き直しＤ０３Ｊ１／１２）
,D03D  45/02,・,補充制御
,D03D  45/04,・・,補充開始のためのウェフトフィーラまたはその他の検出器（よこ糸停止Ｄ０３Ｄ５１／３４）
,D03D  45/06,・・・,機械的なもの
,D03D  45/08,・・・・,サイドスリップ形
,D03D  45/10,・・・,電気的なもの
,D03D  45/12,・・・,光学的なもの
,D03D  45/14,・・,空ひが織機の補充位置に帰るまでに補充または要求される色のための必要物を用意するもの
,D03D  45/16,・・・,よこ糸の色を正確に選択するもの
,D03D  45/18,・・,ひがひ箱に間違って入っているときの補充防止用シャットルフィーラまたはその他の器具（ひ停止機構Ｄ０３Ｄ５１／４０）
,D03D  45/20,・,よこ管または他のひの貯蔵物の交換
,D03D  45/22,・・,ひ箱内で行なわれるもの
,D03D  45/24,・・,ひ箱外で行なわれるもの
,D03D  45/26,・・,マガジン
,D03D  45/28,・・・,単一糸条用，例．同色
,D03D  45/30,・・・・,回転式
,D03D  45/32,・・・,多種糸条用，例．多色
,D03D  45/34,・,ひ換え
,D03D  45/36,・・,新旧ひを同一ひ箱内で交換するもの
,D03D  45/38,・・,補充用の補助ひ箱を有するもの
,D03D  45/40,・・・,旧ひをひ箱で受け，新ひを補助ひ箱から打ち出すもの
,D03D  45/42,・・・,旧ひを補助ひ箱で受け，新ひをひ箱から打ち出すもの
,D03D  45/44,・・,マガジン
,D03D  45/46,・・・,単一糸条用，例．単色
,D03D  45/48,・・・,多種糸条用，例．多色
,D03D  45/50,・,よこ糸端の切断，は持，取り扱いまたは整理
,D03D  45/52,・・,旧ひのよこ糸のひの近くでの切断および織布に連絡されているよこ糸端のは持
,D03D  45/54,・・,新よこ糸の切断およびそのよこ糸端のは持
,D03D  45/56,・・,旧よこ糸と新よこ糸の耳部での切断
,D03D  45/58,・・,新よこ管からのチップバンチまたは新糸端の解じょ
,D03D  45/60,・・・,空気流または吸引によるもの
,D03D  45/62,・・,切断よこ糸端の廃棄部分の整理（Ｄ０３Ｄ４５／５８が優先）
,D03D  47/00,,よこ糸貯蔵体が開口中を通らない織機，例．無ひ織機，グリッパーシャットル織機，ダミーシャットル織機（環状織機Ｄ０３Ｄ３７／００）
,D03D  47/02,・,連続よこ糸のループが入れられるもの，すなわち２本よこ入れ（Ｄ０３Ｄ４７／２７が優先）［３］
,D03D  47/04,・・,永久糸目をもつ往復ニードルによるもの
,D03D  47/06,・・,永久糸目をもつ回動ニードルによるもの
,D03D  47/08,・・・,カム，リンクまたは他の手段でニードルの通路を限定するもの
,D03D  47/10,・・,フオーク状ニードルでよこ糸のループを開口中にそう入するもの
,D03D  47/12,・,１本よこ入れ，すなわちそれぞれのよこ入れが開口をもつもの（Ｄ０３Ｄ４７／２７が優先）［３］
,D03D  47/14,・・,よこ糸端をつまんだグリッパーニードルを開口中に通すもの
,D03D  47/16,・・,空のグリッパーニードルを開口中に入れ，後退するときよこ糸を引き抜くもの
,D03D  47/18,・・,２つのよこ糸そう入体が開口内で出合い，よこ糸を一方から他方に移送するもの
,D03D  47/20,・・,そう入体の糸を引く装置に特徴があるもの
,D03D  47/22,・・・,よこ糸のループを開口中の通路の一部にそう入してから，引き延ばすようにしたもの
,D03D  47/23,・・・,糸把持具（ダミーシャットルまたはグリッパーシャットルＤ０３Ｊ５／０６）［３］
,D03D  47/24,・・,グリッパーシャットルまたはダミーシャットルによるもの（移動波状開口組織機Ｄ０３Ｄ４７／２６；ひそう入機構Ｄ０３Ｄ４９／２４；グリッパーシャットルまたはダミーシャットルそれ自体Ｄ０３Ｊ５／０６）
,D03D  47/25,・・・,織機の片側からのみ挿入するもの［３］
,D03D  47/26,・・,移動波状開口織機
,D03D  47/27,・,よこ糸挿入のための駆動またはガイド機構［３］
,D03D  47/28,・,よこ糸自体が開口中に投射されるもの
,D03D  47/30,・・,気体ジェットによるもの
,D03D  47/32,・・,液体ジェットによるもの
,D03D  47/34,・,貯蔵体とそう入手段間のよこ糸の取り扱い
,D03D  47/36,・・,よこ糸の測長および切断
,D03D  47/38,・・,よこ糸模様機構
,D03D  47/39,・,茎，麦わら，小割板，ヘアークロスのための材料又は類似の材料の取扱い［３］
,D03D  47/40,・,耳形成
,D03D  47/42,・・,よこ糸ループの編成またはからみ合わせによるもの
,D03D  47/44,・・・,別耳糸をもつもの
,D03D  47/46,・・,耳形成用ひまたは耳糸をよこ糸のループにそう通する装置によるもの（編成によるものＤ０３Ｄ４７／４４）
,D03D  47/48,・・,よこ糸の切断端を次の開口にそう入するもの，例．押込みによるもの，吹き付けによるもの
,D03D  47/50,・・,接着によるもの
,D03D  49/00,,特定の織機に特有でない細部または構造上の特徴（テンプルＤ０３Ｊ１／２２）
,D03D  49/02,・,織機の骨組構造
,D03D  49/04,・,たて糸または織布における張力制御
,D03D  49/06,・・,たて糸送出機構（ワープビームの構造Ｄ０２Ｈ）
,D03D  49/08,・・・,ワープビームの制動
,D03D  49/10,・・・,ワープビームの送出駆動
,D03D  49/12,・・,送出機構以外の手段によるたて糸張力制御
,D03D  49/14,・・・,開口による張力ひずみの補整
,D03D  49/16,・・・,クリールによってたて糸が供給されるもの
,D03D  49/18,・・,たて糸張力指示装置（糸張力の測定一般Ｇ０１Ｌ５／０４）
,D03D  49/20,・・,巻き取り機構；クロスローラ（ビーム載架枠Ｄ０２Ｈ）
,D03D  49/22,・・,バックレスト；リーズロッド；ブレストビーム
,D03D  49/24,・,開口内にひをそう入する機構（ひそれ自体Ｄ０３Ｊ５／００）
,D03D  49/26,・・,投ひ機構，例．グリッパーシャットルまたはダミーシャットルを推進するもの
,D03D  49/28,・・・,ピッカーステッキ駆動機構
,D03D  49/30,・・・・,カムによって作動されるもの
,D03D  49/32,・・・・,負荷スプリングまたは類似物で作動されるもの
,D03D  49/34,・・・・,液圧または気圧によって作動されるもの
,D03D  49/36,・・・,ピッカ；その制止手段（チェックストラップＤ０３Ｄ４９／４０）
,D03D  49/38,・・・,ピッキングステッキ；その制止手段（チェックストラップＤ０３Ｄ４９／４０）
,D03D  49/40,・・・,チェックストラップ；ラグストラップ；類似のストラップ
,D03D  49/42,・・,ひを液圧または気圧で推進するもの
,D03D  49/44,・・,ひを電気的または磁気的手段で推進するもの
,D03D  49/46,・・,ひを積極的に押したり引張ったりするもの（移動波状開口織機Ｄ０３Ｄ４７／２６）
,D03D  49/48,・・,投ひのための位置決め
,D03D  49/50,・・,他に分類されない，よこ糸のそう入に関する装置または器具
,D03D  49/52,・,ひ箱（ひ箱交換Ｄ０３Ｄ４３／００）
,D03D  49/54,・・,制動手段；スエル
,D03D  49/56,・・・,ひ解放機構，すなわち投ひ前にスエル圧力を減少するもの
,D03D  49/58,・,シャットルガード
,D03D  49/60,・,スレーの構造または作動
,D03D  49/62,・・,スレーに取り付けたおさ
,D03D  49/64,・・,よこ入れ時にスレーを止めるか減速するもの
,D03D  49/66,・・,レース
,D03D  49/68,・,スレーに取付けてないおさとよこ打ちコーム（遊動おさ停止機構Ｄ０３Ｄ５１／４２）
,D03D  49/70,・,よこ糸切断装置（よこ糸自動補充装置のよこ糸の切断Ｄ０３Ｄ４５／５０；織物を縦に切る装置Ｄ０３Ｊ１／０８）
,D03D  51/00,,駆動，起動，または停止装置；自動停止機構
,D03D  51/02,・,駆動機構の装置一般
,D03D  51/04,・,手動制御
,D03D  51/06,・,停止に関して特別の手段を用いるもの
,D03D  51/08,・・,織成過程における定位置停止，または停止後にそのような位置に移すもの
,D03D  51/10,・・,急速停止
,D03D  51/12,・,速度調整のためのもの
,D03D  51/14,・,速度を一時的に減少するためのもの
,D03D  51/16,・,速度を周期的に変化させるためのもの
,D03D  51/18,・,自動停止機構
,D03D  51/20,・・,たて糸停止機構
,D03D  51/22,・・・,機械的なもの
,D03D  51/24,・・・・,ドロッパが個々のたて糸または小グループのたて糸群によってつるされているもの
,D03D  51/26,・・・・,ディテクタヘルド
,D03D  51/28,・・・,電気的なもの
,D03D  51/30,・・・・,ドロッパが個々のたて糸または小グループのたて糸群によってつるされているもの
,D03D  51/32,・・・・,ディテクタヘルド
,D03D  51/34,・・,よこ糸停止機構
,D03D  51/36,・・・,センタウェフトホーク
,D03D  51/38,・・・,サイドウェフトホーク
,D03D  51/40,・・,ひ停止機構
,D03D  51/42,・・・,遊動おさ機構
,D03D  51/44,・・,織機機構の不完全な作動に従って働くもの
,D03D  51/46,・・・,開口機構の不完全な作動によるもの
,D03J,,織成補助装置；織成用の工具；ひ
,D03J   1/00,,織機に付随している補助装置
,D03J   1/02,・,たて糸処理のためのもの，例．ちりよけ，給湿
,D03J   1/04,・,よこ糸処理のためのもの
,D03J   1/06,・,織物処理のためのもの（織機上でのパイル切断Ｄ０３Ｄ３９／２４）
,D03J   1/08,・・,織物をたてに切断するためのもの
,D03J   1/10,・,織工に模様を指示するためのもの
,D03J   1/12,・,織機とよこ管巻き装置間のよこ管の移送（よこ管巻きＢ６５Ｈ）
,D03J   1/13,・,たて糸の綾取りのためのもの（綾取り一般Ｄ０２Ｈ９／００）［２］
,D03J   1/14,・,ドロッパ，そうこう，おさへのたて糸引き込み装置
,D03J   1/16,・,たて糸継ぎ装置（ノッタＤ０３Ｊ３／００）
,D03J   1/18,・・,これから織られるたて糸とすでに織られたたて糸との接合，例．結び継ぎ
,D03J   1/20,・,織り上げ長さまたはよこ打ち込み数の測定
,D03J   1/22,・,テンプル
,D03J   1/24,・,織機の部品の検査のための鏡またはその他の装置
,D03J   3/00,,織成用の工具，例．ノッタ
,D03J   3/02,・,おさとそうこう保持具
,D03J   3/04,・,ひの糸通し具（ひの中の導糸装置Ｄ０３Ｊ５／２０）
,D03J   5/00,,ひ（縫い取り織機用ひＤ０３Ｄ３１／００；細幅織機用ひＤ０３Ｄ３５／００；環状織機用ひＤ０３Ｄ３７／００；耳用ひＤ０３Ｄ４７／４６）
,D03J   5/02,・,ひ体の構造
,D03J   5/04,・・,チップ
,D03J   5/06,・,ダミーシャットル；グリッパーシャットル
,D03J   5/08,・,よこ管の支持
,D03J   5/10,・・,トングまたはスピンドル
,D03J   5/12,・・・,移動可能のもの
,D03J   5/14,・・・,回動可能のもの
,D03J   5/16,・・,よこ管は持具，例．自動管替え織機用ひ
,D03J   5/18,・・,芯のないコップ用のもの，すなわちトングまたはよこ管は持具のないひ
,D03J   5/20,・,ひの中の導糸装置（ひに糸通しするためのひとは別体の用具Ｄ０３Ｊ３／０４）
,D03J   5/22,・・,自動糸通しのためのもの，すなわちひがよこ入れされたとき自動的に糸通しされるもの
,D03J   5/24,・,張力調整装置
,D04,,組みひも；レース編み；メリヤス編成；縁とり；不織布
,D04B,,メリヤス編成
,＜注＞,,（１）このサブクラスにおいては，機械，装置等を明示するグループは，これらの使用方法または使用に特徴のある方法，およびこのような方法によって製造される物を含む。
,,,（２）編成製品，すなわち編み地または製品は，編成によって得られる構造上の特徴を有するときのみ，このサブクラスに分類される。
,＜索引＞,,よこ編みおよびそのための機械
,,,一般工程または編成された製品　１／００
,,,手編み具または手編み装置；家庭用の編み装置または機械　３／００；５／００，７／０８
,,,平床式編み機
,,,独立可動針をもつもの；固定針をもつもの　７／００；１１／００
,,,円形編み機
,,,独立可動針をもつもの；固定ひげ針をもつもの　９／００；１３／００
,,,機械に付随した細部または補助装置　１５／００，３５／００
,,,たて編みまたはそのための機械
,,,一般工程および編成された製品　２１／００
,,,機械
,,,平床式；他の型式のもの　２３／００；２５／００
,,,この機械に付随した細部または補助装置　２７／００，３５／００
,,,編み機に使用される補助装置　３７／００
,,,クロッシェレースおよびその装置
,,,工程；器具または装置　３１／００；３３／００
