インデキシングフラグ,記号,ドット,タイトル
,E02D  25/00,,ケーソンまたは沈設された構造物の水中での結合
,E02D  27/00,,下部構造としての基礎
,E02D  27/01,・,浅い基礎
,E02D  27/02,・・,実質的に掘削しない浅い基礎（Ｅ０２Ｄ２７／０４，Ｅ０２Ｄ２７／０８が優先）
,E02D  27/04,・・,水中または流砂（クイックサンド）上におけるもの
,E02D  27/06,・・・,浮ケーソン基礎
,E02D  27/08,・・,浅い基礎の補強
,E02D  27/10,・,深い基礎
,E02D  27/12,・・,杭基礎
,E02D  27/14,・・・,群杭
,E02D  27/16,・・・,独立した杭で形成された基礎
,E02D  27/18,・・,ケーソンを使用して形成した基礎
,E02D  27/20,・・,杭基礎と組み合わされたケーソン基礎
,E02D  27/22,・・,保護壁の使用によって固定または浮遊している人工島から出発するケーソン基礎
,E02D  27/24,・,ダイビングベルを使用して構築された基礎（水中での居住または作業のための装置Ｂ６３Ｃ１１／００）
,E02D  27/26,・,基礎形成前の地盤の局部的な締め固め；砂利充てん物中への結合物質の注入による基礎構造物の建設（基礎地盤の圧密一般Ｅ０２Ｄ３／０２～Ｅ０２Ｄ３／１２）
,E02D  27/28,・,基礎形成時における地盤または基礎構造物の強化
,E02D  27/30,・,矢板壁，板壁または矢板箱の永久使用による基礎
,E02D  27/32,・,特別の目的のための基礎
,E02D  27/34,・・,地盤沈下または地震地帯に対するための基礎（耐震設備を有する建築構造物Ｅ０４Ｈ９／０２）
,E02D  27/35,・・,凍結地盤上に形成される基礎，例．永久凍土上のもの［３］
,E02D  27/36,・・,荒野または沼地における基礎
,E02D  27/38,・・,大型タンク，例．油タンク，の基礎
,E02D  27/40,・・,峽谷のダムまたはダム建造物の基礎
,E02D  27/42,・・,ポール，マストまたは煙突の基礎
,E02D  27/44,・・,機械，原動機または大砲の基礎（機械の支持に関する基礎の特殊なレイアウトＦ１６Ｍ９／００）
,E02D  27/46,・・,供給管路またはその他の水路のための基礎
,E02D  27/48,・・,現存する建築物または建造物の下部にそう入された基礎
,E02D  27/50,・・,定着された基礎
,E02D  27/52,・・,水中に沈められた基礎
,E02D  29/00,,地下または水中の構造物（地下タンクＢ６５Ｄ８８／７６；水工，例．止水または継手Ｅ０２Ｂ；地下駐車場Ｅ０４Ｈ６／００；地下防空壕Ｅ０４Ｈ９／１２；地下納骨堂Ｅ０４Ｈ１３／００）；擁壁［６］
,E02D  29/02,・,擁壁または保護壁（さん橋または岸壁Ｅ０２Ｂ３／０６）
,E02D  29/045,・,地下構造物，例．地上に建設されるかまたは設置線全体にわたって地表面をかき乱すことにより建設されるトンネルまたは坑道；それらを作製するための方法［６］
,E02D  29/05,・・,少なくとも断面の一部が掘削部分に建設されているかまたは地表面から建設されるもの，例．溝内に組立てられるもの［６］
,E02D  29/055,・・・,構造物の予め据え付けられた部分，例．天盤，の下に続く断面をさらに掘削することによるもの［６］
,E02D  29/063,・,水中に沈められるかまたは水中で建設されるトンネル（ケーソンの建設または設置一般Ｅ０２Ｄ２３／００；水中におけるケーソン相互の連結一般Ｅ０２Ｄ２５／００）［６］
,E02D  29/067,・・,フローティングトンネル；水中橋トンネル，すなわち，水底上に橋脚または類似のものにより支持されたトンネル（ポンツーンまたは浮き橋Ｅ０１Ｄ１５／１４）［６］
,E02D  29/07,・・,トンネルまたはそのための函体であって，予め全体としてまたは連続的に建設されてから水底上の場所へ，例．予め掘った溝へ，設置されるもの［６］
,E02D  29/073,・・,トンネルまたはそのための函体であって，個々に水底に，例．予め掘った溝へ，沈められるか置かれる部分から組み立てられたもの（水底面上に沈下されたケーソン型式の部分Ｅ０２Ｄ２９／０７７）［６］
,E02D  29/077,・・,設置線全体にわたってかき乱すことにより作られた水底面の下に少なくとも一部分が建設されるトンネル，例．カット・アンド・カバー法またはケーソン法［６］
,E02D  29/09,・,水中における建造物または建設の方法で他に分類されないもの［６］
,E02D  29/12,・,マンホールの立孔；その他の検査室または通路室；そのため付帯設備（地下タンク用のものＢ６５Ｄ９０／１０；下水道用のものＥ０３Ｆ５／０２）［６］
,E02D  29/14,・・,マンホールまたは類似物の蓋；蓋の枠［６］
,E02D  29/16,・,基礎構造物における継ぎ手の配置または構造（基礎構造物に限らない水密継ぎ手Ｅ０４Ｂ１／６８）
,E02D  31/00,,基礎または基礎構造物の保護設備；土または地下水に対する基礎の保護設備，例．油による汚染の防止または処理（タンクから漏れた油の散逸防止Ｂ６５Ｄ９０／２４）
,E02D  31/02,・,土中の湿気または地下水に対するもの
,E02D  31/04,・・,水圧下で使用される水密パッキング
,E02D  31/06,・,土壌または水による腐食に対するもの
,E02D  31/08,・,基礎地盤における振動または運動の伝達に対するもの
,E02D  31/10,・,土圧または水圧に対するもの
,E02D  31/12,・・,揚水圧に対するもの
,E02D  31/14,・・,地盤の凍上に対するもの［３］
,E02D  33/00,,基礎または基礎構造物の試験（試験方法または装置はクラスＧ０１の関連するサブクラス参照；機能に関する構造物または装置の試験一般Ｇ０１Ｍ；材料の化学的または物理的性質の検出による材料の調査または分析一般Ｇ０１Ｎ）
,E02D  35/00,,基礎構造物または基礎上に架設された構造物の直線修正，引き上げまたは引き下げ
,E02D  37/00,,損傷した基礎または基礎構造物の修復
,E02F,,掘削；土砂の移送（泥炭の採掘Ｅ２１Ｃ４９／００）
,＜注＞,,このサブクラスは以下のものを包含する：
,,,―主として土壌の掘削または掘りかえし，あるいはそれを移送するための設備；
,,,―土壌以外のものに同じような操作を施す設備およびそれをつみあげたり，おろしたりする同種の設備。
,＜索引＞,,施工法一般　１／００
,,,一般的用途のための手操作機械または装置　３／０２
,,,一般的用途のための動力駆動機械または装置，またはそれらの特別な細部　３／０４
,,,特殊目的のための機械またはそれらの特別な細部　５／００
,,,掘削物の移送または分離用設備　７／００
,,,一般の細部　９／００
,E02F   1/00,,掘削機または土砂移送機械による施工法一般（築堤方法Ｅ０２Ｄ１７／１８；採鉱方法Ｅ２１Ｃ）
,E02F   3/00,,掘削機；土砂移送機械（特殊目的用Ｅ０２Ｆ５／００；他の採鉱機械または装置Ｅ２１Ｃ；トンネル建設用Ｅ２１Ｄ）
,E02F   3/02,・,手操作によるもの
,E02F   3/04,・,動力駆動によるもの
,E02F   3/06,・・,掘削スクリューを有するもの
,E02F   3/08,・・,エンドレスチェーンについた掘削要素を有するもの（コンベアＢ６５Ｇ）
,E02F   3/10,・・・,材料をゆるめるだけの工具を有するもの
,E02F   3/12,・・・,構成部品
,E02F   3/14,・・・・,バケット；チェーン；バケットまたはチェーンのための案内具；チェーンの駆動体
,E02F   3/16,・・・・,安全または制御装置（安全装置一般Ｆ１６Ｐ；制御一般Ｇ０５）
,E02F   3/18,・・,軸の回りに回転する掘削車輪を有するもの
,E02F   3/20,・・・,材料をゆるめるだけの工具を有するもの
,E02F   3/22,・・・,構成部品
,E02F   3/24,・・・・,掘削車輪；車輪の掘削要素；車輪の駆動体
,E02F   3/26,・・・・,安全または制御装置（安全装置一般Ｆ１６Ｐ；制御一般Ｇ０５）
,E02F   3/28,・・,ディッパーアームまたはバケットアームに取り付けた堀削具，例．ディッパー，バケット，を有するもの［４］
,E02F   3/30,・・・,片持ちばりに枢着されたディッパーアームを有するもの
,E02F   3/32,・・・・,機械の下方および機械方向への動きで作業をなすもの，例．バックホー
,E02F   3/34,・・・,トラクターまたは自走機械の台枠に直接枢着されたバケットアームを有するもの［４］
,E02F   3/342,・・・・,オーバーヘッドであけられるバケットをもつもの（Ｅ０２Ｆ３／３４８～Ｅ０２Ｆ３／３５８が優先）［４］
,E02F   3/345,・・・・,側方にあけられるバケットをもつもの（Ｅ０２Ｆ３／３４８～Ｅ０２Ｆ３／３５８が優先）［４］
,E02F   3/348,・・・・,収集または運搬装置にあけられるバケットをもつもの［４］
,E02F   3/352,・・・・,固定された案内に沿って動くバケットをもつもの［４］
,E02F   3/355,・・・・,トラクターの後端に連結されたバケットをもつもの［４］
,E02F   3/358,・・・・,トラクターの台枠の一部をなす旋回台に枢着されたバケットアームをもつもの［４］
,E02F   3/36,・・・,構成部品
,E02F   3/38,・・・・,片持ちばり；ディッパーアーム；バケットアーム［４］
,E02F   3/39,・・・・・,伸縮アームを有するもの［４］
,E02F   3/40,・・・・,ディッパー：バケット［４］
,E02F   3/407,・・・・・,排出装置を有するもの［４］
,E02F   3/413,・・・・・,グラブ装置を有するもの（クレーン用のグラブ機器Ｂ６６Ｃ）［４］
,E02F   3/42,・・・・,ディッパー，バケット，ディッパーアームまたはバケットアームの駆動体［４］
,E02F   3/43,・・・・・,ディッパーまたはバケットの位置の制御；駆動操作順序の制御［４］
,E02F   3/46,・・,ケーブルまたは巻き上げロープによって往復運動する掘削またははぎとり要素を有するもの［４］
,E02F   3/47,・・・,グラブバケットを有するもの（クレーン用のグラブ機器Ｂ６６Ｃ）［４］
,E02F   3/48,・・・,ドラグライン
,E02F   3/50,・・・,堅固な案内軌条にそって動くバケットまたはその他の掘削要素を有するもの
,E02F   3/52,・・・,索道掘削機（ケーブルクレーンＢ６６Ｃ）
,E02F   3/54,・・・,ケーブルスクレーパ
,E02F   3/56,・・・・,手制御スクレーパまたはその他の掘削要素を有するもの
,E02F   3/58,・・・,構成部品
,E02F   3/60,・・・・,バケット；スクレーパまたはその他の掘削要素
,E02F   3/627,・・,トラクターまたは類似の自走機械にブームまたはアームを連結するようにした装置［４］
,E02F   3/633,・・・,そのための駆動体［４］
,E02F   3/64,・・,バケット車，すなわち．スクレーパーボールを有するもの［４］
,E02F   3/65,・・・,構成要素，例．駆動体，制御装置［４］
,E02F   3/76,・・,グレーダー，ブルドーザ，またはスクレーパー板またはプラウのような要素を有するその他の類似物（土壌作業Ａ０１Ｂ）；地ならし装置［４］
,E02F   3/78,・・・,回転する掘削要素を有するもの
,E02F   3/80,・・・,構成部品
,E02F   3/815,・・・・,ブレード：地ならし具［４］
,E02F   3/84,・・・・,そのための駆動体または制御装置
,E02F   3/85,・・・・・,水圧または空気圧方式の応用
,E02F   3/88,・・,吸い込みまたは押し上げ効果によって作動する装置を有するもの，例．サクション浚渫機（ポンプ一般Ｆ０４）
,E02F   3/90,・・・,構成部品，例．駆動体，制御装置
,E02F   3/92,・・・・,掘削要素，例．吸い込み口
,E02F   3/94,・・・・,しゅんせつ物からの岩石分離用装置
,E02F   3/96,・・,異なる掘削要素を交互に使用するための装置を有するもの
,E02F   5/00,,特殊目的用掘削機または特殊目的用土砂移送機械
,E02F   5/02,・,深溝または溝の掘削用（うね立て作業のための農業用プラウＡ０１Ｂ１３／０２）
,E02F   5/04,・・,掘削スクリューを有するもの
,E02F   5/06,・・,エンドレスチェーンに取り付けた掘削要素を有するもの
,E02F   5/08,・・,軸の回りに回転する掘削車輪を有するもの
,E02F   5/10,・・,溝を補強するための装置を有するもの；管路を作製または組み合わせるための装置または管路またはケーブルを敷設するための装置を有するもの（管の敷設それ自体Ｆ１６Ｌ１／００；管の現場での作製それ自体Ｆ１６Ｌ１／０３８；電気ケーブルの敷設それ自体Ｈ０２Ｇ１／０６）［６］
,E02F   5/12,・・,溝または穴の埋戻し用装置をもつもの（Ｅ０２Ｆ５／１０が優先）［３］
,E02F   5/14,・・,溝掘機用構成部品，例．指示装置
,E02F   5/16,・,土壌中へのその他の穴を掘削するための機械（地中削孔Ｅ２１）
,E02F   5/18,・・,横穴用
,E02F   5/20,・・,縦穴用
,E02F   5/22,・,築堤用；埋戻し用（溝掘り機と結合したものＥ０２Ｆ５／１２）
,E02F   5/24,・・,土手状に掘削物を積み上げるもの
,E02F   5/26,・・,コンベヤブリッジ掘削機が結合されたもの
,E02F   5/28,・,水路またはその他の水路工作物の清掃用
,E02F   5/30,・,補助装置，例．融解，破枠，爆破またはその他の土壌の前処理用
,E02F   5/32,・・,リッパー［４］
,E02F   7/00,,掘削物の移送または分離用装置（浮しゅんせつ機からの材料の搬出のために適用される土運船Ｂ６３Ｂ３５／２８）
,E02F   7/02,・,掘削機に取り付けた移送装置（コンベア一般Ｂ６５Ｇ）
,E02F   7/04,・,掘削機に取り付けた積み込み装置（積み込み装置一般Ｂ６５Ｇ）
,E02F   7/06,・,掘削機に取り付けた送り出しシュートまたはふるい分け装置（分離装置一般Ｂ０３；送り出しシュート一般Ｂ６５Ｇ）
,E02F   7/10,・,掘削物の移送用管路（管一般Ｆ１６Ｌ；配管方式Ｆ１７Ｄ）
,E02F   9/00,,グループＥ０２Ｆ３／００～Ｅ０２Ｆ７／００に属するものに限定されない掘削機または土砂移送機械の部品（電気ケーブルけん引敷設装置または取りはずし装置Ｂ６６Ｃ）［３］
,E02F   9/02,・,走行装置（原動機付車両用Ｂ６０Ｂ，Ｇ；機関車または鉄道車両用の下部構造物Ｂ６１Ｆ；軌道敷設車両用Ｂ６２Ｄ；クレーン用Ｂ６６Ｃ）
,E02F   9/04,・・,掘削機を徐々に前進させる歩行装置
,E02F   9/06,・,支持物としての浮下部構造物
,E02F   9/08,・,上部構造物；上部構造物のための支持物
,E02F   9/10,・・,走行または歩行装置にまたはその他の上部構造物上に取り付けた可動上部構造物のための支持物
,E02F   9/12,・・・,回転または旋回装置（ころまたは玉軸受けＦ１６Ｃ）
,E02F   9/14,・,ブーム；ケーブルサスペンジョン
,E02F   9/16,・,運転者のための運転室，作業床または類似のもの（クレーン用Ｂ６６Ｃ１３／５４）
,E02F   9/18,・,つりあいおもり
,E02F   9/20,・,駆動体；制御装置（伝動装置一般Ｆ１６Ｈ；制御一般Ｇ０５；多電動駆動体Ｈ０２Ｋ，Ｈ０２Ｐ）
,E02F   9/22,・・,水圧式または空気圧式駆動体
,E02F   9/24,・,安全装置
,E02F   9/26,・,指示装置
,E02F   9/28,・,掘削要素の金属細工物，例．歯
,E03,,上水；下水
,E03B,,取水，集水または配水の設備またはその方法（坑井の削孔，坑井からの流体の採取一般Ｅ２１Ｂ；管路系一般Ｆ１７Ｄ）
,＜索引＞,,レイアウト　１／００，５／００
,,,方法　１／００，３／００，９／００
,,,設備　３／００，５／００，９／００
,,,管系；水槽　７／００；１１／００
,E03B   1/00,,上水用設備の方法またはレイアウト（Ｅ０３Ｂ３／００，Ｅ０３Ｂ９／００が優先）［４］
,E03B   1/02,・,公共用または類似の主上水道用のもの
,E03B   1/04,・,家庭用または類似の部分上水道用のもの
,E03B   3/00,,飲料水またはタップウォータを取水または集水する方法または設備（水処理Ｃ０２Ｆ）［４］
,E03B   3/02,・,雨水からのもの
,E03B   3/03,・・,家庭用の雨水集水，貯水用特殊容器，例．天水おけ
,E03B   3/04,・,地表水からのもの
,E03B   3/06,・,地下水からのもの
,E03B   3/08,・・,井戸による取水および集水（水および他の流体との組み合わせに，または他の液体のみに応用し得るものＥ２１Ｂ４３／００）
,E03B   3/10,・・・,掘り井戸によるもの
,E03B   3/11,・・・・,管と組み合わせたもの，例．井戸の外側に穴があき，水平方向または上方に傾いて張り出している管
,E03B   3/12,・・・,縦の管井戸によるもの
,E03B   3/14,・・・,水平または傾斜井戸によるもの
,E03B   3/15,・・・,井戸を良好に保つ方法，例．清掃，修理，再建によるもの；井戸または滞水層の容量の維持または拡張（人工的に豊富にすることＥ０３Ｂ３／３２）
,E03B   3/16,・・・,井戸の構成部材
,E03B   3/18,・・・・,井戸ろ過器（ろ過器一般Ｂ０１Ｄ２４／００～Ｂ０１Ｄ３５／００）
,E03B   3/20,・・・・・,特殊な形状の要素のもの
,E03B   3/22,・・・・・・,特定材料の選択
,E03B   3/24,・・・・・,ばらばらの材料で形成されるもの，例．砂利
,E03B   3/26,・・・・・・,詰め込まれたろ過材料をもつもの
,E03B   3/28,・,湿った空気からのもの（蒸気の圧縮一般Ｂ０１Ｄ５／００；空気調節用の空気の脱湿Ｆ２４Ｆ３／１４）
,E03B   3/30,・,雪または氷からのもの［４］
,E03B   3/32,・,人工的に豊富にする手段に関するもの，例．池や川からの供給水によるもの
,E03B   3/34,・・,地下水についてのもの
,E03B   3/36,・・,地表水についてのもの
,E03B   3/38,・,源泉用の井げた
,E03B   3/40,・,集水用の他の装置，例．みぞ，排水管
,E03B   5/00,,ポンプ施設またはポンプ設備の使用；そのレイアウト（ポンプ，ポンプ施設またはポンプ設備それ自体Ｆ０４）
,E03B   5/02,・,建物に設備されたもの
,E03B   5/04,・,井戸に設備されたもの
,E03B   5/06,・・,特殊装置
,E03B   7/00,,主管，引き込み管系統（管一般Ｆ１６Ｌ）
,E03B   7/02,・,公共用または類似の主管系
,E03B   7/04,・,家庭用または類似の局部管系（家庭用配管工事Ｅ０３Ｃ１／０２）
,E03B   7/07,・,管系における装置の配列，例．管系におけるろ過器，流水制御器，測定装置，サイフォン，弁（装置それ自体はこれらの装置に関連するクラスを参照）
,E03B   7/08,・・,排水装置の配列（排水装置一般Ｆ１６Ｋ，Ｌ）
,E03B   7/09,・,構成部材または付属物（管清掃用具Ｂ０８Ｂ９／０２；家庭用水道管汚濁防止装置Ｅ０３Ｃ１／１０；管破裂時の損傷防止装置Ｆ１６Ｌ；管の加熱一般Ｆ１６Ｌ５３／００）
,E03B   7/10,・・,凍結による管の破裂防止装置（管の破裂防止装置一般Ｆ１６Ｌ５５／００）
,E03B   7/12,・・・,凍結を防ぐことによるもの
,E03B   7/14,・・,凍結した管を解氷するための装置
,E03B   9/00,,水を取り出すための方法または設備（家庭用水引き込み装置Ｅ０３Ｃ；栓または弁そのものＦ１６Ｋ）［４］
,E03B   9/02,・,給水栓；その弁装置：給水栓用鍵
,E03B   9/04,・・,給水栓柱
,E03B   9/06,・・・,覆い蓋
,E03B   9/08,・・,地下給水栓
,E03B   9/10,・・・,保護板または覆い蓋
,E03B   9/12,・・・,立ち上り管
,E03B   9/14,・・,給水栓用排水装置
,E03B   9/16,・・,不純物，例．砂，の保留装置
,E03B   9/18,・・,給水栓用清掃用具
,E03B   9/20,・・,飲料水を給水するための噴水塔またはその類似装置
,E03B  11/00,,上水用水槽の装置または応用（天水おけＥ０３Ｂ３／０３；貯蔵関係Ｂ６５Ｄ，Ｂ６５Ｇ，Ｆ１７Ｂ，Ｆ１７Ｃ；基礎Ｅ０２Ｄ２７／３８；土木工学技術を用いる大形貯蔵容器の建設または組立てＥ０４Ｈ７／００；塔関係Ｅ０４Ｈ１２／００）
,E03B  11/02,・,家庭用または類似の部分上水道用のもの
,E03B  11/04,・・,空気調整器をもたないもの
,E03B  11/06,・・,空気調整器をもつもの
,E03B  11/08,・・・,空気調整器
,E03B  11/10,・,公共用または類似の主上水道用のもの
,E03B  11/12,・・,高置水槽
,E03B  11/14,・・,地下水槽
,E03B  11/16,・・,ポンプ設備設置用装置の応用，例．自動制御装置
,E03C,,上水または排水用の家庭用配管設備（給水主管または排水管のどちらにも結合されないものＡ４７Ｋ；地下で使用されている種類の装置Ｅ０３Ｂ，Ｅ０３Ｆ）；流し
,E03C   1/00,,上水または排水用の家庭用配管設備；流し
,E03C   1/01,・,浴槽，シャワー，流し，洗面台，大便器，小便器，または類似のものの組み合わせ用
,E03C   1/02,・,上水用の配管設備
,E03C   1/04,・・,特に洗面器または浴槽に使用される水槽設備（弁，給水栓，混合弁，栓Ｆ１６Ｋ）
,E03C   1/042,・・・,壁に結合される洗面器，浴槽用栓装置
,E03C   1/044,・・・,給水管の加熱または冷却装置をもつもの（温水器，例．連続的に流れるものＦ２４Ｈ）
,E03C   1/046,・・・,給水管の中に石鹸，消毒剤またはその類似物を加えたもの（飲料水管の汚濁防止Ｅ０３Ｃ１／１０）
,E03C   1/048,・・・,水槽の回りまたは片側に沿って２つまたはそれ以上の入口を通る給水
,E03C   1/05,・・,水槽，浴槽，流しまたはその類似物に取り付けるための遠隔操作栓用の装置（栓の遠隔操作またはその類似物それ自体Ｆ１６Ｋ）
,E03C   1/06,・・,シャワ装置の給水管または給水ホースを支持またはつり下げる装置
,E03C   1/08,・・,射出調整器，例．飛まつ防止装置
,E03C   1/084,・・・,空気の混入手段をもつ射出調整器
,E03C   1/086,・・・,栓の出口に簡単にすえつけられる射出調整器または射出誘導器
,E03C   1/10,・・,飲料水管の汚濁防止装置，例．自動閉鎖しや水弁に空気混入する手段（真空解除装置一般Ｆ１６Ｋ，Ｆ１６Ｌ）
,E03C   1/12,・,排水用配管設備；それに結合される洗面器または噴水器（床の排水装置Ｅ０３Ｆ５／０４）；流し
,E03C   1/122,・・,建物の排水用管路系（管路系一般Ｆ１７Ｄ）
,E03C   1/126,・・,排水配管設備の消毒または臭気除去の装置
,E03C   1/14,・・,排水管に結合された洗面器
,E03C   1/16,・・,排水管に結合された洗面用噴水器
,E03C   1/18,・・,排水管に結合されるかまたは結合されない流し
,E03C   1/181,・・・,流しの飛まつ防止装置（射出調整器Ｅ０３Ｃ１／０８）
,E03C   1/182,・・・,排水管に結合されたもの
,E03C   1/184,・・・・,洗濯機，暖冷房装置の取り付けに使われるもの（取り付け用洗濯機Ｄ０６Ｆ７／００）
,E03C   1/186,・・・,流し用の仕切り壁，蓋，保護用境界またはそのようなもの
,E03C   1/20,・・,排水管に浴槽またはビデーを結合させたもの
,E03C   1/22,・・,水槽，浴槽または流しにすえ付けた流出装置（ストッパＡ４７Ｋ１／１４）
,E03C   1/23,・・・,機械的な閉鎖機構をもつもの
,E03C   1/232,・・・・,オーバフロー装置を併用するもの（水槽，浴槽用オーバフロー装置それ自体Ｅ０３Ｃ１／２４）
,E03C   1/24,・・,水槽，浴槽用オーバフロー装置（Ｅ０３Ｃ１／２３２が優先）
,E03C   1/242,・・・,自動的に作動する給排水弁
,E03C   1/244,・・・,流出口に設置された分離装置
,E03C   1/26,・・,目的物の補そく用差し込みまたは排水管もしくは流出口のための類似の装置（Ｅ０３Ｃ１／２８が優先）
,E03C   1/262,・・・,流出用ストッパを組み合わせたもの
,E03C   1/264,・・・,分離ふるいまたは類似の目的物捕そく用差し込み
,E03C   1/266,・・・,排水管または流出口における分解装置の配列；排水管または流出口での設置に特に適した分解装置
,E03C   1/28,・・,臭気止め
,E03C   1/282,・・・,特別の目的物捕そく用装置を組み合わせたもの
,E03C   1/284,・・・,Ｕ字形トラップをもつもの
,E03C   1/286,・・・・,排水の逆流に対して手動操作の弁をもつもの
,E03C   1/288,・・・・,排水の逆流に対して逆流防止弁をもつもの（Ｅ０３Ｃ１／２８６が優先）
,E03C   1/29,・・・,仕切り壁をもつハウジングをもつもの，例．管系組織
,E03C   1/292,・・・・,弾力のあるハウジングをもつもの
,E03C   1/294,・・・,水封の損失に対する設備をもつもの
,E03C   1/295,・・・・,空気供給弁を使用するもの
,E03C   1/296,・・・・,水供給弁を使用するもの
,E03C   1/298,・・・,逆流防止弁のみからなるもの
,E03C   1/30,・・,排水管または流しにおける妨害物の除去を促す装置
,E03C   1/302,・・・,管を通って動かされる装置を使用するもの
,E03C   1/304,・・・,圧力下の液体を使用するもの
,E03C   1/306,・・・・,主水管に結合された管によるもの
,E03C   1/308,・・・・,ポンプ装置によるもの
,E03C   1/32,・・,洗面器の保持具または支持具
,E03C   1/322,・・・,壁のみに結合されたもの
,E03C   1/324,・・・・,調整できるもの
,E03C   1/326,・・・,床の上に載置されるもの
,E03C   1/328,・・・・,調整できるもの
,E03C   1/33,・・・,流しまたは水槽を孔のある支持具に連結するもの
,E03D,,水洗便所または洗浄装置を備えた小便所；そのための洗浄弁
,＜索引＞,,水洗便所，洗浄装置
,,,一般的構成　１／００，３／００
,,,特殊構造　５／００，７／００
,,,付属品，構成部材　９／００，１１／００
,,,小便所　１３／００
,E03D   1/00,,シスタンをもった洗浄装置
,E03D   1/01,・,洗浄シスタンの形状または材料の選択
,E03D   1/012,・・,シスタンの形状の細部，例．壁の連結用，洗浄装置作動機の支持または連結用
,E03D   1/02,・,ハイタンク式洗浄方式
,E03D   1/04,・・,鐘状サイフォンをもったシスタン
,E03D   1/05,・・・,可動のサイフォン鐘状部材をもったもの
,E03D   1/06,・・,管状サイフォンをもったシスタン
,E03D   1/07,・・・,可動または変形可能なサイフォン管をもったもの
,E03D   1/08,・・・,空気圧または水圧によって起るサイフォン作用
,E03D   1/10,・・・,シスタンの水位の上昇によって起るサイフォン作用，例．置換部材によるもの
,E03D   1/12,・・・,空気の放出によって起るサイフォン作用
,E03D   1/14,・・,排水量が各種変えられるシスタン（２層式または多層式の洗浄シスタンＥ０３Ｄ１／２２；給水系統の圧力および各種排水量によって操作される洗浄装置Ｅ０３Ｄ３／１２）
,E03D   1/16,・・,間けつ的に流出するシスタン
,E03D   1/18,・・,非作用時にはからになっているシスタン
,E03D   1/20,・・,傾斜し得るようすえ付けられた容器をもつシスタン
,E03D   1/22,・・,２層式，多層式洗浄シスタン
,E03D   1/24,・,ロータンク式洗浄方式
,E03D   1/26,・・,便器の後方に広がった縁にすえ付けられた洗浄シスタンをもつ水洗便器（シスタンの形状または素材Ｅ０３Ｄ１／０１；水洗便器の構造上の特徴Ｅ０３Ｄ１１／０２～Ｅ０３Ｄ１１／１２）
,E03D   1/28,・・,洗浄シスタンをもった水洗便器部
,E03D   1/30,・,ハイタンク式シスタンまたはロータンク式シスタン用の弁；それらの配置（流入弁，弁一般Ｆ１６Ｋ）
,E03D   1/32,・・,流入弁の配置（消音装置Ｅ０３Ｄ９／１４）
,E03D   1/33,・・,浮子の使用または配置（作動浮子一般Ｆ１６Ｋ３３／００）
,E03D   1/34,・・,排出用洗浄弁；排出弁の配置
,E03D   1/35,・・・,浮力をもつ洗浄弁［２］
,E03D   1/36,・・,流入弁と排出弁の関連作用
,E03D   1/38,・,洗浄管の使用または装置（配管によるそう音吸収手段Ｆ１６Ｌ５５／００）
,E03D   3/00,,給水系の圧力によって作動する洗浄装置
,E03D   3/02,・,自動閉止式洗浄弁（自動閉止式弁一般Ｆ１６Ｋ２１／０４）
,E03D   3/04,・・,弁の閉止作動を緩和させるための圧力室とピストン弁をもつもの
,E03D   3/06,・・,弁の閉止作動を緩和させるための圧力室と膜板弁をもつもの
,E03D   3/08,・・,その他の遅延装置
,E03D   3/10,・,圧力により作動する貯留槽をもった洗浄装置，例．空気室
,E03D   3/12,・,排水量が各種変えられる洗浄装置（排水量が各種変えられる洗浄シスタンＥ０３Ｄ１／１４）
,E03D   5/00,,洗浄装置の特殊構造（自動車またはトレーラ用Ｂ６０Ｒ１５／００；鉄道車両用Ｂ６１Ｄ３５／００；船舶用Ｂ６３Ｂ２９／１４；航空機用Ｂ６４Ｄ１１／０２）
,E03D   5/01,・,洗浄ポンプの使用
,E03D   5/012,・,水洗便器の排出口に可動閉止具をもって連結されているもの（底または排出口と排出管との間に閉止具をもった水洗便器Ｅ０３Ｄ１１／１０）
,E03D   5/014,・・,液体と固体とを別々に除去する装置をもったもの
,E03D   5/016,・,水洗便器洗浄流体を再循環させるもの
,E03D   5/02,・,機械的または水力的な作動方法をとるもの（Ｅ０３Ｄ５／０１，Ｅ０３Ｄ５／１２が優先）
,E03D   5/04,・・,便座または便蓋で直接行なうもの
,E03D   5/06,・・,ドアにより直接行なうもの
,E03D   5/08,・・,足により直接行なうもの
,E03D   5/09,・・,手により直接行なうもの
,E03D   5/092,・・・,洗浄要素，例．レバーを通じて作動されるサイフォン用鐘状部材
,E03D   5/094,・・・,洗浄要素，例．ケーブル，チェーンまたはそれらに類似のものを通じて作動されるサイフォン用鐘状部材
,E03D   5/10,・,電気的な作動方法をとるもの（Ｅ０３Ｄ５／０１，Ｅ０３Ｄ５／１２が優先）
,E03D   5/12,・,間けつ的に排出されるもの（間けつ的に排出するハイタンク式シスタンＥ０３Ｄ１／１６）
,E03D   7/00,,車輪付き便所（洗浄装置をもたない車輪付き便所Ａ４７Ｋ１１／００；地上走行車の構造Ｂ６２）
