インデキシングフラグ,記号,ドット,タイトル
,B23B  31/02,・,チャック
,B23B  31/06,・・,工具または工作物の取り外しに関連して特徴のあるもの；そのための付属品
,B23B  31/07,・・・,取外し用くさび［５］
,B23B  31/08,・・,工具または工作物を弾性的に保持するもの
,B23B  31/10,・・,保持またはつかみ装置またはそれらの直接の操作手段に特徴があるもの
,＜注＞,,グループ３１／１２はグループ３１／１０３～３１／１１７に優先する。［５］
,B23B  31/103,・・・,枢軸部材による保持，掛け金，歯止め［５］
,B23B  31/107,・・・,横方向に作動する止め金による保持，例．ピン，ネジ，クサビ；自在に動く部材による保持，例．ボール［５］
,B23B  31/11,・・・,ねじ結合による保持［５］
,B23B  31/113,・・・,バヨネット結合による保持［５］
,B23B  31/117,・・・,摩擦のみによる結合，例．スプリング，弾性スリーブ，テーパーを用いるもの［５］
,B23B  31/12,・・・,個々に調整可能であるないにかかわらず，同時に働く複数のジヨーを備えたチヤック
,B23B  31/14,・・・・,遠心力の利用を含むもの
,B23B  31/16,・・・・,半径方向に動くもの
,B23B  31/163,・・・・・,１つ以上の螺旋状溝により作動されるもの［５］
,B23B  31/165,・・・・・,ねじとナット機構により作動されるもの［５］
,B23B  31/167,・・・・・,傾斜ラックにより作動されるもの［５］
,B23B  31/169,・・・・・,歯車装置により作動されるもの（Ｂ２３Ｂ３１／１６７が優先）［５］
,B23B  31/171,・・・・・,半径方向のカム面により作動されるもの［５］
,B23B  31/173,・・・・・,同軸円錐面により作動されるもの（Ｂ２３Ｂ３１／１７７が優先）［５］
,B23B  31/175,・・・・・,同軸制御棒によって動くレバーにより作動されるもの［５］
,B23B  31/177,・・・・・,同軸制御棒の傾斜面により作動されるもの（Ｂ２３Ｂ３１／１６７が優先）［５］
,B23B  31/18,・・・・,チャックの軸を含む面内で枢動可能なもの
,B23B  31/19,・・・・,チャックの軸に平行に動くもの
,B23B  31/20,・・・・,縦割れ溝付スリーブ，例．コレットチャック
,B23B  31/22,・・・・,球状のジョー
,B23B  31/24,・・,つかみ手段の遠隔制御に主として関連する構成を特徴とするもの
,B23B  31/26,・・・,加工主軸を通る機械的伝動手段を用いるもの
,B23B  31/28,・・・,チャック内で電気的または磁気的手段を用いるもの
,B23B  31/30,・・・,チャック内で流体圧力手段を用いるもの
,B23B  31/32,・・,ダイヤフラムに支えられたジョーをもつもの
,B23B  31/34,・・,工作物を逆転または傾動できる手段をもつもの
,B23B  31/36,・・,加工主軸に関してチャックを調節するための手段をもつもの
,B23B  31/38,・・,過負荷クラッチをもつもの
,B23B  31/39,・・,ジョー交換装置［５］
,B23B  31/40,・,エキスパンションマンドレル
,B23B  31/42,・・,つかみ手段の遠隔制御に主として関連する構成を特徴とするもの
,B23B  33/00,,駆動体；駆動センタ；ノーズクラッチ，例．回し金
,,,中ぐり；穴あけ［３］
,B23B  35/00,,中ぐりまたは穴あけ，または本質的に中ぐり盤またはボール盤の使用を必要とする加工のための方法；そのような方法と関連した補助装置の使用
,B23B  37/00,,超音波の周波数による振動を利用した中ぐり（研削工具または研磨媒体に振動を行なわせることによる材料の加工，例．起音波周波数による研削，Ｂ２４Ｂ１／０４）
,B23B  39/00,,一般目的の中ぐり盤またはボール盤，または中ぐりまたは穴あけ装置；中ぐり盤またはボール盤の組合せ
,B23B  39/02,・,中ぐり盤；横中ぐり盤およびフライス盤の組合せ
,B23B  39/04,・,位置ぎめできる中ぐり盤またはボール盤；前もってマーキングしないで穴を形成するための機械
,B23B  39/06,・・,工作物位置ぎめのための備品
,B23B  39/08,・・,プログラム制御のための装置
,B23B  39/10,・,駆動に特徴があるもの，例．流体圧駆動，空気力駆動
,B23B  39/12,・,ラジアルボール盤
,B23B  39/14,・,どのような位置へでもドリルヘッドまたは中ぐりヘッドを動かすことのできる特別な装置をもつもの，例．動かせない工作物に関して
,B23B  39/16,・,複数個の加工主軸をもったボール盤；穴あけ自動装置
,B23B  39/18,・・,真直の割出しラインに沿って工作物キャリヤまたは工具キャリヤを位置させるもの
,B23B  39/20,・・,円形の割出しラインに沿って工作物キャリヤまたは工具キャリヤを位置させるもの；タレットボール盤
,B23B  39/22,・・,対向するヘッドストックに加工主軸をもつもの
,B23B  39/24,・・,プログラム制御用に設計されたもの
,B23B  39/26,・,工具または工作物の加工位置が原型の不連続点をならうことによって制御されるもの（ならい装置Ｂ２３Ｑ３５／０２）
,B23B  39/28,・,特別な金属加工の成果を目的とした中ぐり盤またはボール盤の組合せ（もし特別な金属加工の成果を達成しないならばＢ２３Ｑ３９／００）
,B23B  41/00,,特定の加工のために特に適合させられた中ぐり盤またはボール盤，または中ぐりまたは穴あけ装置；そのための付属装置
,B23B  41/02,・,深穴を中ぐりするもの；芯残し中ぐり，例．銃またはライフルの砲身の
,B23B  41/04,・,多角形またはその他の非円形の穴を中ぐりするもの
,B23B  41/06,・,円錐穴を中ぐりするもの
,B23B  41/08,・,液体またはガスの圧力下にある管に穴を中ぐり，穴あけ，または切り開きするもの（枝管取りつけと関連した密閉のための構成または操作Ｆ１６Ｌ４１／０４）
,B23B  41/10,・,蒸気ボイラに穴を中ぐりするもの
,B23B  41/12,・,シリンダ，軸受，例．駆動ロッドの頭部における，またはその他のエンジン部品の作動面を形成するもの
,B23B  41/14,・,非常に小さい穴を中ぐりするもの
,B23B  41/16,・,高精度の面をもつ穴を中ぐりするもの
,B23B  43/00,,工作機械に，その作動部分と取りかえる取りかえないにかかわらず，取りつけ可能の中ぐりまたは穴あけ装置（もし特別な加工のために特に適合させられたものならばＢ２３Ｂ４１／００）
,B23B  43/02,・,施盤の心押台に取りつけ可能のもの
,B23B  45/00,,手持ちまたは同様な持ち運び可能なボール盤，例．ドリルガン；そのための備品（作動に特定の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体，Ｂ２５Ｆ５／００）［４］
,B23B  45/02,・,電気的な力によって駆動されるもの
,B23B  45/04,・,流体圧力または空気力によって駆動されるもの
,B23B  45/06,・,人力によって駆動されるもの
,B23B  45/08,・・,レールまたは型鋼に穴あけするもの
,B23B  45/10,・・,バイオリンの弓状のものまたはベルトを用いるもの
,B23B  45/12,・・,ラチエットブレースを用いるもの
,B23B  45/14,・,穴あけ装置を保持または案内するための，または工作物に取りつけるための手段（Ｂ２３Ｂ４１／０８が優先）；スラストスタンド
,B23B  45/16,・,衝撃動作の加わるもの（回転動作の加わる可搬型動力衝撃工具Ｂ２５Ｄ１６／００）［３］
,,,中ぐり盤またはボール盤用構成部分または付属装置
,B23B  47/00,,中ぐり盤またはボール盤のために特に設計された，構造に特徴がある構成部分；そのための付属装置（加工主軸，そのための軸受スリーブＢ２３Ｂ１９／０２；一般工作機械用Ｂ２３Ｑ）
,B23B  47/02,・,伝動装置；歯車装置（Ｂ２３Ｂ３９／１０が優先）
,B23B  47/04,・・,加工主軸を回転させるためのもの
,B23B  47/06,・・・,電気的手段によって駆動されるもの
,B23B  47/08,・・・,流体圧力または空気力によって駆動されるもの
,B23B  47/10,・・・・,タービンまたは他の回転部材を備えたもの
,B23B  47/12,・・・・,往復ピストンを備えたもの
,B23B  47/14,・・・,変速歯車装置；逆転歯車装置
,B23B  47/16,・・・,ベルトまたはチエン伝動装置
,B23B  47/18,・・,工具または工作物を送りまたは引戻すためのもの
,B23B  47/20,・・・,電気的な力によって作動されるもの
,B23B  47/22,・・・,流体圧力または空気力によって作動されるもの
,B23B  47/24,・・・,中ぐりまたは穴あけ工具の破損または過負荷による送り中断調整装置
,B23B  47/26,・,上昇または下降可能のドリルヘッドまたはヘッドストック；そのための釣合装置
,B23B  47/28,・,工作物用ドリル治具（ドリルの調整または案内のための装置Ｂ２３Ｂ４９／００）
,B23B  47/30,・,主加工主軸に取りつけ可能の１個以上の加工主軸をもった付加的歯車装置およびそのような付加的歯車装置の取りつけ
,B23B  47/32,・,穴が貫通したときのドリルの突出またはドリルの破損を防止するための装置
,B23B  47/34,・,作成された穴から切屑を取り除くための装置；工具に取りつけられた切屑破砕装置
,B23B  49/00,,中ぐり盤用の，ドリルを位置ぎめまたは案内するための測定または寸法とり用装置；中ぐり中のドリルの破損を指示する装置；中ぐりされる穴のための芯立て装置（刻印装置Ｂ２５Ｈ７／００；測定装置，ゲージＧ０１Ｂ）
,B23B  49/02,・,中ぐり型板またはブシユ
,B23B  49/04,・,工作物にセンタ穴を中ぐりまたは穴あけする装置
,B23B  49/06,・,ブレーキバンドまたはブレーキライニングに穴を穴あけする装置
,B23B  51/00,,ボール盤用工具
,B23B  51/02,・,ツイストドリル
,B23B  51/04,・,心残し削り用
,B23B  51/05,・・,シートから円板を切断するもの［４］
,B23B  51/06,・,潤滑または冷却手段をもったドリル
,B23B  51/08,・,付加的加工を行なうための工具部分または工具と結合したドリル
,B23B  51/10,・,さら穴加工用ビット
,B23B  51/12,・,ドリルまたはチャック用アダプタ；テーパスリーブ
,B23B  51/14,・・,破損ドリル用アダプタ
,B23C,,フライス削り（ブローチ加工Ｂ２３Ｄ；歯車製造におけるブローチミーリングＢ２３Ｆ；倣いまたは制御装置Ｂ２３Ｑ）
,＜索引＞,,汎用フライス盤　１／００
,,,特殊工作物のフライス削り　３／００
,,,構成部品，付属品　５／００，９／００
,,,他機種の工作機械の付属品としての装置　７／００
,B23C   1/00,,特定の工作物または特殊加工用に設計されていないフライス盤
,B23C   1/02,・,単一の水平加工主軸をもつもの
,B23C   1/025,・・,固定した位置に加工主軸をもつもの［２］
,B23C   1/027,・・,垂直方向に移動可能な加工主軸をもつもの［２］
,B23C   1/04,・,複数の水平加工主軸をもつもの
,B23C   1/06,・,単一の垂直加工主軸をもつもの
,B23C   1/08,・,複数の垂直加工主軸をもつもの
,B23C   1/10,・,水平並びに垂直加工主軸をもつもの
,B23C   1/12,・,傾度，例．水平または垂直のいずれにも，調整のできる主軸をもつもの
,B23C   1/14,・,回転式の工作物支持テーブルをもつもの（工作機械用のワークテーブル一般Ｂ２３Ｑ１／００）
,B23C   1/16,・,倣い装置によって制御するために特に考慮されたもの
,B23C   1/18,・・,工作物を回転させながらフライス削りを行なうためのもの
,B23C   1/20,・,可搬式装置または可搬式機械（作動に特別の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体，Ｂ２５Ｆ５／００）；手動装置または手動機械［４］
,B23C   3/00,,特定の工作物のフライス削り；特殊フライス加工法；そのための装置（歯車の歯のフライス削りＢ２３Ｆ；ねじのフライス削りＢ２３Ｇ１／３２）［２］
,B23C   3/02,・,回転面のフライス削り（Ｂ２３Ｃ３／０６，Ｂ２３Ｃ３／０８が優先）
,B23C   3/04,・・,工作物を回転させながらのフライス削り
,B23C   3/05,・・,弁または弁座の仕上げ［２］
,B23C   3/06,・,クランクシヤフトのフライス削り
,B23C   3/08,・,カム，カムシヤフト，または類似物のフライス削り
,B23C   3/10,・,フライス削りによる二番取り（二番取り旋盤または旋削装置Ｂ２３Ｂ５／４２）
,B23C   3/12,・,トリミングまたは面取り，例．溶接隅部のバリ取り
,B23C   3/13,・,板，シートまたは帯材の表面フライス削り［２］
,B23C   3/14,・,鋼塊または類似した工作物の清浄または皮むき
,B23C   3/16,・,２方向に曲っている表面の加工
,B23C   3/18,・・,推進器，タービン翼，羽根車の翼の形削り
,B23C   3/20,・・,ダイスの形削り
,B23C   3/22,・,重なり接合部の形成，例．ピストンリングの接合端の形成
,B23C   3/24,・,工作物上への４角または多角形の端部の作成，例．工具上へのキースタッドの作成
,B23C   3/26,・,工作物中への４角または多角形の孔の作成，例．工具中へのキー孔の作成
,B23C   3/28,・,工作物への溝切り加工
,B23C   3/30,・・,直線溝のフライス削り，例．キー溝
,B23C   3/32,・・,ら旋溝のフライス削り，例．ねじれ錐の製造におけるもの
,B23C   3/34,・・,他の形状をした溝のフライス削り，例．円周溝
,B23C   3/35,・・,鍵溝のフライス削り
,B23C   3/36,・,フライス作成のためのフライス削り（Ｂ２３Ｃ３／２８が優先）
,B23C   5/00,,フライス（歯切り用Ｂ２３Ｆ２１／１２）
,B23C   5/02,・,フライスの形状に特徴があるもの
,B23C   5/04,・・,平フライス，すなわち十分な長さの円筒状またはテェーパー状の切刃面をもつもの（Ｂ２３Ｃ５／１０が優先）
,B23C   5/06,・・,正面フライス，すなわち十分に平坦な切刃面のみまたは主としてもつもの
,B23C   5/08,・・,円板形のフライス
,B23C   5/10,・・,柄付形のフライス，すなわち一体となった軸をもつもの
,B23C   5/12,・・,特殊な形状を作成するために特に考慮されたフライス（Ｂ２３Ｃ５／１０が優先）
,B23C   5/14,・・・,本質的に曲線から成るフライス
,B23C   5/16,・,形状よりも物理的性質に特徴のあるもの
,B23C   5/18,・・,取外しできない切刃または切歯をもつもの
,B23C   5/20,・・,取外しのできる切刃または切歯をもつもの
,B23C   5/22,・・・,切刃または切歯の位置の固定
,B23C   5/24,・・・・,調整自在なもの
,B23C   5/26,・,駆動主軸へのフライスの取付け
,B23C   5/28,・,潤滑または冷却に関して特徴のあるもの
,B23C   7/00,,他機種の工作機械の加工部を改造するかまたはすることなくその工作機械に取り付けることのできるフライス装置
,B23C   7/02,・,旋盤に取付けるフライス装置
,B23C   7/04,・,平削り盤または立削り盤に取り付けるフライス装置
,B23C   9/00,,フライス盤またはフライスに特に適応する部分品または付属品（動力伝達装置，制御装置，または付属品一般Ｂ２３Ｑ）
,B23D,,平削り；みぞ削り；せん断；ブローチ加工；のこ引き；やすり掛け；キサゲ加工；他に分類されない，切粉を出す金属加工のための類似の作業（歯車加工Ｂ２３Ｆ；金属の加熱溶断は一部Ｂ２３Ｋ；倣い制御に関するものＢ２３Ｑ）
,＜注＞,,このサブクラスは紙と類似の方法で加工可能な金属箔を除く金属板または他の棒状材料をせん断する機械を分類し，金属箔のせん断はクラスＢ２６に包含する。［２］
,＜索引＞,,平削り；たて削り
,,,機械の加工方法　１／００，３／００，５／００
,,,部品の構造に特徴のある機械装置　７／００
,,,手動装置；携帯用装置　９／００
,,,他機種の工作機械の付属品としての装置　１１／００
,,,工具，工具ホルダ　１３／００
,,,せん断
,,,機械装置の加工方法　１５／００，１７／００，１９／００，２７／００，３１／００
,,,手持ち装置　２１／０６，２７／０２，２９／００
,,,工具，ホルダ，チャック　３５／００
,,,付属品　３３／００
,,,特殊加工用機械　２１／００，２３／００，２５／００
,,,制御装置　３６／００
,,,ブローチ加工；リーマ加工
,,,機械装置の加工方法　３７／００
,,,部品の構造に特徴のある機械装置　４１／００
,,,工具　４３／００，７７／００
,,,付属品　３９／００
,,,穴のリーマ加工用機械装置　７５／００
,,,鋸引き
,,,機械装置の加工方法
,,,円形鋸歯を用いるもの　４５／００，４７／００
,,,直線状鋸歯を用いるもの　４９／００，５１／００
,,,帯鋸歯を用いるもの　５３／００，５５／００
,,,その他の加工方法　５７／００
,,,部品の構造に特徴のある機械装置　４７／００，５１／００，５５／００
,,,工具とその付属品；その仕上げ；その製作　５１／００，６１／００；６３／００；６５／００
,,,付属品　５９／００
,,,制御装置　３６／００
,,,仕上げやすり掛け；荒やすり掛け
,,,機械装置の加工方法　６７／００
,,,部品の構造に特徴のある機械装置　６９／００
,,,工具；その製作　７１／００；７３／００
,,,その他の方法，機械または器具；組合せ　７９／００；８１／００
,,,平削り，みぞ削り
,B23D   1/00,,平削りまたはみぞ削り盤のうち切削工具と被加工物の相対運動が水平直線上でのみ行われるもの
,B23D   1/02,・,被加工物保持台の移動によるもの
,B23D   1/04,・・,刃物台がベッドの片側にのみあるもの
,B23D   1/06,・・,刃物台がベッドの両側にあるもの
,B23D   1/08,・,刃物台の移動によるもの
,B23D   1/10,・・,刃物台の案内を垂直方向に調節する手段をもつもの
,B23D   1/12,・・・,刃物台がベットの片側のみにあるもの
,B23D   1/14,・・・,刃物台がベッドの両側にあるもの
,B23D   1/16,・・,刃物台の案内を垂直方向に調節する手段がないもの
,B23D   1/18,・,往復動共に切込むもの
,B23D   1/20,・,刃物台や被加工物保持台が他の方向や他の角度に加工するために特別にすえ付けられたり案内されているもの
,B23D   1/22,・・,インゴットやその類似物の平削り用のもの（フライス削りによるインゴットの清浄または皮むきＢ２３Ｃ３／１４）
,B23D   1/24,・・,内面の平削り用のもの，例．鋳型の内面用のもの
,B23D   1/26,・・,縁部や稜部の平削りまたはみぞを切削するもの（らせんみぞの切削Ｂ２３Ｄ５／０２）
,B23D   1/28,・・,切削工具と被加工物が直線以外に送られるもの，例．輪郭削り用のもの
,B23D   1/30,・・・,送り方向が倣い装置で制御されるもの，例．型によるもの（倣い装置Ｂ２３Ｑ３５／００）
,B23D   3/00,,平削りまたはみぞ削り盤のうち切削工具と被加工物の相対運動が垂直直線または傾斜直線上で行われるもの
,B23D   3/02,・,みぞ削り用のもの（らせんみぞの切削Ｂ２３Ｄ５／０２）
,B23D   3/04,・,切削工具か被加工物が直線以外に送られるもの
,B23D   3/06,・・,送り方向が倣い装置で制御されるもの，例．型によるもの（倣い装置Ｂ２３Ｑ３５／００）
,B23D   5/00,,平削りまたはみぞ削り盤のうち切削工具と被加工物の相対運動が直線運動以外で行われるもの
,B23D   5/02,・,回転運動と直線運動のみによるもの，例．らせんみぞの切削用のもの
,B23D   5/04,・,倣い装置で制御されるもの，例．形によるもの（倣い装置Ｂ２３Ｑ３５／００）
,B23D   7/00,,平削りまたはみぞ削り盤のうち部品の構造にのみ特徴のあるもの（部品の構造それ自体Ｂ２３Ｑ）
,B23D   7/02,・,骨組構造；工作物ベッド
,B23D   7/04,・,柱；横はり
,B23D   7/06,・,工具保持装置
,B23D   7/08,・,工作物台
,B23D   7/10,・,往復動部品の駆動装置
,B23D   7/12,・,衝撃吸収またはエネルギ再生装置
,B23D   9/00,,手動平削り装置；携帯用平削り装置（作動に特別の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体Ｂ２５Ｆ５／００）［４］
,B23D  11/00,,平削りまたはみぞ削り装置のうち，その工作機械の部品と交替に取付けるか否かは問わないが，工作機械に取付けできるもの
,B23D  13/00,,切削工具または工具ホルダのうち特に平削りまたはみぞ削り用のもの（旋盤にも適用できるものＢ２３Ｂ２７／００，Ｂ２３Ｂ２９／００；歯車切削用のものＢ２３Ｆ２１／０４）
,B23D  13/02,・,一点支持ホルダ
,B23D  13/04,・,組工具用ホルダ
,B23D  13/06,・,工具上下用装置
,,,せん断；類似の切断
,B23D  15/00,,せん断機またはその装置のうち切断刃が互に平行に移動するもの
,B23D  15/02,・,上下刃共に移動するもの
,B23D  15/04,・,片刃のみ移動するもの
,B23D  15/06,・,板状体せん断
,B23D  15/08,・・,刃物が一平面内，例．板状体の表面に直角な面内，で移動するもの
,B23D  15/10,・・,刃物が曲面内で移動するもの，例．断面が曲面の端部を形成するもの
,B23D  15/12,・,駆動装置またはその歯車機構に特徴があるもの
,B23D  15/14,・・,液体圧や気体圧により駆動されるもの
,B23D  17/00,,せん断機またはその装置のうち切断刃が一軸を中心に揺動するもの（刃物に平行な軸を中心にするものＢ２３Ｄ１５／１０；手持ちの装置Ｂ２３Ｄ２９／００）
,B23D  17/02,・,駆動装置またはその歯車機構に特徴があるもの
,B23D  17/04,・・,回転軸により駆動されるもの
,B23D  17/06,・・,液体圧や気体圧により駆動されるもの
,B23D  17/08,・・,手動または足動によるレバー機構により駆動されるもの
,B23D  19/00,,せん断機またはその装置のうち切断刃が回転円盤のもの（摩擦鋸引き円盤によるものＢ２３Ｄ４５／００）
,B23D  19/02,・,固定切断刃と回転切断円盤をもつもの
,B23D  19/04,・,共動する一対の回転切断円盤をもつもの
,B23D  19/06,・・,間隔を置いて並んだ複数対の切断円盤が同時に切断するもの，例．帯状体の縁切りまたは製造用のもの
,B23D  19/08,・,特殊目的のもの，例．曲線切り用のもの，縁取り用のもの
,B23D  21/00,,管体切断用せん断製置（さらに，深しぼり用のものＢ２１Ｄ２４／１６；鋸引きによるものは鋸盤や鋸装置の関連グループを参照）
,B23D  21/02,・,管の中心軸に対し直角以外の面を得るもの，例．斜め継ぎ切断用，自転車フレームの製造用
,B23D  21/04,・,回転工具保持具をもつ管体切断機
,B23D  21/06,・,手動管体切断器
,B23D  21/08,・・,切断輪をもつもの
,B23D  21/10,・・,回転刃以外の切断刃や工具をもつもの
,B23D  21/12,・・・,工具を衝撃する装備を有するもの
,B23D  21/14,・,管内面の切断
,B23D  23/00,,成形された素材のせん断装置（手持ちの装置Ｂ２３Ｄ２９／００）
,B23D  23/02,・,素材の軸に直角以外の面で切断するもの
,B23D  23/04,・,両側に配置され，素材にねじり応力を起こさせる保持ダイスを備えたもの
,B23D  25/00,,せん断装置のうち素材が切断方向以外の方向に送られるもの（せん断機のうち素材が切断方向以外の方向に送られるものに特に適した制御装置Ｂ２３Ｄ３６／００；柔軟な素材を送る時のたわみの制御Ｂ２１Ｃ４７／１０）［２］
,B23D  25/02,・,フライングせん断機（Ｂ２３Ｄ２５／１２が優先；切断用のフライングせん断一般Ｂ２６Ｄ１／５６）
,B23D  25/04,・・,切断部が被加工物に追従して移動するもの（Ｂ２３Ｄ２５／０６が優先）
,B23D  25/06,・・,揺動する腕に切断部が取付けてあるもの
,B23D  25/08,・・,二枚の共動する切断刃が独立して取付けられたもの
,B23D  25/10,・・・,互に平行動しレバー機構に取付けられた二本の共動するけたがあるもの
,B23D  25/12,・,せん断機のうち切断刃が共動する回転胴に取付けられたもの
,B23D  25/14,・,切断された材料の正確な寸法にこだわらないもの，例．鉄屑の切断用
,B23D  27/00,,ニブリング運動する切断装置
,B23D  27/02,・,手持装置（作動に特別の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体Ｂ２５Ｆ５／００）［４］
,B23D  27/04,・・,電力で駆動されるもの
,B23D  27/06,・・,液体圧や気体圧により駆動されるもの
,B23D  29/00,,手持金属せん断または切断装置（ニブリング運動によるものＢ２３Ｄ２７／０２；せん断以外の手動金属切断装置Ｂ２６Ｂ）
,B23D  29/02,・,手動金属せん断装置
,B23D  31/00,,せん断機またはその装置のうちＢ２３Ｄ１５／００～Ｂ２３Ｄ２９／００に含まれないものと２つ以上のグループにまたがるもの；複合せん断機
,B23D  31/02,・,移送中の素材に複数種類の切断を施すもの，例．たて割りと切断を同時に行うもの
,B23D  31/04,・,素材の縁切りと屑のひき切り装置を組合わせたもの
,B23D  33/00,,せん断機またはその装置用の付属品（剪断機への素材の供給排除Ｂ２１Ｄ４３／００）
,B23D  33/02,・,被加工物を加工中に保持し，案内し，または送るためのもの
,B23D  33/04,・・,円形に切断するためのもの
,B23D  33/06,・・,送り方向が倣い装置で制御されるもの，例．型によるもの（倣い装置Ｂ２３Ｑ３５／００）
,B23D  33/08,・,押えパッド；刃受け板；押付け装置
,B23D  33/10,・,被加工物位置決め用停止装置
,B23D  33/12,・,切断個所指示装置
,B23D  35/00,,せん断機またはその装置用の工具；せん断刃のホルダやチャック
,,,＜見出し終了＞
,B23D  36/00,,せん断機または類似の切断機，または鋸盤のうち素材が切断方向以外の方向に送られるものに特に適した制御装置［２］
,,,ブローチ加工
,B23D  37/00,,ブローチ盤またはその装置
,B23D  37/02,・,ブローチ盤のうち作業工具が水平方向に配置されたもの
,B23D  37/04,・・,内面ブローチ加工用
,B23D  37/06,・・,外面ブローチ加工用
,B23D  37/08,・,ブローチ盤のうち作業工具が垂直方向に配置されたもの
,B23D  37/10,・・,内面ブローチ加工用
,B23D  37/12,・・,外面ブローチ加工用
,B23D  37/14,・,ブローチ盤のうち作業工具が回転するように配置されたもの
,B23D  37/16,・・,らせんみぞのブローチ加工用
,B23D  37/18,・,ブローチ盤のうち作業工具が無端のチェーンやベルトに取付けられたもの
,B23D  37/20,・,ブローチ盤のうち対向方向に作業するもの
,B23D  37/22,・,特殊加工用（Ｂ２３Ｄ３７／１４が優先）
,B23D  39/00,,ブローチ盤またはその装置用の付属品
,B23D  41/00,,ブローチ盤またはその装置のうち部品の構造にのみ特徴のあるもの（これらの部品の構造それ自体Ｂ２３Ｑ）
,B23D  41/02,・,外枠；被加工物支持
,B23D  41/04,・,工具保持機構
,B23D  41/06,・,被加工物の供給，クランプ，取外し
,B23D  41/08,・,駆動装置；制御装置
,B23D  43/00,,ブローチ工具（歯車切削用Ｂ２３Ｆ２１／２６）
,B23D  43/02,・,直線運動によるもの（Ｂ２３Ｄ４３／０８が優先）
,B23D  43/04,・・,差込み式の切刃をもつもの
,B23D  43/06,・,回転運動によるもの
,B23D  43/08,・,無端チェインやベルトに取りつけられたもの
,,,鋸引き
,B23D  45/00,,鋸盤またはその装置のうち円形鋸歯か摩擦鋸引き円盤をもつもの（回転円盤によるせん断Ｂ２３Ｄ１９／００～Ｂ２３Ｄ２５／００）
,B23D  45/02,・,円形鋸歯あるいは素材が可動台に装着されたもの
,B23D  45/04,・,円形鋸歯あるいは素材が一点支持レバーで揺動されるもの
,B23D  45/06,・,円形鋸歯が固定テーブルの下に配置されたもの
,B23D  45/08,・,環状鋸歯で内側に切刃のあるもの
,B23D  45/10,・,複数枚の円形鋸歯によるもの
,B23D  45/12,・,円形鋸歯によるもので管体を切るもの
,B23D  45/14,・,素材の軸線に対し直角以外の面で切るもの，例．継ぎ合わせ切断用のもの
,B23D  45/16,・,手持ち鋸引き装置で円形鋸歯をもつもの
,B23D  45/18,・,円形鋸盤のうち素材が切断方向以外の方向に移送されるもの（上記機械の制御Ｂ２３Ｄ３６／００）［２］
,B23D  45/20,・・,フライング鋸盤，鋸歯保持具が往復運動して素材の切断中一緒に移動するもの
,B23D  45/22,・・,フライング鋸盤のうち鋸歯保持具がレバーに支持されて円運動をするもの
,B23D  45/24,・・,フライング鋸盤のうち鋸歯保持具がレバーに支持されて往復円弧運動をするもの
,B23D  45/26,・,高速回転円盤によるもの，摩擦熱で素材を溶融させて切断するもの（切断用研削機Ｂ２４Ｂ２７／０６）
,B23D  47/00,,特別の部品の構造にのみ特徴を有する円形鋸歯をもつ鋸盤またはその装置（これらの部品の構造上の特徴それ自体Ｂ２３Ｑ；作動に特別の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体Ｂ２５Ｆ５／００）［４］
,B23D  47/02,・,外枠；工作物テーブルや鋸歯保持具の案内機構
,B23D  47/04,・,被加工物の送り，位置決め，クランプ，回転装置
,B23D  47/06,・・,素材の長さが不特定のもの
,B23D  47/08,・,円形鋸歯を被加工物に対し接離させる装置
,B23D  47/10,・・,液体圧や気体圧により駆動されるもの
,B23D  47/12,・,円形鋸歯の駆動装置
,B23D  49/00,,鋸盤またはその装置のうち往復動鋸歯をもつもの，例．弓鋸
,B23D  49/02,・,直線鋸歯をもつ弓鋸盤のうち直線的に案内される鋸枠を備えたもの，例．枠が案内面に沿って段階的に送られるもの
,B23D  49/04,・,直線鋸歯をもつ弓鋸盤のうち一点支持された枠を備えたもの
,B23D  49/06,・,直線鋸歯をもつ弓鋸盤のうち特殊用途のもの
,B23D  49/08,・,パッド鋸盤，すなわち鋸歯が一端のみで支持されているもの
,B23D  49/10,・,手持ちと手動鋸引き装置のうち直線鋸歯をもつもの
,B23D  49/11,・・,特殊目的用，例．オフセット歯の手鋸［５］
,B23D  49/12,・・,弓鋸（Ｂ２３Ｄ４９／１１，Ｂ２３Ｄ４９／１６が優先；弓の長さや高さが調節できるものＢ２３Ｄ５１／１２）［５］
,B23D  49/14,・・,パッド鋸（Ｂ２３Ｄ４９／１１，Ｂ２３Ｄ４９／１６が優先）［５］
,B23D  49/16,・・,電力や磁力や原動力により駆動されるもの（Ｂ２３Ｄ４９／１１が優先）［５］
,B23D  51/00,,特別の部品の構造にのみ特徴を有する往復動鋸歯をもつ鋸盤またはその装置（これらの部品の構造上の特徴それ自体Ｂ２３Ｑ；作動に特別の関連をもたない可搬型動力駆動工具の細部または要素，例．ケーシング，本体Ｂ２５Ｆ５／００）；このサブクラスに包まれ，両端が保持具に取り付けられる工具の保持または接続手段［４］
,B23D  51/01,・,ハンドルに特徴を有するもの［５］
