インデキシングフラグ,記号,ドット,タイトル
,F02D  41/28,・・・,インターフェイス回路［４］
,F02D  41/30,・,燃料の噴射を制御するもの［４］
,F02D  41/32,・・,低圧型のもの［４］
,F02D  41/34,・・・,噴射時期または噴射時間を制御する手段をもつもの（点火の時期Ｆ０２Ｐ５／００）［４］
,F02D  41/36,・・・,配電を制御する手段をもつもの（点火用配電器の配置Ｆ０２Ｐ７／００）［４］
,F02D  41/38,・・,高圧型のもの［４］
,F02D  41/40,・・・,噴射時期または噴射時間を制御する手段をもつもの［４］
,F02D  43/00,,２つ以上の機能，例．点火，燃料―空気の混合，再循環，過給，排気ガス処理，の結合した電気的制御（排気ガス処理装置の電気的制御それ自体Ｆ０１Ｎ９／００）［４］
,F02D  43/02,・,アナログ手段のみを用いるもの［４］
,F02D  43/04,・,ディジタル手段のみを用いるもの［４］
,F02D  45/00,,グループＦ０２Ｄ４１／００～Ｆ０２Ｄ４３／００に分類されない電気的制御（排気ガス処理装置の電気的制御Ｆ０１Ｎ９／００；点火，潤滑，冷却，始動，吸気加熱の機能のうちの一つの電気的制御はそのような機能の関連するサブクラスを参照）［４］
,F02F,,燃焼機関のシリンダ，ピストンまたはケーシング；燃焼機関の密封装置の構成（特に回転ピストンまたは揺動ピストン内燃機関に応用したものＦ０２Ｂ；特にガスタービン装置に応用したものＦ０２Ｃ；特にジェット推進装置に応用したものＦ０２Ｋ）［２］
,＜注＞,,（１）クラスＦ０１の前の注に注意すること。
,,,（２）主題事項が燃焼機関特有のものを除いてクラスＦ１６がこのサブクラスに優先。
,F02F   1/00,,シリンダ；シリンダヘッド（一般的なものＦ１６Ｊ）
,F02F   1/02,・,冷却手段があるもの（シリンダヘッドＦ０２Ｆ１／２６）
,F02F   1/04,・・,空気冷却
,F02F   1/06,・・・,冷却フィンの形または構成；フィン付きシリンダ
,F02F   1/08,・・・・,ライナおよびシリンダ冷却部が別体となったものまたは異種の材料から成るもの
,F02F   1/10,・・,液体冷却
,F02F   1/12,・・・,液体接触面の腐食を防止したもの
,F02F   1/14,・・・,液体の流れを方向付け，案内しまたは配分する手段をもつシリンダ
,F02F   1/16,・・・,湿式シリンダライナ
,F02F   1/18,・,他のシリンダ
,F02F   1/20,・・,潤滑を備えた構成を特徴とするもの
,F02F   1/22,・・,シリンダ壁に掃気または給気の口があることを特徴とするもの
,F02F   1/24,・,シリンダヘッド
,F02F   1/26,・・,冷却手段のあるもの
,F02F   1/28,・・・,空気冷却
,F02F   1/30,・・・・,フィン付きシリンダヘッド
,F02F   1/32,・・・・・,頭上弁形式のシリンダヘッド
,F02F   1/34,・・・・・,冷却媒体の方向付けまたは配分の手段をもつもの（Ｆ０２Ｆ１／３２が優先）
,F02F   1/36,・・・,液体冷却
,F02F   1/38,・・・・,頭上弁形のシリンダヘッド
,F02F   1/40,・・・・,液体の流れを方向付け，案内し，または配分する手段をもつシリンダヘッド（Ｆ０２Ｆ１／３８が優先）
,F02F   1/42,・・,シリンダヘッドにおける吸気または排気径路の形状または配置
,F02F   3/00,,ピストン（一般的なものＦ１６Ｊ）
,F02F   3/02,・,熱膨張を調節または制御する手段があるもの
,F02F   3/04,・・,熱膨張を制御する挿入物のあるもの
,F02F   3/06,・・・,バイメタル効果のある挿入物
,F02F   3/08,・・・,環状の挿入物
,F02F   3/10,・,表面被覆のあるもの（Ｆ０２Ｆ３／０２が優先）
,F02F   3/12,・・,ピストンヘッドにあるもの
,F02F   3/14,・・・,燃焼室内にあるもの
,F02F   3/16,・,冷却手段のあるもの
,F02F   3/18,・・,ピストン内の密閉された空所内にある液体または固体の冷却剤，例．ナトリウム，によるもの
,F02F   3/20,・・,ピストンに沿うまたは貫通する流体の流れによる冷却手段
,F02F   3/22,・・・,その流体が液体であるもの
,F02F   3/24,・,シリンダ内の気体を案内する手段のあるもの，例．２サイクル機関における掃気を案内する手段
,F02F   3/26,・,ピストンヘッドに燃焼室があるもの（その表面の被覆Ｆ０２Ｆ３／１４）
,F02F   3/28,・,特殊形状のヘッドをもつ他のピストン
,F02F   5/00,,ピストンリング，例．ピストンヘッドと組み合わされたもの
,F02F   7/00,,ケーシング，例．クランク室（機関ケーシング一般Ｆ１６Ｍ）
,F02F  11/00,,燃焼機関の密封装置の構成（ピストンリングＦ０２Ｆ５／００；密封物それ自体Ｆ１６Ｊ）
,F02G,,熱ガスまたは燃焼生成容積型機関設備（蒸気機関設備，特殊な蒸気設備，他の流体と共に熱ガスまたは燃焼生成ガスのいずれかで作動する設備Ｆ０１Ｋ；ガスタービン設備Ｆ０２Ｃ；ジェット推進設備Ｆ０２Ｋ）；燃焼機関の廃熱を利用するもので，他に分類されないもの
,＜注＞,,クラスＦ０１の前の注に注意すること。
,F02G   1/00,,熱ガス容積型機関設備（設備内の燃焼により生成される作動ガスによって特徴づけられた容積型機関設備Ｆ０２Ｇ３／００）［３］
,F02G   1/02,・,開放サイクル形のもの
,F02G   1/04,・,密閉サイクル形のもの
,F02G   1/043,・・,常時連通した複数の膨張可能な室の一つにおいて，加熱そして冷却される作動ガスの容積の膨張と収縮により作動される機関，例．スターリングサイクル型機関［３］
,F02G   1/044,・・・,パワー出力を伝える少なくとも２つの作動部材，例．ピストン，をもつもの
,F02G   1/045,・・・,制御［３］
,F02G   1/047,・・・・,加熱または冷却の調節によるもの［３］
,F02G   1/05,・・・・,作動ガスの流量または体積の調節によるもの［３］
,F02G   1/053,・・・,構成部品または細部［３］
,F02G   1/055,・・・・,加熱器または冷却器［３］
,F02G   1/057,・・・・,再生器［３］
,F02G   1/06,・,制御するもの
,F02G   3/00,,設備内の燃焼により生成される作動ガスによって特徴づけられた容積型機関設備［３］
,F02G   3/02,・,往復ピストン機関をもつもの
,F02G   5/00,,燃焼機関の廃熱を役立てるもので，他に分類されないもの
,F02G   5/02,・,排気ガスの廃熱を役立てるもの
,F02G   5/04,・・,燃焼機関からの他の廃熱とを組み合わせたもの
,F02K,,ジェット推進設備（陸上車両または車両一般におけるジェット推進設備の配置または取付けＢ６０Ｋ；水上浮揚構造物におけるジェット推進設備の配置または取付けＢ６３Ｈ；ジェット反動による航空機の姿勢，飛行方向，または高度の制御Ｂ６４Ｃ；航空機におけるジェット推進設備の配置または取付けＢ６４Ｄ；作動流体の出力がジェット推進力と他の形の推進力，例．プロペラ，とに分けられることに特徴のある設備Ｆ０２Ｂ，Ｆ０２Ｃ；ガスタービン設備と共通するジェット推進設備の特徴，空気吸込ジェット推進設備の空気取入口または燃料供給制御Ｆ０２Ｃ）
,＜注＞,,（１）このサブクラスにおいては，下記の表現は以下に示す意味で用いる：
,,,―“ジェット推進装置”とは燃焼によって流体の流れを作り出し，それの反動によって推力を生じるような装置を意味する。
,,,（２）クラスＦ０１の前の注に注意すること。
,＜索引＞,,パイプまたはノズルに特徴のある装置１／００，９／８０
,,,圧縮機またはファンに特徴のある装置３／００，５／００
,,,圧縮機またはファンのない装置７／００
,,,ロケットエンジン設備９／００
,,,制御１／１５，１／７６，７／００，９／００
,,,その他の装置９９／００
,F02K   1/00,,ジェットパイプまたはノズルの形状または配置に特徴のある設備；それに特有なジェットパイプまたはノズル（ロケットノズルＦ０２Ｋ９／９７）
,F02K   1/04,・,ジェットパイプ中にジェットコーンを設置するもの
,F02K   1/06,・,ジェットパイプまたはノズルの有効面積を変えるもの（Ｆ０２Ｋ１／３０が優先）［３］
,F02K   1/08,・・,内部部材，例．排気コーン，の軸方向への移動または半径方向への変形によるもの
,F02K   1/09,・・,外部部材，例．シュラウド，の軸方向への移動によるもの（Ｆ０２Ｋ１／１２が優先）
,F02K   1/10,・・,ジェットパイプまたはノズルを変形することによるもの
,F02K   1/11,・・,枢軸上で回転するまぶた状の部材によるもの［３］
,F02K   1/12,・・,回転軸上に支持されたフラップによるもの
,F02K   1/15,・・,制御または調整［３］
,F02K   1/16,・・・,他の制御との結合［３］
,F02K   1/17,・・・・,燃料供給制御との結合［３］
,F02K   1/18,・・・,自動的なもの［３］
,F02K   1/28,・,ジェット流に影響を与えるために流体を噴射するもの［３］
,F02K   1/30,・・,ジェットパイプまたはノズルの有効面積を変えるためのもの［３］
,F02K   1/32,・・,推力を逆転させるためのもの［３］
,F02K   1/34,・・,騒音を減少させるためのもの［３］
,F02K   1/36,・,エジェクタをもつもの［３］
,F02K   1/38,・,ジェットの内部に空気を導入するもの（Ｆ０２Ｋ１／２８が優先）［３］
,F02K   1/40,・,ジェットを複数の部分的なジェットに分ける手段または細長い出口断面を有するノズル［３］
,F02K   1/42,・・,非作動位置へ可動なもの［３］
,F02K   1/44,・,特定の方向への音の放射を減少させる手段，例．遮蔽板，をもつもの（Ｆ０２Ｋ１／４０が優先）［３］
,F02K   1/46,・,ジェットに空気を加えるためのまたはジェットと周囲の空気との混合域を増すための手段を有するノズル，例．消音のためのもの（Ｆ０２Ｋ１／２８，Ｆ０２Ｋ１／３６，Ｆ０２Ｋ１／３８が優先）［３］
,F02K   1/48,・・,波形のノズル［３］
,F02K   1/50,・・,ジェットの一部を収納可能なスクープ状のバッフルにより外側に偏向させるもの［３］
,F02K   1/52,・,他のノズルまたは固定部材に隣接して位置させるために特に構成されたノズル，例．フェアリング［３］
,F02K   1/54,・,推力を逆転させるための手段を有するもの（Ｆ０２Ｋ１／３２が優先）［３］
,F02K   1/56,・・,ジェット主流を逆転させるもの［３］
,F02K   1/58,・・・,逆転装置が内部コーンまたはノズルハウジングに装備されたもの［３］
,F02K   1/60,・・・,枢軸上で回転するまぶた状または蛤状の部材により後方への放出を妨げるもの，例．ターゲット型の逆転装置［３］
,F02K   1/62,・・・,フラップにより後方への放出を妨げるもの［３］
,F02K   1/64,・・,ファン流を逆転させるもの［３］
,F02K   1/66,・・・,逆転用ファン羽根を用いるもの［３］
,F02K   1/68,・・・,逆転装置がファン排気部下流のエンジンハウジングに装備されたもの［３］
,F02K   1/70,・・・,ファンハウジングに装備された推力逆転用フラップまたはドアを用いるもの［３］
,F02K   1/72,・・・・,ファンハウジングの後端部を移動して逆転された流れが通る通路をファンハウジングに開くもの［３］
,F02K   1/74,・・,複流エンジンにおいて少なくとも他のひとつの流れに関して少なくともひとつの流れを逆転させるもの［３］
,F02K   1/76,・・,推力逆転装置の制御または調整［３］
,F02K   1/78,・,ジェットパイプのその他の構造［３］
,F02K   1/80,・・,連結または接続［３］
,F02K   1/82,・・,ジェットパイプ壁，例．ライナ［３］
,F02K   3/00,,圧縮機またはダクテッドファンを駆動するガスタービンのある装置
,F02K   3/02,・,作動流体の一部がタービンと燃焼室をバイパスするもの
,F02K   3/04,・・,推力増加のためにダクテッドファン，すなわち，大流量低圧力比のファン，を有する設備，例．二重流型のもの
,F02K   3/06,・・・,フロントファンを有するもの
,F02K   3/062,・・・,アフトファンを有するもの［３］
,F02K   3/065,・・・,フロントファンとアフトファンを有するもの［３］
,F02K   3/068,・・・,直径に対する短い軸長によって特徴づけられたもの［３］
,F02K   3/072,・・・,逆回転するローターを有するもの［３］
,F02K   3/075,・・・,複数の流れの流量比を制御するもの［３］
,F02K   3/077,・・・,多流型の設備，すなわち，３以上流れを有するもの
,F02K   3/08,・,作動流体を補助的に加熱するもの（アフタバーナ，燃焼室Ｆ２３Ｒ）；その制御（そのための燃料供給制御Ｆ０２Ｃ９／２６）［３］
,F02K   3/10,・・,アフタバーナによるもの（Ｆ０２Ｋ３／１０５が優先）［３］
,F02K   3/105,・・,バイパス流を加熱するもの［３］
,F02K   3/11,・・・,バーナまたは燃焼室によるもの［３］
,F02K   3/115,・・・,間接的な熱交換によるもの［３］
,F02K   3/12,・,複数のガスタービンのあることを特徴とするもの
,F02K   5/00,,圧縮機またはダクテッドファンを駆動するガスタービン以外の機関のある装置
,F02K   5/02,・,その機関が往復ピストン形であるもの
,F02K   7/00,,作動流体が噴射のみに使用される設備，すなわち，圧縮機またはダクテッドファンを駆動するタービンまたはその他の機関のない設備；その制御（ロケットエンジンＦ０２Ｋ９／００）
,F02K   7/02,・,噴射が間欠的なもの，すなわち，パルス・ジェット
,F02K   7/04,・・,共振する燃焼室のあるもの
,F02K   7/06,・・,燃焼室に弁をもつもの
,F02K   7/067,・・・,空気力学的弁をもつもの［３］
,F02K   7/075,・・,多数のパルスジェットエンジンを有するもの［３］
,F02K   7/08,・,噴射が連続的なもの
,F02K   7/10,・,ラム圧による圧縮によって特徴づけられたもの，すなわち．空力学熱力学的導管またはラムジェットエンジン
,F02K   7/12,・・,インジェクションインダクションジェットエンジン［３］
,F02K   7/14,・・,外部で燃焼するもの，例．スクラムジェットエンジン［３］
,F02K   7/16,・・,ラムジェット／ターボジェットの複合エンジン［３］
,F02K   7/18,・・,ラムジェット／ロケットの複合エンジン［３］
,F02K   7/20,・・,ラムジェット／パルスジェットの複合エンジン［３］
,F02K   9/00,,ロケットエンジン，すなわち，燃料とその酸化剤の両方を搭載した設備；その制御（推進剤の化学的組成Ｃ０６Ｂ，Ｃ０６Ｄ）
,F02K   9/08,・,固体の推進剤を用いるもの（Ｆ０２Ｋ９／７２が優先；半固体または粉状の推進剤を用いるものＦ０２Ｋ９／７０）［３］
,F02K   9/10,・・,固体推進薬の形状または構造［３］
,F02K   9/12,・・・,燃焼速度の異なる２以上の部分から成るもの［３］
,F02K   9/14,・・・,シート状の材料から成るもの，例．カーペットロール型，積層構造
,F02K   9/16,・・・,ハニカム構造のもの［３］
,F02K   9/18,・・・,星形または類似の内孔を有する内面燃焼型のもの［３］
,F02K   9/20,・・・,外面燃焼型のもの［３］
,F02K   9/22,・・・,端面燃焼型のもの［３］
,F02K   9/24,・・,固体推進剤のロケットエンジンへの装填；固体推進剤の装填に特に適合した方法または装置［３］
,F02K   9/26,・・,燃焼の制御［３］
,F02K   9/28,・・,２以上の推進薬を有しひとつの共通のノズルより推進ガスを排出するもの［３］
,F02K   9/30,・・,複数のノズルより推進ガスを排出するもの［３］
,F02K   9/32,・・,構造的な部分；細部（固体推進薬の形状または構造Ｆ０２Ｋ９／１０；始動または点火手段または装置Ｆ０２Ｋ９／９５；ロケットノズルＦ０２Ｋ９／９７）［３］
,F02K   9/34,・・・,ケーシング；燃焼室；そのライナー［３］
,F02K   9/36,・・・,推進薬の支持［３］
,F02K   9/38,・・・,安全装置，例．偶発的な点火の防止［３］
,F02K   9/40,・・・,冷却装置［３］
,F02K   9/42,・,液体または気体の推進薬を用いるもの（Ｆ０２Ｋ９／７２が優先）［３］
,F02K   9/44,・・,推進剤の供給［３］
,F02K   9/46,・・・,ポンプを用いるもの（ポンプそれ自体Ｆ０４）［３］
,F02K   9/48,・・・・,推進剤の燃焼ガスが供給されるガスタービンにより駆動されるもの［３］
,F02K   9/50,・・・,推進剤を加圧するために高圧流体を用いるもの［３］
,F02K   9/52,・・・,噴射器（一般Ｂ０５Ｂ）［３］
,F02K   9/54,・・・,漏洩検出器；清浄システム；ろ過システム（ろ過装置それ自体Ｂ０１Ｄ）［３］
,F02K   9/56,・・・,制御［３］
,F02K   9/58,・・・・,推進剤供給弁（弁一般Ｆ１６Ｋ）［３］
,F02K   9/60,・・,構造的な部分；細部（始動または点火手段または装置Ｆ０２Ｋ９／９５；ロケットノズルＦ０２Ｋ９／９７）［３］
,F02K   9/62,・・・,燃焼室または推力室［３］
,F02K   9/64,・・・・,冷却装置をもつもの［３］
,F02K   9/66,・・・・,旋回型のもの［３］
,F02K   9/68,・・・,分解室［３］
,F02K   9/70,・,半固体または粉状の推進剤を用いるもの［３］
,F02K   9/72,・,液体と固体の推進剤を用いるもの，すなわち，ハイブリッドロケットエンジン
,F02K   9/74,・,他のジェット推進設備との組み合わせ［３］
,F02K   9/76,・・,他のロケットエンジンとの組み合わせ；多段ロケットエンジン［３］
,F02K   9/78,・・,空気吸込ジェット推進設備との組み合わせ（ラムジェットエンジンとの組み合わせＦ０２Ｋ７／１８）［３］
,F02K   9/80,・,推力または推力ベクトルの制御を特徴とするもの（Ｆ０２Ｋ９／２６，Ｆ０２Ｋ９／５６，Ｆ０２Ｋ９／９４が優先）［３］
,F02K   9/82,・・,ロケット排気ガス中に二次流体を噴射するもの［３］
,F02K   9/84,・・,可動ノズルを用いるもの［３］
,F02K   9/86,・・,ノズルスロート面積が調節可能なもの［３］
,F02K   9/88,・・,補助ロケットノズルを用いるもの［３］
,F02K   9/90,・・,偏向装置を用いるもの（Ｆ０２Ｋ９／８２が優先）［３］
,F02K   9/92,・・,推力を逆転または終結させるための手段と結合したもの［３］
,F02K   9/94,・,再点火または再始動が可能なロケットエンジン；間欠的に作動するロケットエンジン［３］
,F02K   9/95,・,始動または点火手段または装置によって特徴づけられたもの（安全装置Ｆ０２Ｋ９／３８）［３］
,F02K   9/96,・,試験または計測のために特に適合した装置によって特徴づけられたもの［３］
,F02K   9/97,・,ロケットノズル（推力または推力ベクトルの制御Ｆ０２Ｋ９／８０）［３］
,F02K  99/00,,このサブクラスの他のグループに分類されない主題事項　［２００９．０１］
,F02M,,一般の燃焼機関への可燃混合物またはその成分の供給（前記機関への充てんＦ０２Ｂ）
,＜注＞,,（１）このサブクラスにおいては，下記の用語または表現は以下の意味で用いる：
,,,―“気化器”とは本来燃料と空気を混合する装置を意味し，その燃料は低空気圧で，例．ベンチュリー内で，空気と接触混合される；
,,,―“燃料噴射装置”とは空間，例．機関シリンダ，に燃料を加圧して，例．燃料に作用するポンプによって，導入する装置を意味する。したがって，液体燃料が気体と混合せずに導入される，通称“無気燃料噴射”をも包含する；
,,,―“低圧燃料噴射”とは噴射された燃料を含む燃料－空気混合物が機関の圧縮される燃料噴射を意味する；
,,,―“ポンプ要素”とは往復動ピストン式燃料噴射ポンプ内の１組のピストン―シリンダユニットまたは他の形式の燃料噴射ポンプ内の同等のユニットを意味する。
,,,（２）クラスＦ０１の前の注に注意すること。
,＜索引＞,,液体燃料の供給
,,,気化器
,,,始動，アイドリング；フロートにより制御される油面；混合気制御；絞り，混合室　１／００，３／００；５／００；７／００；９／００
,,,加熱，冷却，絶縁　１５／００
,,,多段，レジスタ形；気化器または燃料の組み合わせ；低圧噴射との組み合わせ　１１／００；１３／００；７１／００
,,,他の特性；他の細部，または付属品　１７／００；１９／００
,,,噴射装置
,,,一般的特性，ガスを伴わぬ噴射
,,,２種以上の連続的に供給するインゼクタをもつもの；２種以上の液体をもつもの　４１／００；４３／００
,,,周期的送出特性を有するもの；流体操作弁をもつもの　４５／００；４７／００
,,,シリンダ圧力またはそのピストンにより操作されるポンプまたはインゼクタをもつもの　４９／００
,,,電気的に操作されるもの　５１／００
,,,加熱，冷却または絶縁手段をもつもの；燃料管または通気手段に特徴のあるもの　５３／００；５５／００
,,,他の装置と組み合わされたインゼクタ　５７／００
,,,機関に関する装置の配列，ポンプ駆動部に関する装置の配列　３９／００
,,,ポンプのその他の適用；その他のインゼクタ　５９／００；６１／００
,,,他の装置，細部または付属品　６３／００，６９／００
,,,試験　６５／００
,,,高圧ガスの使用　６７／００
,,,低圧装置　５１／０２，６９／００，７１／００
,,,非液体燃料の供給　２１／００
,,,燃料，空気または混合物の供給または前処理
,,,燃料，空気または混合物の前処理
,,,２次空気を加えるもの；非燃料物質または２次燃料を加えるもの　２３／００；２５／００
,,,触媒，電気または磁気手段によるもの，あるいは音または輻射によるもの；熱的に行なうもの　２７／００；３１／００
,,,再霧化または均質化することによるもの；空気清浄；他の処理　２９／００；３５／００；３３／００
,,,空気取り入れ口または消音器，吸込系統　３５／００
,,,気化器または噴射装置への燃料の供給　３７／００
,,,このサブクラスの他のグループに分類されない主題事項　９９／００
,,,液体燃料用の気化器
,F02M   1/00,,機関の始動または運転温度以下でのアイドリングを容易にする手段をもつ気化器
,F02M   1/02,・,始動を容易にする手段が燃料―空気混合気を濃くするためのチョークであるもの（自動チョークＦ０２Ｍ１／０８）
,F02M   1/04,・,始動またはアイドリングを容易にする手段が運転させたり停止させたりすることのできる補助気化装置であるもの，例．自動円板弁を有するもの
,F02M   1/06,・・,軸方向に動く弁，例．ピストン形
,F02M   1/08,・,始動またはアイドリングを容易にする手段が自動的に作動または不作動となるもの（補助気化装置と関連するものＦ０２Ｍ１／０４）
,F02M   1/10,・・,機関温度によるもの，例．サーモスタットを有するもの
,F02M   1/12,・・・,サーモスタットを電気的に加熱する手段をもつもの
,F02M   1/14,・・,燃焼空気または燃料―空気混合気の吸込圧力によるもの（Ｆ０２Ｍ１／１０が優先）
,F02M   1/16,・,始動中の燃料―空気混合気を濃くする他の手段；呼び水口；始動と正常運転に異種燃料を使用するもの
,F02M   1/18,・・,フロートを押し下げ気化器をあふれさせ燃料―空気混合気を濃くするもの
,F02M   3/00,,気化器のためのアイドリング装置（運転温度以下でのアイドリングを容易にする手段をもつものＦ０２Ｍ１／００）
,F02M   3/02,・,アイドリング燃料流を阻止するもの
,F02M   3/04,・・,機関が駆動しないで逆に駆動される状態，例．車両が下り坂を走行することにより駆動される状態，においてアイドリング燃料流を阻止するもの
,F02M   3/045,・・・,電気的手段による，もしくは電気的手段と流体的または機械的手段との組合せによる，アイドリングノズル装置，または通路装置に位置する弁の制御［４］
,F02M   3/05,・・・,空気的または機械的制御，例．速度調節をもつもの［４］
,F02M   3/055,・・・,アイドリング燃料装置内へ空気，例．制動用空気，を導入することによる燃料流の遮断［４］
,F02M   3/06,・,アイドリング速度の増加
,F02M   3/07,・・,機関速度に応じて，電気的，電気機械的または電気空気的手段によって，紋りフラップの停止部材を位置決めすることによるもの，または燃料流の横断面積を変更することによるもの［４］
,F02M   3/08,・,アイドリング装置の他の細部（低速ポートを加熱して氷結を防ぐものＦ０２Ｍ１５／０２）
,F02M   3/09,・・,機関の状態，例．マニホルド真空，に応動する弁（Ｆ０２Ｍ１／００，Ｆ０２Ｍ５／００～Ｆ０２Ｍ３３／００が優先）［５］
,F02M   3/10,・・,燃料計量ピン；ノズル［４］
,F02M   3/12,・・,通路装置［４］
,F02M   3/14,・・,絞り弁に対するアイドリング装置出口の位置［４］
,F02M   5/00,,気化器における定油面を維持するためのフロートによる制御装置
,F02M   5/02,・,気化器位置の変動，例．航空機におけるさかさまの位置，に応ずる装置をもつもの
,F02M   5/04,・・,ピボットで支えられたまたは回転可能に設けられたフロート室をもつもの［４］
,F02M   5/06,・,調節可能なフロート機構，例．異種燃料の比重の相違に応じること
,F02M   5/08,・,フロート室を通気する手段をもつもの
,F02M   5/10,・,ベーパロックを防ぐ手段をもつもの，例．フロート室を絶縁したり，または機関停止中燃料をフロート室内に強制循環させるもの
,F02M   5/12,・,他の細部，例．フロート，弁，設定装置または工具（フロート一般Ｆ１６Ｋ３３／００）
,F02M   5/16,・・,フロート［４］
,F02M   7/00,,変動する状態で給気の燃―空比に影響をおよぼす，例．濃くしたりまたは一定に維持する，ための手段をもつ気化器（始動用チョーク弁Ｆ０２Ｍ１／００）
,F02M   7/02,・,空気による霧吹きノズルを有する気化器（燃料に当てる空気量を制御する弁をもつものＦ０２Ｍ７／２４）
,F02M   7/04,・,燃焼空気が高速で流れている際に給気を濃くする手段
,F02M   7/06,・,急な絞りの開放の際に，すなわち加速時に，給気を濃くする手段，例．通路装置中の貯蔵手段
,F02M   7/08,・・,ポンプの使用
,F02M   7/087,・・・,機関温度に応じて吐出量を変更するもの［４］
,F02M   7/093,・・・,吸気負圧に応じて吐出量を変更するもの［４］
,F02M   7/10,・,運動部分なしに燃―空比に影響をおよぼす他の装置，例．電気的手段（Ｆ０２Ｍ７／２３が優先）［４］
,F02M   7/11,・・,フロート室圧を変更するもの（始動中にフロートを押し下げ気化器をあふれさせ燃料－空気混合気を濃くするものＦ０２Ｍ１／１８）［５］
,F02M   7/12,・,運動部分を持つ燃－空比に影響をおよぼす他の装置，例．弁をもつもの（Ｆ０２Ｍ７／２４が優先）［４］
,F02M   7/127,・・,フロート室圧を変更するもの（始動中にフロートを押し下げ気化器をあふれさせ燃料－空気混合気を濃くするものＦ０２Ｍ１／１８）［５］
,F02M   7/133,・・,補助ジェット，すなわちある特定の状態にあるとき，例．出力全開時，にのみ作動するもの（Ｆ０２Ｍ７／０４，Ｆ０２Ｍ７／０６が優先）［５］
,F02M   7/14,・・,燃料噴射ノズルの横断面積を制御する手段をもつもの（空気の絞り弁の位置によるものＦ０２Ｍ７／２２）
,F02M   7/16,・・・,自動的に作動するもの，例．排気ガスの分析によるもの
,F02M   7/17,・・・・,空気圧によって調整可能なピストン状の要素によるもの，例．定負圧式気化器［５］
,F02M   7/18,・・,燃料計量オリフィスの横断面積を制御する手段をもつもの（空気の絞りの位置によるものＦ０２Ｍ７／２２）
,F02M   7/20,・・・,自動的に作動するもの，例．高度によるもの
,F02M   7/22,・・,燃料流の横断面積が空気絞り弁の位置により制御されるもの（その絞り弁が空気通路を横断して滑動できるものＦ０２Ｍ９／０６）
,F02M   7/23,・,燃料に通気する装置［４］
,F02M   7/24,・・,通気する空気の流れを制御するもの［４］
,F02M   7/26,・・・,随意に操作可能な絞り手段の位置によるもの［４］
,F02M   7/28,・・・,温度または圧力によるもの［４］
,F02M   9/00,,ちょう形以外の空気または燃料－空気混合気用通路の絞り弁を有する気化器（“レジスタ”形気化器Ｆ０２Ｍ１１／００）；形状または位置を変更できる燃料－空気混合室を有する気化器
,F02M   9/02,・,通路を横断してしゅう動できる絞り弁，例．ピストン状の弁，を有するもの
,F02M   9/04,・・,通路に対して傾斜した面内をしゅう動する絞り弁をもつもの
,F02M   9/06,・・,絞り位置によって燃料噴霧ノズルの横断面積を変える手段をもつもの（Ｆ０２Ｍ７／１７が優先）［５］
,F02M   9/08,・,通路内に回転可能に設けられた絞り弁を有するもの
,F02M   9/10,・,通路を制御したりまたは燃料－空気混合室の横断面積を変えたりする弾性壁形式の弁または同様の制御部を有するもの
,F02M   9/12,・,通路を制御したりまたは燃料－空気混合室の横断面積を変えたりする他の特殊な手段を有するもの
,F02M   9/127,・・,混合気通路の軸線と同心で，軸線方向に可動な絞り弁［５］
,F02M   9/133,・・・,絞り弁がきのこ形の弁体をもつもの［５］
,F02M   9/14,・,本質的にベンチュリ軸に沿って相対的に移動できるベンチュリおよびノズルを有するもの
,F02M  11/00,,多段式気化器；“レジスタ”形気化器，すなわちアイドリングノズルと主ノズル以外の多数の燃料ノズルが絞り弁によって空気流にさらされるしゅう動または回転可能な絞り弁をもつもの
,F02M  11/02,・,自動的に開放する後段内に絞り弁，例．フラップ形またはちょう形のもの，をもつもの
,F02M  11/04,・・,その後段の弁が減衰手段を有するもの
,F02M  11/06,・,フラップ形またはちょう形の絞り弁をもつ他の気化器
,F02M  11/08,・,空気通路を横断して移動可能な絞り弁をもつ“レジスタ”形気化器
,F02M  11/10,・,回転可能な絞り弁をもつ“レジスタ”形気化器
,F02M  13/00,,２個以上の別個の気化器の配列（気化器の試験用，調整用または同調用装置Ｆ０２Ｍ１９／０１；凝縮燃料の再霧化または燃料－空気混合気の均質化Ｆ０２Ｍ２９／００）；２種以上の燃料を使用する気化器（少量の２次燃料を加える装置Ｆ０２Ｍ２５／００）
,F02M  13/02,・,分離した気化器
,F02M  13/04,・・,構造的に一体にしたもの
,F02M  13/06,・,異種燃料を使用する気化器
,F02M  13/08,・,液体とガス燃料を，例．交互に，使用するに適した気化器
,F02M  15/00,,燃焼空気，燃料または燃料－空気混合物の加熱，冷却または熱絶縁手段をもつ気化器（フロート装置の加熱，冷却または熱絶縁Ｆ０２Ｍ５／００；気化器の部分ではない燃焼空気，燃料または燃料－空気混合気の熱処理装置Ｆ０２Ｍ３１／００）
,F02M  15/02,・,加熱手段をもつもの，例．氷結防止
,F02M  15/04,・・,その手段が電気的なもの
,F02M  15/06,・,熱遮へい，例．機関放熱からのもの
