インデキシングフラグ,記号,ドット,タイトル
,H01J  19/70,・,真空に達成しまたは維持する手段，例．ゲッタによるもの
,H01J  19/72,・・,そのための管を設けたもの，例．排気用；そのための封止
,H01J  19/74,・,冷却装置（陽極の冷却Ｈ０１Ｊ１９／３６）
,H01J  19/76,・,欠陥または以前に使用したことがあることを指示するために管と構造的に結合された手段
,H01J  19/78,・,管と構造的に結合された１個以上の回路素子
,H01J  19/80,・・,分布インダクタンスと分布キャパシタンスを有する構造的に結合された共振器
,H01J  19/82,・,管の特定用途に使用されず，かつ他のどの分類にも属しない回路装置
,H01J  21/00,,真空管（Ｈ０１Ｊ２５／００，Ｈ０１Ｊ３１／００～Ｈ０１Ｊ４０／００，Ｈ０１Ｊ４３／００，Ｈ０１Ｊ４７／００，Ｈ０１Ｊ４９／００が優先；真空管の細部Ｈ０１Ｊ１９／００）
,H01J  21/02,・,単一の放電通路を有する真空管
,H01J  21/04,・・,制御手段のないもの，例．２極管
,H01J  21/06,・・,静電的制御手段だけを有するもの
,H01J  21/08,・・・,可動電極を有するもの
,H01J  21/10,・・・,１以上の不動の内部制御電極を有するもの，例．３極管，５極管，８極管
,H01J  21/12,・・・・,可変増幅定数を有する真空管
,H01J  21/14,・・・・,電子流を集中させる手段を有する真空管，例．ビーム４極管
,H01J  21/16,・・・,外部静電制御手段を有し内部制御電極を有しまたは有しないもの
,H01J  21/18,・・,磁気的制御手段を有するもの；磁気的制御手段と静電的制御手段の両方を有するもの
,H01J  21/20,・,２以上の放電通路を有する管；複合管，例．双２極管または３極管－６極管
,H01J  21/22,・・,可動電極を有するもの
,H01J  21/24,・・,可変増幅定数を有するもの
,H01J  21/26,・・,電子流を集中させる手段を有するもの
,H01J  21/34,・,走行時間効果を除くように配置され寸法づけられた電極システムを有する管（平面電極を有するものＨ０１Ｊ２１／３６）
,H01J  21/36,・,平面電極を有する管，例．円板電極
,H01J  23/00,,グループＨ０１Ｊ２５／００に含まれている型の走行時間型電子管の細部
,H01J  23/02,・,電極；磁気的制御手段；スクリーン（共振器または遅延システムと結合したものＨ０１Ｊ２３／１６）
,H01J  23/027,・・,集電極［２］
,H01J  23/033,・・・,集電極冷却装置［２］
,H01J  23/04,・・,陰極
,H01J  23/05,・・・,円筒形電子放出面を有するもの，例．マグネトロン用陰極［３］
,H01J  23/06,・・,電子銃またはイオン銃
,H01J  23/065,・・・,円筒形ビームを形成するもの（Ｈ０１Ｊ２３／０７５が優先）［３］
,H01J  23/07,・・・,中空円筒形ビームを形成するもの（Ｈ０１Ｊ２３／０７５が優先）［３］
,H01J  23/075,・・・,マグネトロン入射電子銃［３］
,H01J  23/08,・・,集束装置，例．電子流を集中させるもの，電子流が拡がるのを防止するもの
,H01J  23/083,・・・,静電集束装置［３］
,H01J  23/087,・・・,磁気集束装置［３］
,H01J  23/09,・・,荷電粒子（線）を所望の通路に沿うように方向づけまたは偏向するための電気的システム（集束装置Ｈ０１Ｊ２３／０８）
,H01J  23/10,・・,荷電粒子（線）を所望の通路に沿うように方向づけまたは偏向するための磁石系，例．ら旋通路（磁気集束装置Ｈ０１Ｊ２３／０８）
,H01J  23/11,・・,雑音を減少するための手段（電子銃またはイオン銃に用いるものＨ０１Ｊ２３／０６）
,H01J  23/12,・,うつわ；容器
,H01J  23/14,・,導入部構造；そのための封止
,H01J  23/15,・・,管の導入部構造と構造的に結合された電磁エネルギー漏洩防止手段，例．フィルタ，チョーク，減衰装置［４］
,H01J  23/16,・,分布容量と分布インダクタンスを有し，構造的に管と結合され放電と相互作用をする回路素子
,H01J  23/18,・・,共振器
,H01J  23/20,・・・,空胴共振器；それらの調整または同調
,H01J  23/207,・・・・,単一の共振器の同調［２］
,H01J  23/213,・・・・,二つ以上の共振器の同時同調，例．磁電管の共振空洞［２］
,H01J  23/22,・・・,共振器間の接続，例．磁電管の共振器の接続のための均圧環
,H01J  23/24,・・,遅波構造
,H01J  23/26,・・・,ら旋状遅波構造；それらの調整
,H01J  23/27,・・・・,遅波構造を誘導するら旋［３］
,H01J  23/28,・・・,交叉型遅波構造；それらの調整
,H01J  23/30,・・・,遅波構造に結合された減衰装置，例．望ましくない発振の抑制のためのもの
,H01J  23/34,・,管の特定用途に使用されず，かつ他のどの分類にも属しない回路装置
,H01J  23/36,・,電磁エネルギーを導入したり取り出したりするための管と構造的に結合された，分布容量およびインダクタンスを有する結合装置［４］
,H01J  23/38,・・,荷電粒子（線）にまたは荷電粒子（線）から取り出したり導入したりするもの［４］
,H01J  23/40,・・,相互作用回路へまたはそれからのもの［４］
,H01J  23/42,・・・,ら旋またはら旋から誘導される遅波構造との相互作用回路（Ｈ０１Ｊ２３／４４～Ｈ０１Ｊ２３／４８が優先）［４］
,H01J  23/44,・・・,ロッド型結合装置（Ｈ０１Ｊ２３／４６，Ｈ０１Ｊ２３／４８，Ｈ０１Ｊ２３／５４が優先）［４］
,H01J  23/46,・・・,ループ結合装置［４］
,H01J  23/48,・・・,同軸線と相互作用回路を連結するためのもの；対になったら旋型式の装置（Ｈ０１Ｊ２３／４６が優先）［４］
,H01J  23/50,・・・・,ら旋またはら旋から誘導される相互作用回路（Ｈ０１Ｊ２３／５２が優先）［４］
,H01J  23/52,・・・・,互いのまわりに同軸に配置される結合ら旋［４］
,H01J  23/54,・・,相互作用回路へのまたはそれからの望ましくない周波数またはモードを阻止するフィルタ装置；装置外への高周波漏洩の防止［４］
,H01J  25/00,,走行時間型電子管，例．速度変調管，進行波管，磁電管（走行時間型電子管の細部Ｈ０１Ｊ２３／００；粒子加速器Ｈ０５Ｈ）
,H01J  25/02,・,変調区間で速度または密度変調されその後誘導区間でエネルギーを放出する電子流のある真空管で，上記両区間は１またはそれ以上の共振器と結合しているもの
,H01J  25/04,・・,１つまたはそれ以上の共振器を有し，電子流の反射なしに，そしてその変調区間での変調が主として密度変調であるような管，例．ハエッフ管
,H01J  25/06,・・,単一の共振器を有し，電子流の反射なしに，そしてその変調区間での変調が主として速度変調であるような管，例．リューディークライストロン
,H01J  25/08,・・・,共振器の軸に直角な電子流のあるもの
,H01J  25/10,・・,速度変調管，すなわち２つ以上の共振器を有し，電子流の反射なしに，かつ入力共振器部分で主としてその電子流が速度変調されるような管
,H01J  25/11,・・・,拡がった相互作用をなす速度変調管［２］
,H01J  25/12,・・・,共振器の軸上での電子流がペンシル状であるもの
,H01J  25/14,・・・,共振器の軸と同軸の管状電子流をもつもの
,H01J  25/16,・・・,共振器の軸に直角なペンシル状電子流をもつもの
,H01J  25/18,・・・,共振器の軸に直角な放射状または板状の電子流をもつもの
,H01J  25/20,・・・,共振器間の空間に特殊な装置を有するもの，例．抵抗壁増幅管，空間電荷増幅管，速度飛躍管
,H01J  25/22,・・,反射速度変調管，すなわち１つあるいはそれ以上の共振器を有し，電子流の反射が１つであり，変調部において電子流が主として速度によって変調される管
,H01J  25/24,・・・,電子流が共振器の軸上にあり，かつ反射される前にはペンシル状であるもの
,H01J  25/26,・・・,電子流が共振器の軸と同軸でありかつ反射される前は管状であるもの
,H01J  25/28,・・・,電子流が共振器の軸に直角でありかつ反射される前はペンシル状であるもの
,H01J  25/30,・・・,電子流が共振器の軸に直角でありかつ反射される前は放射状または板状であるもの
,H01J  25/32,・・,複数の反射を有する管，例．コエテリア管
,H01J  25/34,・,進行波管；進行波が空隙間にあらわれるもの
,H01J  25/36,・・,電子流が遅延線または等価インピーダンス素子の列にそって進行する波と相互作用し，かつ電界と交わる磁界を作る磁石システムをもたない管
,H01J  25/38,・・・,進行波が利用されているもの
,H01J  25/40,・・・,後進波が利用されているもの
,H01J  25/42,・・,電子流が遅延線または等価インピーダンス素子の列にそって進行する波と相互作用し，かつ電界と交わる磁界を作る磁石システムをもつもの（電子空間の周囲を進行波が完全に動くものＨ０１Ｊ２５／５０）
,H01J  25/44,・・・,進行波が利用されているもの
,H01J  25/46,・・・,後進波が利用されているもの
,H01J  25/48,・・,速度の異なる２つの電子流が相互に作用し合う真空管，例．電子波管
,H01J  25/49,・・,パラメトリック原理を用いた管，例．パラメトリック増幅器用
,H01J  25/50,・,磁電管，すなわち電界と交わる磁界を作る磁石システムをもつ管（電子空間の周囲を進行波が完全には動かないものＨ０１Ｊ２５／４２；複数の反射または逆サイクロトロン動作で作用するものＨ０１Ｊ２５／６２，Ｈ０１Ｊ２５／６４）
,H01J  25/52,・・,陰極または案内電極の周囲をどんな電子も完全に動くのを妨げない形をもつ電子空間のあるもの
,H01J  25/54,・・・,単一の空胴または他の共振器を有するもの，例．ニュートロード管
,H01J  25/55,・・・・,同軸空胴磁電管［２］
,H01J  25/56,・・・・,陽極の交さ指型構成のあるもの，例．ターベータ管
,H01J  25/58,・・・,多数の共振器を有するもの；集成共振器を有するもの，例．ら旋
,H01J  25/587,・・・・,多空胴磁電管［２］
,H01J  25/593,・・・・・,ライジングサン型磁電管［２］
,H01J  25/60,・・,陰極または案内電極の周囲をどんな電子も完全に動くことを妨げる形を有する電子空間のあるもの；線形磁電管
,H01J  25/61,・,ハイブリッド管，すなわち速度変調管部分と進行波管部分とからなる管［２］
,H01J  25/62,・,ストロホトロン，すなわち電界と交わる磁界がありかつ複数反射の作用をする管
,H01J  25/64,・,タービン管，すなわち電界と交わる磁界があり，かつ逆サイクロトロン動作の作用をする管
,H01J  25/66,・,電子流が自身で交わり，かつそれによって自身を遮断したりまたは干渉する管
,H01J  25/68,・,正格子と減速界があり発振器として動作するように特別に設計された管，例．バルクハウゼン・クルツ発振器（２次電子放射のあるものＨ０１Ｊ２５／７６）
,H01J  25/70,・・,分布インダクタンスと分布キャパシタンスを有する共振器のあるもの，例．ピンチュ管
,H01J  25/72,・・,定在波またはそれのかなりの部分が電極にそって作られているもの，例．クラビエル管（分布インダクタンスと分布キャパシタンスを有する共振器をもつものＨ０１Ｊ２５／７０）
,H01J  25/74,・,走行時間２極管発振器として動作するように特別に設計された管，例．モノトロン
,H01J  25/76,・,動的電子増倍管，例．ファルンスワース電子増倍管，マルチパクタ
,H01J  25/78,・,共振器中の偏向によって電子流が変調される管
,H01J  27/00,,イオンビーム管（Ｈ０１Ｊ２５／００，Ｈ０１Ｊ３３／００，Ｈ０１Ｊ３７／００が優先；粒子加速器Ｈ０５Ｈ）
,H01J  27/02,・,イオン源；イオン銃［３］
,H01J  27/04,・・,反射放電を利用するもの，例．ペニングイオン源［３］
,H01J  27/06,・・・,磁界を加えないもの［３］
,H01J  27/08,・・,アーク放電を利用するもの［３］
,H01J  27/10,・・・,デユプラズマトロン［３］
,H01J  27/12,・・・・,膨張カップを備えたもの［３］
,H01J  27/14,・・・,加えられた磁界を利用する他のアーク放電によるイオン源［３］
,H01J  27/16,・・,高周波励起，例．マイクロ波励起，を利用するもの［３］
,H01J  27/18,・・・,軸方向に加えられた磁界を有するもの［３］
,H01J  27/20,・・,粒子の衝撃を利用するもの，例．電離器［３］
,H01J  27/22,・・・,金属イオン源［３］
,H01J  27/24,・・,光電離を利用するもの，例．レーザビームを用いるもの［３］
,H01J  27/26,・・,表面電離を利用するもの，例．電界効果イオン源，熱イオン源（Ｈ０１Ｊ２７／２０，Ｈ０１Ｊ２７／２４が優先）［３］
,H01J  29/00,,グループＨ０１Ｊ３１／００に含まれている型の陰極線管あるいは電子ビーム管の細部
,H01J  29/02,・,電極；スクリーン；それらのマウント，支持，間隔保持あるいは絶縁
,H01J  29/04,・・,陰極
,H01J  29/06,・・,遮へい用スクリーン；電子流にそう入されるマスク
,H01J  29/07,・・・,カラーテレビジョン管のためのシヤドウマスク［２］
,H01J  29/08,・・,像またはパターンが形成され，捕捉され，変換されまたは蓄積されるスクリーンに密接に関係している電極，例．２次電子収集ための蓄積管または陰極用の背板
,H01J  29/10,・・,像またはパターンが形成され，捕捉され，変換されまたは蓄積されるスクリーン
,H01J  29/12,・・・,シャッタ操作によって光弁として働くもの，例．アイドホール用のもの
,H01J  29/14,・・・,変色によって働くもの，例．ハロゲン化合物スクリーン
,H01J  29/16,・・・,白熱発光スクリーン
,H01J  29/18,・・・,ルミネッセントスクリーン
,H01J  29/20,・・・・,ルミネッセント材料に特徴のあるもの
,H01J  29/22,・・・・,ルミネッセント材料をその支持体に固着する結合剤または粘着剤に特徴のあるもの，例．うつわ
,H01J  29/24,・・・・,ルミネッセント材料の支持体
,H01J  29/26,・・・・,積層されたルミネッセント層のあるもの
,H01J  29/28,・・・・,保護，導電あるいは反射層のあるもの
,H01J  29/30,・・・・,不連続に配置されたルミネッセント材料のあるもの，例．点または線状のもの
,H01J  29/32,・・・・・,異なるルミネッセント材料の点または線が隣接しているもの，例．カラーテレビジョン用
,H01J  29/34,・・・・,常設されたマークまたは指示を備えるもの
,H01J  29/36,・・・,光電スクリーン；電荷蓄積スクリーン
,H01J  29/38,・・・・,電荷蓄積に用いないもの，例．光電子放射スクリーン，拡がり陰極
,H01J  29/39,・・・・,電荷蓄積スクリーン
,H01J  29/41,・・・・・,２次電子放出を用いるもの，例．スーパーアイコノスコープ
,H01J  29/43,・・・・・,光電子放射モザイクを用いるもの，例．オルシコン用，アイコノスコープ用
,H01J  29/44,・・・・・,粒子放射により生じる内部の電気的効果を示すもの，例．衝撃により生じる導電性
,H01J  29/45,・・・・・,電磁放射により生じる内部の電気的効果を示すもの，光導電スクリーン，光誘電体スクリーン，光電圧スクリーン
,H01J  29/46,・,電子線またはビームを発生または制御するための電極装置および関連部品，例．電子光学装置
,H01J  29/48,・・,電子銃
,H01J  29/50,・・・,単一の真空空間に配置された二つ以上の銃，例．多重電子線管（Ｈ０１Ｊ２９／５１が優先）［２］
,H01J  29/51,・・・,複数のビームの集中を制御する装置［２］
,＜注＞,,グループ２９／４８は，グループ２９／５２から２９／５８に優先する。
,H01J  29/52,・・,電子線またはビームの強度を制御する装置，例．変調用
,H01J  29/54,・・,電子線やビームのセンタリング装置
,H01J  29/56,・・,電子線またはビームの横断面を制御する装置；電子ビームの収差補正装置，例．レンズによるもの
,H01J  29/58,・・,電子線またはビームを集束しまたは反射する装置
,H01J  29/60,・・・,鏡
,H01J  29/62,・・・,静電レンズ
,H01J  29/64,・・・,磁気レンズ
,H01J  29/66,・・・・,電磁的手段だけを用いるもの
,H01J  29/68,・・・・,永久磁石だけを用いるもの
,H01J  29/70,・・,電子線またはビームを偏向する装置
,H01J  29/72,・・・,１つの直線または２つの直交する直線に沿うもの
,H01J  29/74,・・・・,電界のみによる偏向
,H01J  29/76,・・・・,磁界のみによる偏向
,H01J  29/78,・・・,円，ら旋，または回転放射線にそうもの，例．レーダ表示用
,H01J  29/80,・・,主偏向システムを通過した後の電子線またはビームを制御する装置，例．後段加速または後段集束用，色切り換え用
,H01J  29/81,・・・,シャドウマスクを用いるもの［３］
,H01J  29/82,・・,電子光学またはイオン光学装置のマウント，支持，間隔保持または絶縁
,H01J  29/84,・,望ましくない粒子たとえば陰イオンまたは周縁電子除去または逸脱させるためのトラップ；速度または質量の選別装置
,H01J  29/86,・,うつわ；容器；真空封止
,H01J  29/87,・・,うつわまたは容器の内破の効果を防止しまたは軽減する装置［２］
,H01J  29/88,・・,それらの壁上に被覆のあるもの；被覆の材料の選択
,H01J  29/89,・・,うつわと構造的に結合された光学または写真装置
,H01J  29/90,・,導入線装置，そのための封止
,H01J  29/92,・,電気的接続のため管の部品を形成する手段
,H01J  29/94,・,ガス封入物の材料の選択；管内で所望の圧力を得るかまたは維持する手段，例．ゲッタによるもの
,H01J  29/96,・,管と構造的に結合する１つ以上の回路素子
,H01J  29/98,・,管の特定用途に使用されず，かつ他のどの分類にも属しない回路装置
,H01J  31/00,,陰極線管；電子ビーム管（Ｈ０１Ｊ２５／００，Ｈ０１Ｊ３３／００，Ｈ０１Ｊ３５／００，Ｈ０１Ｊ３７／００が優先；陰極線管または電子ビーム管の細部Ｈ０１Ｊ２９／００）
,H01J  31/02,・,電子線またはビームによって選択的に衝撃され，その上で，それから，またはそれをこえて電子線またはビームが偏向されまたは分散される１つ以上の出力電極を有するもの
,H01J  31/04,・・,１つまたは２つの出力電極のみのあるもの
,H01J  31/06,・・,３つ以上の出力電極のあるもの，例．多切り換えまたは計数のためのもの
,H01J  31/08,・,その上にまたはそこから像またはパターンが形成され，捕捉され，変換され，または蓄積されるスクリーンを有するもの
,H01J  31/10,・・,映像またはパターンを表示する管，すなわち電気的入力と光学的出力を有するもの；走査目的のためのフライングスポット管
,H01J  31/12,・・・,ルミネッセントスクリーンのあるもの
,H01J  31/14,・・・・,マジックアイまたは近似の同調指示器
,H01J  31/15,・・・・,ルミネツセント陽極セグメントへ選択的に照射される光線またはビームを有するもの［３］
,H01J  31/16,・・・・,多数の選択的表示信号のあるマスクを有するもの，例．ニューメロスコープ
,H01J  31/18,・・・・,像が格子状電荷蓄積スクリーン上に電子線またはビームによって書かれ，そしてルミネッセントスクリーンを衝撃する前にこの電子線またはビームがこのスクリーンを通過して影響を与えるもの，例．直視型蓄積管
,H01J  31/20,・・・,２色以上で像やパターンを表示するもの
,H01J  31/22,・・・,立体表示用のもの
,H01J  31/24,・・・,シャッタ操作によって光弁として働くスクリーンのあるもの，例，アイドホール
,H01J  31/26,・・,可視光線の入力と電気出力を有する撮像管（限定された電子ビームなしで光電子放射スクリーンを光線で走査する管Ｈ０１Ｊ４０／２０）
,H01J  31/28,・・・,映像スクリーンを電子線で走査するもの
,H01J  31/30,・・・・,陽極電位としてのスクリーン電位の調整をするもの，例．アイコノスコープ
,H01J  31/32,・・・・・,映像増幅部のある管，例．イメージ・アイコノスコープ，スーパーアイコノスコープ
,H01J  31/34,・・・・,陰極電位としてのスクリーン電位の調整をするもの，例．オルシコン
,H01J  31/36,・・・・・,映像増幅部のある管，例．イメージオルシコン
,H01J  31/38,・・・・・,光導電スクリーンのある管，例．ビディコン
,H01J  31/40,・・・・,出力電極を衝撃する前に電子線が通過し影響される格子状映像膜を有するもの，例．「３極管動作」を有するもの
,H01J  31/42,・・・,固定した探針の後で全体としてあたかも走査してみえるように偏向される複合電子ビームを発生する映像スクリーンをもつもの，例．ファルンスワース撮像管
,H01J  31/44,・・・・,映像増幅部のある管
,H01J  31/46,・・・,映像の色と強度を電気的出力として表わす管
,H01J  31/48,・・・,真空空間にある電子増倍装置によって影響される出力の増幅のある真空管
,H01J  31/49,・・,可視光線以外の電磁放射の入力および電気的出力を有する撮像管，例．Ｘ線入力用，赤外線入力用
,H01J  31/495,・・,音波，超音波または機械的振動の入力および電気的出力を有する撮像管
,H01J  31/50,・・,映像変換または映像増幅管，すなわち光学的，Ｘ線または類似の入力および光学的出力を有するもの
,H01J  31/52,・・・,ルミネッセント出力スクリーンを衝撃する前に電子線またはビームが通過し影響される格子状映像スクリーンを有するもの，すなわち「３極管動作」を有するもの
,H01J  31/54,・・・,電子線またはビームが映像入力スクリーンにより映像出力スクリーン上に反射されるもの
,H01J  31/56,・・・,２色以上の色で映像変換させまた増幅するもの
,H01J  31/58,・・,像または情報パターンの蓄積のためのまたはテレビジョンまたは同様の映像の鮮明度の変換のための管，すなわち電気的入力と電気的出力を有するもの
,H01J  31/60,・・・,スクリーンの分離された表面素子上に電子線を選択的にか連続的にか偏向する手段を有するもの（回路だけのものＨ０１Ｊ２９／９８）
,H01J  31/62,・・・・,分離された読み取り線および書き込み線のあるもの
,H01J  31/64,・・・・・,スクリーンの反対側にあるもの，例．鮮明度の変換のためのもの
,H01J  31/66,・・・,一様な電子ビームの選択された横断面要素のものの全部をスクリーンの対応する素子に到達せしめるための手段を有するもの，例．セレクトロン
,H01J  31/68,・・・,情報パターンが２色以上で表現されるもの
,H01J  33/00,,うつわから電子またはイオンを取り出す設備をもった放電管（粒子加速器Ｈ０５Ｈ）；レナード管
,H01J  33/02,・,細部
,H01J  33/04,・・,窓
,H01J  35/00,,Ｘ線管
,H01J  35/02,・,細部
,H01J  35/04,・・,電極
,H01J  35/06,・・・,陰極
,H01J  35/08,・・・,陽極；対陰極
,H01J  35/10,・・・・,回転陽極；陽極を回転するための装置；冷却される回転陽極
,H01J  35/12,・・・・,冷却される非回転陽極
,H01J  35/14,・・,陰極線を集中，集束または指向する装置
,H01J  35/16,・・,うつわ；容器；それらと結合した遮へい
,H01J  35/18,・・・,窓
,H01J  35/20,・・,ガス封入物の物質の選択；管内に所望の圧力を得るかまたは保持する手段，例．ゲッタによるもの
,H01J  35/22,・,極めて短い時間に極めて大きい電流を流すように特に設計されたもの，例．フラッシュ作動のためのもの
,H01J  35/24,・,陽極または対陰極上で陰極線が衝撃する点がその表面上において可動する管
,H01J  35/26,・・,陽極または対陰極の回転によるもの
,H01J  35/28,・・,陽極または対陰極の振動，揺動，往復運動あるいは旋転斜盤運動によるもの
,H01J  35/30,・・,陰極線の偏向によるもの
,H01J  35/32,・,Ｘ線が，管の末端またはその一部においてまたはその近くで発生される管であって，その管またはその一部を小さい孔または空洞に入れやすくするため小さい横断面をもつもの
,H01J  37/00,,放電にさらされる物体または材料を導入する設備を有する電子管，例，その試験や処理をするためのもの（Ｈ０１Ｊ３３／００，Ｈ０１Ｊ４０／００，Ｈ０１Ｊ４１／００，Ｈ０１Ｊ４７／００，Ｈ０１Ｊ４９／００が優先）［２，５］
,H01J  37/02,・,細部
,H01J  37/04,・・,電極装置および放電を発生しまたは制御するための関連部品，例．電子光学装置，イオン光学装置
,H01J  37/05,・・・,電子またはイオンをそれらのエネルギーに応じて分離するための電子光学的またはイオン光学的装置（粒子分離管Ｈ０１Ｊ４９／００）［３］
,H01J  37/06,・・・,電子源；電子銃
,H01J  37/063,・・・・,ビームを形成するための電極の幾何学的配置［３］
,H01J  37/065,・・・・,銃の構造またはそのための部品（Ｈ０１Ｊ３７／０６７～Ｈ０１Ｊ３７／０７７が優先）［３］
,H01J  37/067,・・・・,銃の部品の取り換え，電極間の相互調整（Ｈ０１Ｊ３７／０７３～Ｈ０１Ｊ３７／０７７が優先；真空封止Ｈ０１Ｊ３７／１８）［３］
,H01J  37/07,・・・・,熱効果または電界，磁界によって生じる有害な影響の除去［３］
,H01J  37/073,・・・・,電界放出，光電子放出，または２次電子放出による電子源を用いる電子銃［３］
,H01J  37/075,・・・・,粒子の衝撃によりまたは照射により，例．レーザにより，熱せられた陰極からの熱電子放出を利用する電子銃［３］
,H01J  37/077,・・・・,電子源としてガスまたは蒸気の放電を利用する電子銃［３］
,H01J  37/08,・・・,イオン源；イオン銃
,H01J  37/09,・・・,ダイヤフラム；電子光学的またはイオン光学的装置と組合わされた遮蔽体，擾乱界の補償［３］
,H01J  37/10,・・・,レンズ
,H01J  37/12,・・・・,静電的なもの
,H01J  37/14,・・・・,磁気的なもの
,H01J  37/141,・・・・・,電磁レンズ［３］
,H01J  37/143,・・・・・,永久磁石レンズ［３］
,H01J  37/145,・・・・,静電レンズと電磁レンズの組合わせ［３］
,H01J  37/147,・・・,希望する通路に沿って放電を直進しまたは偏向するための装置（レンズＨ０１Ｊ３７／１０）［２］
,H01J  37/15,・・・・,電子光学的またはイオン光学的構成体の外部からの機械的調整（Ｈ０１Ｊ３７／０６７，Ｈ０１Ｊ３７／２０が優先）［３］
,H01J  37/153,・・・,像欠陥を補正するための電子光学的またはイオン光学的装置，例．スチグマトール［２］
,H01J  37/16,・・,うつわ；容器
,H01J  37/18,・・,真空封止
,H01J  37/20,・・,物体または材料を支持しまたは位置づける手段；支持体に関連した隔膜壁またはレンズを調節する手段
,H01J  37/21,・・,焦点を調整するための手段［２］
,H01J  37/22,・・,管と関連した光学または写真装置
,H01J  37/24,・・,管の特定用途に使用されず，かつ他のどの分類にも属しない回路装置
,H01J  37/244,・・,検出器；関連の構成要素またはそのための回路［３］
,H01J  37/248,・・,高電圧共給と組合わせられた構成要素［３］
,H01J  37/252,・,電子またはイオンによるスポット分析のための管；マイクロアナライザー［３］
,H01J  37/256,・・,走査ビームを用いるもの［３］
,H01J  37/26,・,電子またはイオン顕微鏡；電子またはイオン回折管［２］
,H01J  37/27,・・,陰影顕微鏡［３］
,H01J  37/28,・・,走査ビームを有するもの
,H01J  37/285,・・,放射型顕微鏡，例．電界放射型顕微鏡［２］
,H01J  37/29,・・,反射型顕微鏡［２］
,H01J  37/295,・・,電子またはイオン回折管［２］
,H01J  37/30,・,物体の局所的な処理のための電子ビームまたはイオンビーム管
,H01J  37/301,・・,相違する圧力領域間を通過するビームを得るための装置［３］
,H01J  37/302,・・,外部情報による管の制御，例．プログラム制御（Ｈ０１Ｊ３７／３０４が優先）［３］
,H01J  37/304,・・,物体からの情報，例．訂正信号，による管の制御［３］
,H01J  37/305,・・,鋳造する，溶かす，脱水するまたはエッチングするためのもの［２］
,H01J  37/31,・・,切断または穴あけのためのもの［２］
,H01J  37/315,・・,溶接するためのもの［２］
,H01J  37/317,・・,物体の特性をかえるためのものまたはその上に薄層を形成するためのもの，例．イオン注入（Ｈ０１Ｊ３７／３６が優先）［３］
,H01J  37/32,・,ガス入り放電管（放電によって加熱されるものＨ０５Ｂ）
,H01J  37/34,・・,陰極スパッタをともなって動作するもの（Ｈ０１Ｊ３７／３６が優先）［３］
,H01J  37/36,・・,放電部へ導入された，例．蒸発によって導入された，物質のイオンでメッキする間に表面をきれいにするためのもの［３］
,H01J  40/00,,ガスの電離を含まない光電管（Ｈ０１Ｊ４９／００が優先）［３］
,H01J  40/02,・,細部［３］
,H01J  40/04,・・,電極［３］
,H01J  40/06,・・・,光電子放出陰極［３］
,H01J  40/08,・・,放電を制御するための磁気的手段［３］
,H01J  40/10,・・,ガス封入物の物質の選択［３］
,H01J  40/12,・・,管と構造的に結合する１つ以上の回路要素［３］
,H01J  40/14,・・,管の特定用途に使用されず，かつ他に分類されない回路装置［３］
,H01J  40/16,・,光電子放出陰極をもつもの，例．アルカリ光電池（２次電子放出動作のあるものＨ０１Ｊ４３／００）［３］
,H01J  40/18,・・,管の感度に影響を与えるルミネッセント被覆を有するもの，例．入力波長を変換することによるもの［３］
,H01J  40/20,・・,光電子放出スクリーンを光線が走査するもの［３］
,H01J  41/00,,ガスの圧力を測定するための放電管およびそれに不可欠な手段；イオンの拡散により排気するための放電管
,H01J  41/02,・,ガスの圧力を測定するための放電管およびそれに不可欠な手段［２］
,H01J  41/04,・・,熱電子陰極による電離を用いるもの［２］
,H01J  41/06,・・,冷陰極による電離を用いるもの［２］
,H01J  41/08,・・,放射性物質による電離を用いるもの，例．アルファトロン［２］
,H01J  41/10,・・,粒子分光型のもの（粒子分光器一般Ｈ０１Ｊ４９／００）［２］
,H01J  41/12,・,イオンの拡散により排気するための放電管，例．イオンポンプ，ゲッターイオンポンプ［２］
,H01J  41/14,・・,熱電子陰極による電離を用いるもの［２］
,H01J  41/16,・・・,ゲッター物質を用いるもの［２］
,H01J  41/18,・・,冷陰極による電離を用いるもの［２］
,H01J  41/20,・・・,ゲッター物質を用いるもの［２］
,H01J  43/00,,二次電子放出管；電子増幅管（動的電子増幅管Ｈ０１Ｊ２５／７６）
,H01J  43/02,・,内部において１つまたはいくつかの電極が２次電子放出電極であるような管
,H01J  43/04,・,電子増倍器
,H01J  43/06,・・,電極装置
,H01J  43/08,・・・,陰極装置（光電陰極の構造Ｈ０１Ｊ４０／０６，Ｈ０１Ｊ４０／１６，Ｈ０１Ｊ４７／００，Ｈ０１Ｊ４９／０８）
,H01J  43/10,・・・,２次電子放出電極（Ｈ０１Ｊ４３／２４，Ｈ０１Ｊ４３／２６が優先）
,H01J  43/12,・・・,陽極装置
,H01J  43/14,・・・,磁界による電子ビームの制御
,H01J  43/16,・・・,事実上１つの２次電子放出電極を用いている電極装置
,H01J  43/18,・・・,事実上２つ以上の２次電子放出電極を用いている電極装置
,H01J  43/20,・・・・,板状の材料で構成された２次電子放出電極，例．平板，曲板
,H01J  43/22,・・・・,電子浸透材料で構成された２次電子放出電極，例．箔，格子，管，ベニス風すだれ
