インデキシングフラグ,記号,ドット,タイトル
,G01D   5/38,・・・・・,回折格子によるもの
,G01D   5/39,・・,測定値の可視指示を走査し，遠隔地点で，例．陰極線管のスクリーンに，この指示を再生するもの
,G01D   5/40,・・,特に赤外線の使用に適したもの
,G01D   5/42,・,流体式手段を使用するもの
,G01D   5/44,・・,流体の噴射によるもの
,G01D   5/46,・・・,流れの偏向または抑制によるもの
,G01D   5/48,・,波または粒子放射による手段を使用するもの（Ｇ０１Ｄ５／２６が優先）
,G01D   5/50,・・,放射線源をそなえたもの
,G01D   5/52,・・・,計数管で検知するもの
,G01D   5/54,・,グループＧ０１Ｄ５／０２，Ｇ０１Ｄ５／１２，Ｇ０１Ｄ５／２６，Ｇ０１Ｄ５／４２およびＧ０１Ｄ５／４８のうち２以上に分類される手段を使用するもの
,＜注＞,,優先適用される他のグループを選択できない場合にのみ，このグループに分類する。
,,,２以上の手段の組合せの分類については，サブグループ５／５６－５／６２のうち適用可能の最初のものがその他のグループに優先する。
,G01D   5/56,・・,電気的または磁気的手段を使用するもの
,G01D   5/58,・・,光学的手段を使用するもの，すなわち，赤外線，可視光線または紫外線を利用するもの
,G01D   5/60,・・,流体式手段を使用するもの
,G01D   5/62,・・,５／５８に包含されない波または粒子放射による手段を使用するもの
,G01D   7/00,,測定値の指示
,G01D   7/02,・,２以上の変量値の同時指示
,G01D   7/04,・・,各変量にそれぞれ指示素子を用いるもの
,G01D   7/06,・・・,共通スクリーンへの光学的指示
,G01D   7/08,・・,２以上の変量に共通の指示素子を用いるもの
,G01D   7/10,・・・,同形式の指示を与えるもの
,G01D   7/12,・,計器の指示値の音響的指示，例．盲人用［２］
,G01D   9/00,,測定値の記録
,G01D   9/02,・,単一の変量について１種または複数の記録をするもの
,G01D   9/04,・・,多重記録または切換記録によるもの
,G01D   9/06,・・・,多重記録，例．複製
,G01D   9/08,・・・・,図的記録と数値的記録とをともに与えるもの
,G01D   9/10,・・,変量にしたがって動作する記録素子，例．ペン，および時間にしたがって動作する記録媒体，例．紙ロール
,G01D   9/12,・・・,事象の連続記録
,G01D   9/14,・・・・,記録される変量の大きさにしたがって記録媒体を変速する装置を備えたもの
,G01D   9/16,・・・,事象の間欠記録，例．打杆によるもの
,G01D   9/18,・・・・,変量値の変化のみにより動作する記録素子
,G01D   9/20,・・,時間にしたがって動作する記録素子，例．ペン，および変量にしたがって動作する記録媒体，例．紙ロール
,G01D   9/22,・・・,事象の連続記録
,G01D   9/24,・・・,事象の間欠記録，例．打杆によるもの
,G01D   9/26,・・,記録素子，例．ペン，または記録媒体，例．紙ロール，の何れかが，時間と変量の両者により動作するもの
,G01D   9/28,・,２以上の異なる変量値についてそれぞれを１種または多種の記録をするもの（Ｇ０１Ｄ９／３８，Ｇ０１Ｄ９／４０が優先）
,G01D   9/30,・・,各変量に対して記録素子が別々にあるもの，例．多ペン型記録計
,G01D   9/32,・・,２以上の変量に共通の記録素子のあるもの
,G01D   9/34,・・・,変量が一定の順序で記録されるもの
,G01D   9/36,・・・・,別々の記録欄に記録するもの
,G01D   9/38,・,ある変量に応じて記録素子，例．ペン，を動作させ，他の変量に応じて記録媒体，例．紙ロールを，動作させることにより１種または多種の記録をするもの
,G01D   9/40,・,２以上の変量に応じて記録素子，例．ペン，または記録媒体，例．紙ロール，のいずれかを動作させることにより１種または多種の記録をするもの
,G01D   9/42,・,写真的手段による測定器の，例．カウンターの，指示の記録
,G01D  11/00,,特に特定の変量に適用されない測定装置の構成部品（Ｇ０１Ｄ１３／００，Ｇ０１Ｄ１５／００優先）
,G01D  11/02,・,可動部の軸受，または懸吊
,G01D  11/04,・・,ナイフエッジ軸受
,G01D  11/06,・・,帯懸吊または糸条懸吊，例．張力の
,G01D  11/08,・,可動部の平衡をとるための素子
,G01D  11/10,・,部品の運動を制動するための素子
,G01D  11/12,・・,流体制動を用いたもの
,G01D  11/14,・・,電磁制動を用いたもの
,G01D  11/16,・,部品を制止する，または部品の運動を妨げる，ための素子，例．指針の帰零用（不使用時における可動部品の係止Ｇ０１Ｄ１１／２０）
,G01D  11/18,・・,スプリング（Ｇ０１Ｄ１１／０６が優先）
,G01D  11/20,・,不使用時に可動部を係止する装置
,G01D  11/22,・・,自動的に作用するもの
,G01D  11/24,・,計器箱
,G01D  11/26,・・,窓；カバーガラス；その密閉
,G01D  11/28,・,構造的に結合した照明装置
,G01D  11/30,・,計器に特に適合した支持装置；計器のセットに特に適合した支持装置
,G01D  13/00,,特に特定の変量に適用されない測定装置用指示器の構成部品
,G01D  13/02,・,目盛板；ダイヤル
,G01D  13/04,・・,構造
,G01D  13/06,・・・,可動帯（Ｇ０１Ｄ１３／１０が優先）
,G01D  13/08,・・・,回転筒（Ｇ０１Ｄ１３／１０が優先）
,G01D  13/10,・・・,調整できる目盛のあるもの；補助目盛のあるもの，例．副尺
,G01D  13/12,・・,目盛
,G01D  13/14,・・・,３６０度以上の回転のためのもの
,G01D  13/16,・・・,鋸歯状に目盛線をもつもの
,G01D  13/18,・・・,長短の目盛線をもつもの
,G01D  13/20,・・・,発光性の目盛線をつけたもの
,G01D  13/22,・,指針，例．設定指針
,G01D  13/24,・・,最大または最小を指示するためのもの
,G01D  13/26,・・,さらに別の作用を行なうために適合したもの，例．電気接点を作動するもの
,G01D  13/28,・・,発光性を帯びたもの
,G01D  15/00,,特に特定の変量に適用されない測定装置用記録装置の構成部品
,G01D  15/02,・,記録体表面を機械的に変形させるかまたは記録体表面に穴をあけるスタイラスまたは他の記録素子（プリンティング記録素子Ｇ０１Ｄ１５／２０）
,G01D  15/04,・・,記録体表面にパンチするもの
,G01D  15/06,・,電気的記録素子，例．電解質のもの
,G01D  15/08,・・,放電破壊用
,G01D  15/10,・,感熱記録層に作用する熱記録素子
,G01D  15/12,・,磁気的記録素子
,G01D  15/14,・,光学的記録素子；Ｘ線または放射線を用いた記録素子
,G01D  15/16,・,記録体表面に記録剤，例．インキ，を移す記録素子（プリンティング記録素子Ｇ０１Ｄ１５／２０）
,G01D  15/18,・・,記録剤をノズルから噴射するもの
,G01D  15/20,・,インキを用いてプリントするか記録体表面の変形または穴あけによってプリントするための記録素子，例．エンボス加工
,G01D  15/22,・,記録素子を記録体表面に接触させるための打杆
,G01D  15/24,・,５／００に包含されない記録素子または記録体表面のための駆動
,G01D  15/26,・・,時計機構により動作するもの
,G01D  15/28,・,記録体表面の保持手段；記録体表面の案内手段；記録体表面の取替え手段
,G01D  15/30,・・,折りたたみ式帯状記録紙用
,G01D  15/32,・・,円形記録紙用
,G01D  15/34,・,記録体表面
,G01D  18/00,,グループＧ０１Ｄ１／００からＧ０１Ｄ１５／００に分類された装置の試験または較正
,G01D  21/00,,他に分類されない測定または試験
,G01D  21/02,・,単一の他のサブクラスに包含されない手段による２以上の変量の測定
,G01F,,体積，体積流量，質量流量，または液位の測定；体積による測定［２，５］
,＜注＞,,クラスＧ０１のタイトルに続く注に注意すること。
,＜索引＞,,体積の測定　１７／００，１９／００，２２／００
,,,体積流量の測定
,,,連続流量におけるもの；不連続流におけるもの；流量の比例によるもの　１／００；３／００；５／００
,,,多数の測定範囲をもつもの　７／００
,,,他量との比較によるもの　９／００
,,,レベル指示計　２３／００
,,,体積による計量　１１／００，１３／００
,,,細部，付属品　１５／００
,,,試験，較正　２５／００
,,,体積流量の測定
,G01F   1/00,,流体が連続流で計器を通過するときの流体もしくは流動性固体の体積流量または質量流量の測定（体積流量の比例の測定Ｇ０１Ｆ５／００［２］
,＜注＞,,グループ１／７０４から１／７６はグループ１／０５から１／６８に優先する。［２］
,G01F   1/05,・,機械的な効果を使用するもの［２］
,G01F   1/06,・・,接線式の回転翼を使用するもの［２］
,G01F   1/07,・・・,指示装置と機械的結合をもつもの［２］
,G01F   1/075,・・・,指示装置と磁気的または電気的結合をもつもの［２］
,G01F   1/08,・・・,そのための調整，補正または補償手段［２］
,G01F   1/10,・・,軸流式の回転翼を使用するもの［２］
,G01F   1/11,・・・,指示装置と機械的結合をもつもの［２］
,G01F   1/115,・・・,指示装置と磁気的または電気的結合をもつもの［２］
,G01F   1/12,・・・,そのための調整，補正または補償手段
,G01F   1/20,・・,流体流量の力学的効果を検出することによるもの［２］
,G01F   1/22,・・・,面積流量計［２］
,G01F   1/24,・・・・,指示装置と磁気的または電気的結合をもつもの［２］
,G01F   1/26,・・・・,弁型のもの［２］
,G01F   1/28,・・・,牽引力によるもの，例．ベーン型または衝撃式流量計［２］
,G01F   1/30,・・・・,流動性固体用［２］
,G01F   1/32,・・・,渦型流量計，例．カルマン渦を用いるもの［２］
,G01F   1/34,・・,圧力または差圧測定によるもの［２］
,G01F   1/36,・・・,圧力または差圧が絞りを用いることにより作られるもの［２］
,G01F   1/37,・・・・,圧力または差圧が連通管または可動液面を伴なう槽によって測定されるもの，例．Ｕ字管によるもの［２］
,G01F   1/38,・・・・,圧力または差圧が可動部材によって測定されるもの，例．ダイアフラム，ピストン，ブルドン管または可撓性のカプセル［２］
,G01F   1/40,・・・・,流れ絞り装置の構造の細部［２］
,G01F   1/42,・・・・・,オリフィスまたはノズル［２］
,G01F   1/44,・・・・・,ベンチュリー管［２］
,G01F   1/46,・・・・・,ピトー管［２］
,G01F   1/48,・・・,圧力または差圧が毛細管部材によって作られるもの［２］
,G01F   1/50,・・・,補正または補償手段［２］
,G01F   1/52,・・,流体流の揚力による液面の高さを測定することによるもの［２］
,G01F   1/54,・・,流れによって導びかれ，そして動かされる鎖，可撓性の帯またはワイヤーの手段によるもの［２］
,G01F   1/56,・,電気的または磁気的な効果を使用するもの（Ｇ０１Ｆ１／６６が優先）［２］
,G01F   1/58,・・,電磁流量計［２］
,G01F   1/60,・・・,そのための回路［２］
,G01F   1/64,・・,流体流中を流れる電流を測定することによるもの；流体流によって生じる電位を測定することによるもの，例．電気化学的な，接触，または摩擦効果によるもの（Ｇ０１Ｆ１／５８が優先）［２］
,G01F   1/66,・,電磁波または他の波の周波数，位相変化，伝播時間を測定することによるもの，例．超音波流量計［２］
,G01F   1/68,・,熱的効果を使用するもの［２］
,G01F   1/684,・・,構造配置；素子の取付け，例．流体流量に関連しているもの［６］
,G01F   1/688,・・・,加熱，冷却または感知要素の特殊な型式を用いるもの［６］
,G01F   1/69,・・・・,抵抗型の［６］
,G01F   1/692,・・・・・,薄膜構造［６］
,G01F   1/696,・・,そのための回路，例．定電流流量メーター［６］
,G01F   1/698,・・・,帰還回路または再平衡回路，例．自己加熱定温流量メーター［６］
,G01F   1/699,・・・・,別個の加熱または冷却要素の制御によるもの［６］
,G01F   1/704,・,流体流中にマークした領域または存在する不均一性，例．統計的に流体パラメーターに生ずる変化，を用いるもの（Ｇ０１Ｆ１／７６，Ｇ０１Ｆ２５／００が優先）［４］
,G01F   1/708,・・,一定距離を走行する時間を測定するもの［４］
,G01F   1/712,・・・,自己相関検出手段または相互相関検出手段を使用するもの［４］
,G01F   1/716,・・・,電子常磁性共鳴（ＥＰＲ）または核磁気共鳴（ＮＭＲ）を用いるもの［４］
,G01F   1/72,・,脈動する流体流を測定するための装置［２］
,G01F   1/74,・,他の流体中に浮遊している流体の流量または流動性固体の流量を測定するための装置［２］
,G01F   1/76,・,流体または流動性固体の質量流量を測定するための装置［２］
,G01F   1/78,・・,直接的質量流量計［２］
,G01F   1/80,・・・,回転運動が得られるところの流体の流れの圧力，力，運動量または周波数を測定することによって作動するもの［２］
,G01F   1/82,・・・・,翼車の如き駆動される回転輪と，弾性部材，例．バネ部材，によって角度的に制動された一つもしくはそれ以上の回転輪または可動素子を測定装置として用いるもの［２］
,G01F   1/84,・・・・,コリオリ式またはジャイロスコープ式質量流量計［２］
,G01F   1/86,・・,間接的質量流量計，例．体積流量と密度，温度または圧力を測るもの［２］
,G01F   1/88,・・・,体積流量を決定するために差圧測定を行なうもの［２］
,G01F   1/90,・・・,体積流量を決定するために正の変位計またはタービンメータを用いるもの［２］
,G01F   3/00,,流れにより駆動される計器で，その計器を流体が連続してかつ幾分かの量あてに隔離されて通過するときの流体または流動性固体の体積流量の測定（体積流量の比例の測定Ｇ０１Ｆ５／００）
,G01F   3/02,・,測定中に膨張または収縮する測定室をもつもの
,G01F   3/04,・・,堅い可動壁をもつもの
,G01F   3/06,・・・,ハウジング内で流体密なまたは実質的に流体密な方法で回転する要素からなるもの
,G01F   3/08,・・・・,ロータリーピストンまたはリングピストン型流量計
,G01F   3/10,・・・・,歯車型または突子型流量計
,G01F   3/12,・・・・,章動素子，例．円板，をもつ流量計
,G01F   3/14,・・・,往復運動，例．回転体における往復運動，ピストンから成るもの
,G01F   3/16,・・・・,静止シリンダにおけるもの
,G01F   3/18,・・・・・,複数のシリンダを含むもの
,G01F   3/20,・・,可撓性可動壁，例．ダイヤフラム，ベローズ，をもつもの
,G01F   3/22,・・・,ガス用
,G01F   3/24,・,作動中動く測定室をもつもの（湿式ガスメータＧ０１Ｆ３／３０）
,G01F   3/26,・・,傾斜流量計
,G01F   3/28,・・,測定室中の液体の重量によって回転する運搬体によるもの
,G01F   3/30,・,湿式ガスメータ
,G01F   3/32,・・,液体中で回転または章動する仕切りをつけられたドラムからなるもの
,G01F   3/34,・・,液体中で往復運動するベルからなるもの
,G01F   3/36,・,測定中に一定体積を有し静止した測定室をもつもの（測定中に膨張または収縮する測定室をもつものＧ０１Ｆ３／０２）
,G01F   3/38,・・,ただ一つの測定室をもつもの
,G01F   5/00,,体積流量比の測定
,G01F   7/00,,複数の測定範囲をもつ体積流量測定装置；複合流量計
,G01F   9/00,,他の変量と関連した体積流量の測定，例．エンジン用液体燃料の
,G01F   9/02,・,他の変量が車の速度であるもの
,,,体積による計量
,G01F  11/00,,供給物または容器から所定容量の流体または流動性固体を，重量には関係なく，くりかえされる同一の操作のそれぞれにおいて測定し分離し旦つそれを送り出すために適応した外的操作部材を必要とする装置
,G01F  11/02,・,測定中に膨張または収縮する測定室をもつもの
,G01F  11/04,・・,フリーピストン型のもの
,G01F  11/06,・・・,ピストンの行程を変える装置をもつもの
,G01F  11/08,・・,ダイヤフラムまたはベローズ型のもの
,G01F  11/10,・,作動中に動く測定室をもつもの
,G01F  11/12,・・,弁形式のもの，すなわち流体密または粉体密な運動によってなされる分離（供給容器の傾斜または転倒を含むものＧ０１Ｆ１１／２６）
,G01F  11/14,・・・,測定室が往復運動するもの
,G01F  11/16,・・・・,液体または半液体用
,G01F  11/18,・・・・,流動性固体用
,G01F  11/20,・・・,測定室が回転または振動するもの
,G01F  11/22,・・・・,液体または半液体用
,G01F  11/24,・・・・,流動性固体用
,G01F  11/26,・・,供給容器を傾斜または転倒することによって測定室が満たされ空にされるもの，例．びんを空にする装置
,G01F  11/28,・,測定中に一定容積を有し，静止した測定室をもつもの
,G01F  11/30,・・,リフトまたはプラグリフト型の供給弁および排出弁をもつもの
,G01F  11/32,・・・,液体または半液体用
,G01F  11/34,・・・,流動性固体用
,G01F  11/36,・・,直線的に動く摺動型の供給または排出弁をもつもの
,G01F  11/38,・・・,液体または半液体用
,G01F  11/40,・・・,流動性固体用
,G01F  11/42,・・,回転または振動型の供給弁または排出弁をもつもの
,G01F  11/44,・・・,液体または半液体用
,G01F  11/46,・・・,流動性固体用
,G01F  13/00,,前述のグループに分類されないもので流体または流動性固体を体積により測定しまたは供給する装置
,,,＜見出し終了＞
,G01F  15/00,,細部または器具がこのような装置の特殊な型に適合しないグループＧ０１Ｆ１／００～Ｇ０１Ｆ１３／００の装置の細部または付属品
,G01F  15/02,・,圧力，密度，または温度の変化に対する補償または補正
,G01F  15/04,・・,被測定ガスの
,G01F  15/06,・,指示または記録装置，例．遠隔指示用
,G01F  15/07,・,全流量を与えるための積算，例．機械的に操作される積算機構を用いるもの［２］
,G01F  15/075,・・,電気的に操作される積算手段を用いるもの［２］
,G01F  15/08,・,液体用計器と結合した空気またはガス分離器；ガスメータと結合した液体分離器
,G01F  15/10,・,凍結または過不足な圧力による損害を予防すること
,G01F  15/12,・,清掃装置；フイルタ
,G01F  15/14,・,ケーシング，例．特殊物質の
,G01F  15/16,・,ダイヤフラム；ベローズ；その取付け
,G01F  15/18,・,計器用の支持または接続手段
,,,体積測定
,G01F  17/00,,容器または中空体の容積，または固体の体積の測定のための方法または装置（体積を測定するために寸法を測定することＧ０１Ｂ）
,G01F  19/00,,流体または流動性固体のための目盛による容積測定器，例．計量カップ
,G01F  22/00,,他に分類されない流体または流動性固体の体積を測定するための方法または装置［５］
,G01F  22/02,・,圧力測定を含むもの［５］
,,,レベル指示器
,G01F  23/00,,液位または流動性固体のレベルの指示または測定，例．体積による指示，警報器による指示
,G01F  23/02,・,被測定レベルまたは液体の主要部分と自由に連通している液柱のレベルを直接観察するための窓または透明管を含んでいるゲージグラスまたは他の装置によるもの
,G01F  23/04,・,浸漬素子，例．浸漬棒，によるもの
,G01F  23/14,・,圧力測定によるもの
,G01F  23/16,・・,機械的または流体的手段によって操作される指示，記録または警報装置，例．伝達素子としてのガス，水銀，またはダイヤフラムを使用するもの，または液柱によるもの
,G01F  23/18,・・,電気的に操作される指示，記録または警報装置
,G01F  23/20,・,重量測定によるもの，例．貯蔵液化ガスのレベル測定のためのもの
,G01F  23/22,・,被測定レベルによって定まる直線寸法，圧力または重量以外の物理的変量の測定によるもの，例．蒸気または水の熱伝達の差異によるもの（うきの使用を含むものＧ０１Ｆ２３／３０）
,G01F  23/24,・・,導電性流体と接触することによる抵抗器の抵抗変化の測定によるもの
,G01F  23/26,・・,電場または電磁場における液体または流動性固体の存在に起因するキャパシタまたはインダクタの容量または誘導係数の変化の測定によるもの
,G01F  23/28,・・,液体または流動性固体に直接当てられた電磁波または音波のパラメータの変化の測定によるもの［６］
,G01F  23/284,・・・,電磁波［６］
,G01F  23/288,・・・・,Ｘ線；ガンマ線［６］
,G01F  23/292,・・・・,光［６］
,G01F  23/296,・・・,音波［６］
,G01F  23/30,・,うきによるもの［４］
,G01F  23/32,・・,回転アームまたは他のピボットで支えうる伝達要素を用いるもの［４］
,G01F  23/34,・・・,機械的に作動される指示手段を用いるもの［４］
,G01F  23/36,・・・,電気的に作動される指示手段を用いるもの［４］
,G01F  23/38,・・・,磁気的に作動される指示手段を用いるもの［４］
,G01F  23/40,・・,伝達要素としてバンドまたはワイヤを用いるもの［４］
,G01F  23/42,・・・,機械的に作動される指示手段を用いるもの［４］
,G01F  23/44,・・・,電気的に作動される指示手段を用いるもの［４］
,G01F  23/46,・・・,磁気的に作動される指示手段を用いるもの［４］
,G01F  23/48,・・,伝達要素としてねじれスピンドルを用いるもの［４］
,G01F  23/50,・・・,機械的に作動される指示手段を用いるもの［４］
,G01F  23/52,・・・,電気的に作動される指示手段を用いるもの［４］
,G01F  23/54,・・・,磁気的に作動される指示手段を用いるもの［４］
,G01F  23/56,・・,伝達要素として，うきに固着されてこれとともに直線的に動く要素を用いるもの［４］
,G01F  23/58,・・・,機械的に作動される指示手段を用いるもの［４］
,G01F  23/60,・・・,電気的に作動される指示手段を用いるもの［４］
,G01F  23/62,・・・,磁気的に作動される指示手段を用いるもの［４］
,G01F  23/64,・・,自由なうきの形式よりなるもの［４］
,G01F  23/66,・・・,機械的に作動される指示手段を用いるもの［４］
,G01F  23/68,・・・,電気的に作動される指示手段を用いるもの［４］
,G01F  23/70,・・・・,離れた点においてのみレベルの変化を感知するもの［４］
,G01F  23/72,・・・,磁気的に作動される指示手段を用いるもの［４］
,G01F  23/74,・・・・,離れた点においてのみレベルの変化を感知するもの［４］
,G01F  23/76,・・,うきの構造によって特徴づけられるもの［４］
,,,＜見出し終了＞
,G01F  25/00,,体積，体積流量，もしくは液位を測定するための，または体積によって計量するための装置の試験または較正
,G01G,,重量測定
,＜注＞,,クラスＧ０１のタイトルに続く注に注意すること。
,＜索引＞,,使用する手段に特徴のある重量測定装置
,,,機械的　１／００，３／００
,,,流体的　５／００
,,,電気的，磁気的　７／００
,,,その他　９／００
,,,特殊な性質をもつ負荷の重量測定によって特徴づけられた重量測定装置，またはこれに適した重量測定装置　１１／００～１９／００
,,,細部　２１／００
,,,補助装置　２３／００
,G01G   1/00,,平衡おもりまたは他の平衡用重量物の使用を含む重量測定装置
,G01G   1/02,・,振り子装置
,G01G   1/04,・・,固定されたピボット軸をもつ振り子
,G01G   1/06,・・・,複数の振り子をもつもの
,G01G   1/08,・・,移動ピボット軸をもつ振り子，例．浮遊振り子
,G01G   1/10,・・・,複数の振り子をもつもの
,G01G   1/12,・・,等間隔指示目盛を得るための構造上の配列
,G01G   1/14,・・,温度補償装置
,G01G   1/16,・・,すえ付け傾斜を補正する手段
,G01G   1/18,・,ピボットで支えられたさおの使用を含む天びん，すなわちさお天びん
,G01G   1/20,・・,さおの下で支えられるはかり皿をもち，分離した平衡おもりを使用するさお天びん
,G01G   1/22,・・・,精密重量測定用
,G01G   1/24,・・,台ばかり，すなわちさお上に支えられたはかり皿をもつもの
,G01G   1/26,・・,連合されたまたは組になった平衡おもりをもつもの
,G01G   1/28,・・・,負荷に相応する平衡おもりを自動的に持上げる手段を含むもの
,G01G   1/29,・・・・,電気的または電気機械的制御手段をもつもの［３］
,G01G   1/30,・・・,平衡おもりが鎖状のもの
,G01G   1/32,・・・,平衡おもりがライダー状のもの
,G01G   1/34,・・・,固定された平衡おもりを含み，負荷側に選択的に加えられる平衡おもりをもつもの
,G01G   1/36,・・・,平衡おもりがさお上を摺動できるもの，例．さおばかり
,G01G   1/38,・・・・,自動的に操作される平衡おもりをもつもの
,G01G   1/40,・・,置換法による重量測定のための特に適合したもの
,G01G   1/42,・・,温度補償装置
,G01G   3/00,,弾性変形部材の使用によって特徴づけられた重量測定装置，例．ばねばかり
,G01G   3/02,・,つるまきばねを重量測定要素とするもの
,G01G   3/04,・・,複数のばねを用いるもの
,G01G   3/06,・,うず巻きばねを重量測定要素とするもの
,G01G   3/08,・,板ばねを重量測定要素とするもの
,G01G   3/10,・,重量測定要素のねじり変形を測定するもの
,G01G   3/12,・,圧縮または引張を受ける固体を重量測定要素とするもの
,G01G   3/13,・・,圧電または圧電抵抗の特性をもつもの［３］
,G01G   3/14,・・,電気抵抗変化を測定するもの（Ｇ０１Ｇ３／１３が優先）［３］
,G01G   3/142,・・・,それに特に適合した回路［３］
,G01G   3/145,・・・・,参照値との比較を伴うもの（Ｇ０１Ｇ３／１４７が優先）［３］
,G01G   3/147,・・・・,デジタル計数を伴うもの［３］
,G01G   3/15,・・,磁気的性質の変化を測定するもの
,G01G   3/16,・・,固体の振動周波数の変化を測定するもの
,G01G   3/18,・,温度補償装置
,G01G   5/00,,流体作用により平衡する重量測定装置
,G01G   5/02,・,フロートまたは他の液中に可変的に浸漬された部材をもつもの
,G01G   5/04,・,液体が負荷から受ける圧力を測定する手段をもつもの
,G01G   5/06,・・,電気的指示手段を使用するもの［３］
,G01G   7/00,,磁気的，電磁気的，または静電的作用，またはグループＧ０１Ｇ１／００～Ｇ０１Ｇ５／００に分類されない手段により平衡する重量測定装置
,G01G   7/02,・,電磁気的作用によるもの
,G01G   7/04,・・,ソレノイドの電流を調節する手段
,G01G   7/06,・,静電的作用によるもの
,G01G   9/00,,グループＧ０１Ｇ１／００～Ｇ０１Ｇ７／００に分類されない重量決定の装置または方法
,G01G  11/00,,移動中の材料の連続した流れの重量を測定する装置；コンベヤーベルトばかり
,G01G  11/02,・,機械的重量感知装置をもつもの
,G01G  11/04,・,電気的重量感知装置をもつもの
,G01G  11/06,・,流体重量感知装置をもつもの
,G01G  11/08,・,供給または排出の割合を制御する手段をもつもの
,G01G  11/10,・・,ベルト上の材料の高さ制御によるもの
,G01G  11/12,・・,ベルトの速度制御によるもの
,G01G  11/14,・,合計または積分装置を用いるもの
,G01G  11/16,・・,電気的または電子的装置であるもの［３］
,G01G  11/18,・・・,デジタル計数を用いるもの［３］
,G01G  11/20,・・,機械的装置であるもの［３］
,G01G  13/00,,材料の定量取出しのために自動的な供給または排出をする重量測定装置（連続した流れの重量測定用Ｇ０１Ｇ１１／００；検量Ｇ０１Ｇ１５／００；流体用Ｇ０１Ｇ１７／０４；混合される材料を重量により配分するものＧ０１Ｇ１９／２２；組合わせの重量測定Ｇ０１Ｇ１９／３８７）［５］
,G01G  13/02,・,重量測定機構の制御の下にはかり皿または他の容器，例．包装容器，に自動的に負荷する手段
,G01G  13/04,・・,容器中に材料が目標重量になるように，重量測定機構によって制御される少量供給手段を含むもの
,G01G  13/06,・・・,主供給がホッパーまたはシュートからの重力により行われるもの
,G01G  13/08,・・・,主供給が機械的運搬手段，例．ベルトコンベヤー，振動コンベヤー，により行われるもの
,G01G  13/10,・・・,主供給が空気式運搬手段によるもの，例．粒状物の流体化供給によるもの
,G01G  13/12,・・,停止時に落下中の材料，すなわち重量測定器が供給器を停止した時点で供給器から落下しつつある材料，の補償装置
,G01G  13/14,・・,無負荷容器，例．包装容器，の風袋を決定または補正する装置
,G01G  13/16,・,重量測定機構による制御の下に重量測定容器から自動的に排出する手段
,G01G  13/18,・・,容器底部のバルブまたはフラップによるもの
,G01G  13/20,・・,重量測定容器中のスクリューコンベヤーによるもの
,G01G  13/22,・・,容器の回転または傾斜によるもの
,G01G  13/24,・,自動供給または排出のための重量測定機構の制御装置
,G01G  13/26,・・,流体圧力系を含むもの
,G01G  13/28,・・,容器の負荷または排出を制御するために用いられる電気的変量の変化を含むもの
,G01G  13/285,・・・,参照値との比較を伴うもの（Ｇ０１Ｇ１３／２９が優先）［３］
,G01G  13/29,・・・,デジタル計数を伴うもの［３］
,G01G  13/295,・・・,容器に自動的に負荷することを制御するためのもの［３］
,G01G  13/30,・・,リミットスイッチまたは位置感知スイッチを含むもの
,G01G  13/32,・・・,光電装置を含むもの
,G01G  13/34,・・,重量測定機構により作動されるリンク機構を含むもの
,G01G  15/00,,移動容器に分配された材料の検量装置
,G01G  15/02,・,要求される正味重量を得るために材料の必要量を加減する手段をもつもの（自動バッチばかりの少量供給手段Ｇ０１Ｇ１３／０４）
,G01G  15/04,・,要求される風袋込みの重量を得るために材料の必要量を加減する手段をもつもの（自動バッチばかりの少量供給手段Ｇ０１Ｇ１３／０４）
,G01G  17/00,,特殊な形状または性質の材料の重量を測定する装置または方法（体積を計ることにより重量を決定するものＧ０１Ｆ）
,G01G  17/02,・,繊維状またはシート状の材料の重量を測定するもの
,G01G  17/04,・,流体の重量を測定するもの，例．ガス，糊状物
,G01G  17/06,・・,供給または排出を制御する手段をもつもの
,G01G  17/08,・,家畜の重量測定用
,G01G  19/00,,グループＧ０１Ｇ１１／００～Ｇ０１Ｇ１７／００に分類されない特殊な目的に適応される重量測定装置または方法
,G01G  19/02,・,車輪の附いたまたは回転する物体，例．車両，の重量を測定するもの
,G01G  19/03,・・,移動中に重量測定するためのもの（Ｇ０１Ｇ１９／０４，Ｇ０１Ｇ１９／０７が優先）［３］
,G01G  19/04,・・,鉄道車両の重量を測定するもの
,G01G  19/06,・・・,高架式用
,G01G  19/07,・・,航空機の重量測定用
,G01G  19/08,・,車両に結合したもの
,G01G  19/10,・・,流体的重量感知装置をもつもの
,G01G  19/12,・・,電気的重量感知装置をもつもの
,G01G  19/14,・,懸吊負荷の重量を測定するもの（Ｇ０１Ｇ３／００が優先）
,G01G  19/16,・・,流体的重量感知装置をもつもの
,G01G  19/18,・・,電気的重量感知装置をもつもの
,G01G  19/20,・・,不平衡負荷の重量を測定するもの
,G01G  19/22,・,混合される材料を重量により配分するもの
,G01G  19/24,・・,単一の重量測定装置を用いるもの
,G01G  19/26,・・・,２以上の平衡さおを結合したもの
,G01G  19/28,・・・,流体重量感知装置をもつもの
,G01G  19/30,・・・,電気的重量感知装置をもつもの
,G01G  19/32,・・,２以上の重量測定装置を用いるもの
,G01G  19/34,・・,電気的制御手段をもつもの
,G01G  19/36,・・,機械的制御手段をもつもの
