インデキシングフラグ,記号,ドット,タイトル
,A24F  23/00,,たばこ，かぎたばこ，またはかみたばこ用ケース
,A24F  23/02,・,たばこ入れ
,A24F  23/04,・・,他のものと結合したもの，例．パイプ用充填装置を有するもの
,A24F  25/00,,葉巻たばこ，紙巻たばこ，またはたばこの水分量の調整または加香するのに喫煙者によって使用される装置（工場内での調湿Ａ２４Ｂ３／０４）
,A24F  25/02,・,水分調整装置
,A24F  27/00,,マッチ容器または箱（包装Ｂ６５Ｄ；点火表面の成分，マッチＣ０６Ｆ）
,A24F  27/02,・,マッチを別に収納するための装置を有するもの
,A24F  27/04,・,マッチ容器の保護カバー
,A24F  27/06,・,風よけを有するもの
,A24F  27/08,・,マッチ箱用スタンド（Ａ２４Ｆ２７／１０が優先）
,A24F  27/10,・,壁に支持されるマッチ容器またはマッチ箱
,A24F  27/12,・,マッチ－ブック
,A24F  27/14,・,マッチ分配具；帯状に配置したマッチの分配具（分配状態一般Ｂ６５Ｄ８３／００）
,A24F  27/16,・・,ポケット用のもの
,A24F  27/18,・・・,自然発火を防ぐ装置を有するもの
,A24F  27/20,・・・,分配された時にマッチを発火する装置を有するもの
,A24F  27/22,・・,家庭用のもの
,A24F  27/24,・・・,自然発火を防ぐ装置を有するもの
,A24F  27/26,・・・,分配された時にマッチを発火する装置を有するもの；マッチ小片点火器
,A24F  29/00,,マッチ発火装置；発火したマッチの保持具
,A24F  31/00,,パイプ火付具；マッチを分裂させる装置
,A24F  47/00,,他のどこにも分類されない喫煙具
,A41,,衣類
,,,個人用品または家庭用品
,A41B,,シャツ；下着；ベビー用リネン製品；ハンカチ
,＜索引＞,,材料に特徴のあるもの　１７／００
,,,シャツ　１／００～７／００
,,,肌着類；ベビー用リネン製品；ハンカチ　９／００，１１／００；１３／００；１５／００
,A41B   1/00,,シャツ
,A41B   1/02,・,前たてのついたもの
,A41B   1/04,・,キャミソールとショーツの一体型女性用肌着に変換できるもの
,A41B   1/06,・,胴着下，ズボン下またはその類似物に取り付け可能なもの
,A41B   1/08,・,細部
,A41B   1/10,・・,留め具（ボタンＡ４４Ｂ１／００；カフスボタンＡ４４Ｂ５／００）
,A41B   1/12,・・,台えり
,A41B   1/14,・・・,台えり芯
,A41B   1/16,・・・,調節できる台えり
,A41B   1/18,・・,シャツフロント
,A41B   1/20,・・・,シャツフロントの芯
,A41B   1/22,・・・,カラーのあるまたはないみせかけのシャツフロント，例．胸当；取りつけたりあるいは伸ばしたりする手段
,A41B   3/00,,カラー（Ａ４１Ｂ１／００が優先）
,A41B   3/02,・,留め具，例．タブ
,A41B   3/04,・,シャツへの取り付け（カラーボタンＡ４４Ｂ３／００）
,A41B   3/06,・,カラーの芯
,A41B   3/08,・,芯と取付手段が結合したもの
,A41B   3/10,・,化学的に硬化したもの（硬化の過程Ｄ０６）
,A41B   3/12,・,ネクタイまたはクラバット（首の飾り布）の保持部を有するもの
,A41B   3/14,・,両面使用可能なカラー
,A41B   3/16,・,プラスチック製カラー；紙製カラー
,A41B   3/18,・,カラーの保護物
,A41B   5/00,,カラーまたはカフスの折り目の形成（衣服製造中えりまたは袖の端を折りたたむものＡ４１Ｈ３３／００）
,A41B   7/00,,カフス（Ａ４１Ｂ１／００，Ａ４１Ｂ３／００が優先；カフスボタンＡ４４Ｂ５／００）
,A41B   7/02,・,カフスの留め具
,A41B   7/04,・,シャツに着脱可能なカフス
,A41B   7/06,・,上着の袖口に着脱可能なカフス
,A41B   7/08,・,カフスの芯
,A41B   7/10,・,両面使用可能なカフス
,A41B   7/12,・,カフスの保護具
,A41B   9/00,,肌着類（コルセット，ブラジャーＡ４１Ｃ）
,A41B   9/02,・,股布または布片が取り付けられたまたは取り付けられていない男性用ズボン下またはアンダーパンツ
,A41B   9/04,・,股布または布片が取り付けられたまたは取り付けられていない女性用下ばき
,A41B   9/06,・,アンダーシャツ；シミーズ
,A41B   9/08,・,組み合わされた肌着（パンティストッキング，ボディストッキングＡ４１Ｂ１１／１４）
,A41B   9/10,・,ペチコート
,A41B   9/12,・,保護的肌着（スワブまたは吸収性パッドと組合わせたものまたはそれらを保持するのに特に適合したものＡ６１Ｆ１３／１５）
,A41B   9/14,・,肌着類の腰帯を形成する部分；その部分の留め具
,A41B   9/16,・,肌着類の肩ひもを形成する部分（肩ひも一般Ａ４１Ｆ１５／００）
,A41B  11/00,,靴下類；パンティストッキング（医療用の弾性靴下Ａ６１Ｆ１３／０８）［２］
,A41B  11/01,・,縫い目［２］
,A41B  11/02,・,補強材
,A41B  11/04,・・,靴下の上部の補強材
,A41B  11/06,・,足部が交換できるもの
,A41B  11/08,・,足部のない靴下
,A41B  11/10,・,靴下の保護物（履物内に設けられるものＡ４３Ｂ２３／２８）
,A41B  11/12,・,上端で靴下を保持する手段（Ａ４１Ｂ１１／０４が優先；つり具類Ａ４１Ｆ１１／００）［２］
,A41B  11/14,・,パンティストッキング；ボディストッキング［２］
,A41B  13/00,,ベビー用リネン製品（おしめまたはおしめカバーＡ６１Ｆ１３／１５）［５］
,A41B  13/04,・,ベビー用パンツ（スワブまたは吸収性パッドと組合わせたもの，またそれらを支持するのに特に適合したものＡ６１Ｆ１３／１５）［５］
,A41B  13/06,・,おくるみ；産着
,A41B  13/08,・,胴着［５］
,A41B  13/10,・,よだれ掛け
,A41B  15/00,,ハンカチ
,A41B  15/02,・,胸ポケット用ハンカチの模造品；その取付具［２］
,A41B  17/00,,下着用で材料に特徴のあるもの
,A41C,,コルセット；ブラジャー
,A41C   1/00,,コルセットまたはガードル
,A41C   1/02,・,弾性コルセット
,A41C   1/04,・・,ゴムでつくられたもの
,A41C   1/06,・,ブラジャー付コルセット
,A41C   1/08,・,腹部コルセット
,A41C   1/10,・・,妊婦用コルセット
,A41C   1/12,・,構成部品
,A41C   1/14,・・,支柱；鋼芯
,A41C   1/16,・・・,ワイヤーでつくられたもの
,A41C   1/18,・・・,組立て式のもの
,A41C   1/20,・・・,保護キャップ付のもの
,A41C   3/00,,ブラジャー
,A41C   3/02,・,前部に留め具を有するブラジャー
,A41C   3/04,・,授乳用ブラジャー
,A41C   3/06,・,ストラップなしのブラジャー
,A41C   3/08,・,他の衣類と結合したブラジャー（コルセット付のものＡ４１Ｃ１／０６）
,A41C   3/10,・,硬化用または胸部保形用のそう入物を有するブラジャー［２］
,A41C   3/12,・,構成部品［２］
,A41C   3/14,・・,硬化用または胸部保形用のそう入物［２］
,A41C   5/00,,コルセットまたはブラジャーを製造する機械，器具または方法
,A41D,,外着；保護衣；付属品（眼または耳の保護物Ａ６１Ｆ９／００，Ａ６１Ｆ１１／００；発汗着Ａ６１Ｈ３６／００）
,＜注＞,,このサブクラスにおいては，下記の用語は以下に示す意味で用いる：
,,,―“外着”は化粧着，水泳着およびパジャマを包含する。
,＜索引＞,,材料に特徴のあるもの　３１／００
,,,外着
,,,外着一般　１／００，３／００，５／００，１１／００，１５／００
,,,特殊な用途の外着　７／００，１０／００，１３／００，２９／００
,,,衣類の細部　２７／００
,,,付属品　１７／００～２５／００
,A41D   1/00,,衣服（子供用Ａ４１Ｄ１１／００）［２０１８．０１］
,A41D   1/02,・,上着
,A41D   1/04,・,チョッキ，ニットシャツ，セーターまたは類似のもの
,A41D   1/06,・,ズボン
,A41D   1/08,・・,スポーツ用に特に適合したもの［２０１８．０１］
,A41D   1/082,・・・,スキー用［２０１８．０１］
,A41D   1/084,・・・,サイクリング用［２０１８．０１］
,A41D   1/085,・・・,ゴルフ用［２０１８．０１］
,A41D   1/086,・・・,乗馬用［２０１８．０１］
,A41D   1/089,・・・,ショートパンツ［２０１８．０１］
,A41D   1/10,・・,ひだを保つための手段
,A41D   1/12,・・,Ｏ脚をかくすための手段
,A41D   1/14,・,スカート
,A41D   1/16,・・,輪骨入りスカート；堅い布で作った下スカートでふくらませたスカート
,A41D   1/18,・,ブラウス
,A41D   1/21,・,妊産婦服；乳幼児の世話をする人に特に適合した衣服［２０１８．０１］
,A41D   1/215,・・,授乳用衣服，例．母乳を与えるためのもの［２０１８．０１］
,A41D   1/22,・,他に分類されない，女性に特に適合した衣服［２０１８．０１］
,A41D   3/00,,外套（毛皮服Ａ４１Ｄ５／００；子供用Ａ４１Ｄ１１／００；職業用またはスポーツ用保護衣Ａ４１Ｄ１３／００）
,A41D   3/02,・,オーバーコート
,A41D   3/04,・・,レインコート
,A41D   3/06,・・・,足を保護する手段を有するもの
,A41D   3/08,・,ケープ
,A41D   5/00,,毛皮服；模造毛皮の衣服
,A41D   7/00,,入浴着；水泳着，水泳パンツ；海浜着（海水帽Ａ４２Ｂ１／１２）
,A41D  10/00,,パジャマ；寝衣［３］
,A41D  11/00,,子供服
,A41D  13/00,,職業用；工業用またはスポーツ用の保護衣類，例．衝撃または打撃に対する保護を有する衣服，外科医用の衣服（ヘルメットＡ４２Ｂ３／００；化学剤からの防護のためのまたは高所での使用のための防護服Ａ６２Ｂ１７／００；海で使用する救命衣類，潜水服Ｂ６３Ｃ；防弾または装甲服Ｆ４１Ｈ；放射線防護服Ｇ２１Ｆ３／０２；電熱素子Ｈ０５Ｂ）
,A41D  13/002,・,衣服内環境が調整されるもの［７］
,A41D  13/005,・・,温度が調整されるもの［７］
,A41D  13/008,・,電気ショックまたは静電気から防護するもの［７］
,A41D  13/01,・,反射性または発光性の安全手段を有するもの［７］
,A41D  13/012,・,水上または水中での活動用，例．浮力が付加されたもの［７］
,A41D  13/015,・,衝撃吸収手段を有するもの（Ａ４１Ｄ１３／０５が優先）［７］
,A41D  13/018,・・,自動的に膨らむもの［７］
,A41D  13/02,・,繋ぎ服
,A41D  13/04,・,エプロン；エプロンの留め具
,A41D  13/05,・,身体の特定部分のみを保護するもの（スポーツ用ブラジャーＡ４１Ｃ３／００）［７］
,A41D  13/06,・・,膝または足［１，７］
,A41D  13/08,・・,腕または手（保護用手袋Ａ４１Ｄ１９／０１５）［１，７］
,A41D  13/11,・・,保護用の顔面マスク，例．外科医用，または汚れた空気中で使用するもの（アイマスクＡ６１Ｆ９／０４）［７］
,A41D  13/12,・,外科医用または患者用ガウンまたは衣服［３］
,A41D  15/00,,転用できる衣服（旅行またはキャンプ用品Ａ４５Ｆ４／００）
,A41D  15/02,・,ズボンに転用できるスカート
,A41D  15/04,・,他の物品に転用できる衣服
,A41D  17/00,,ゲートル；短かいゲートル
,A41D  17/02,・,すね当て
,A41D  17/04,・,巻きゲートル
,A41D  19/00,,手袋（手術用手袋Ａ６１Ｂ４２／１０；水泳用手袋Ａ６３Ｂ３１／０２；ゲームまたはスポーツ用の附属具，例．野球，ボクシング，またはゴルフ用の手袋Ａ６３Ｂ７１／１４；グラブボックス用の手袋Ｂ２５Ｊ２１／０２）［１，７］
,A41D  19/01,・,分かれていない四本の指全体の覆いを有する手袋，すなわちミトン（Ａ４１Ｄ１９／０１５が優先）［２，７］
,A41D  19/015,・,保護用手袋［７］
,A41D  19/02,・,未加工の手袋の裁断または形とりのための装置
,A41D  19/04,・,手袋製造のための器具；手袋製造のための測定器具
,A41D  20/00,,リストバンドまたはヘッドバンド，例．汗吸収用（帽子の付属品　Ａ４２Ｃ５／０２）［５］
,A41D  23/00,,スカーフ；ヘッドスカーフ；ネッカチーフ
,A41D  25/00,,ネクタイ
,A41D  25/02,・,バンドを有するまたは有しない既製の結び目または蝶結びを有するもの
,A41D  25/04,・・,バンドの留め具
,A41D  25/06,・,使用者により結ばれた，結び目，蝶結びまたは類似物を有するもの
,A41D  25/08,・・,結び目または類似物を形成または結ぶための手段
,A41D  25/10,・・,結び目または類似物を保持するための手段
,A41D  25/12,・・・,カラーまたはカラーボタンに取付けられるもの
,A41D  25/14,・・,同時に結び目形成と保持をする手段
,A41D  25/16,・,裏地；補強片
,A41D  27/00,,衣服または衣服製作の細部（小間物Ａ４４）
,A41D  27/02,・,裏地
,A41D  27/04,・・,取り外し可能な裏地
,A41D  27/06,・・,補強片
,A41D  27/08,・,トリミング；装飾（装飾品一般Ｄ０４Ｄ）
,A41D  27/10,・,袖；袖ぐり
,A41D  27/12,・,保護物または防護物
,A41D  27/13,・・,脇の下の保護物［２］
,A41D  27/14,・・,衣服の下縁にあるもの
,A41D  27/16,・・,えりの保護物
,A41D  27/18,・,衣服のえり
,A41D  27/20,・,ポケット；ポケットの製造または配置
,A41D  27/22,・,吊り下げるためのループまたはフック（錠を有するものＥ０５Ｂ６９／００）
,A41D  27/24,・,ヘリ縫い；縫い目
,A41D  27/26,・,肩パット；腰パット；バッスル
,A41D  27/28,・,通風手段［２］
,A41D  29/00,,制服・ユニフォーム；制服・ユニフォームの部分または付属品
,A41D  31/00,,外着用で材料に特徴のあるもの
,A41D  31/02,・,層状の材料からなるもの［２］
,A41F,,衣服の止め具；つり具
,＜索引＞,,止め具　１／００
,,,ズボンまたはスカートへのつり具　３／００，５／００，７／００，９／００，１８／００
,,,ストッキングまたはソックスのつり具　１１／００，１３／００，１８／００
,,,その他の衣類のつり具；肩ひも　１８／００，１９／００；１５／００
,,,衣類の保持手段　１７／００
,A41F   1/00,,衣服に特に適合する止め具（止め具一般Ａ４４Ｂ）
,A41F   1/02,・,ボタン穴；ボタン穴のはと目
,A41F   1/04,・,コルセット止め具
,A41F   1/06,・,手袋止め具
,A41F   1/08,・,ガーター止め具
,,,衣服のつり具
,A41F   3/00,,ズボンつり
,A41F   3/02,・,ズボンに取り付けるための細条片，舌状片，または類似のもの
,A41F   3/04,・,ズボンつり本体に細条片，舌状片，または類似のものを結合する手段
,A41F   3/06,・,ズボンつりに柔軟性を与える手段；ズボンつりの弾力性のある要素；完全にゴムで作られたズボンつり
,A41F   5/00,,シャツ，ウエストコート，または類似のものに取付けられたズボン支持具
,A41F   7/00,,下ばきのズボンへの結合具
,A41F   9/00,,ズボンまたはスカートのベルト，ガードル，またはウエストバンド
,A41F   9/02,・,拡張可能のまたは調節可能のベルトまたはガードル
,A41F  11/00,,ストッキングまたはソックスのつり具
,A41F  11/02,・,ストッキングまたはソックスのつり具への取付け具
,A41F  11/04,・・,ボタン―掛け具形のもの
,A41F  11/06,・・,軸支されたはさみ口を持つクリップ
,A41F  11/08,・・,一つの部分からなっているもの
,A41F  11/10,・,保護物または類似の中間の部品
,A41F  11/12,・,長さ調節具を有するもの
,A41F  11/14,・,衣服，例．ズボン，下ばき，につり具を止着する手段
,A41F  11/16,・,ガーター
,A41F  11/18,・,肌着類に直接ストッキングを止着する手段
,A41F  13/00,,ストッキングまたはソックスを着用中に支持または把握するための他の器具
,A41F  15/00,,肩紐または類似の紐
,A41F  15/02,・,肩紐を所定の位置に保持する手段
,A41F  17/00,,衣服を引き下ろしておく手段
,A41F  17/02,・,ズボンまたはスカート，例．自転車に乗る人のためのもの，のクリップまたは類似のもの
,A41F  17/04,・,ズボン脚部の下端上の紐
,A41F  18/00,,Ａ４１Ｆ３／００～Ａ４１Ｆ１７／００の２以上のグループに包含される服のつり具
,A41F  19/00,,他に分類されない衣服のつり具
,A41G,,人造の花；かつら；マスク；羽毛
,＜索引＞,,造花　１／００
,,,かつら　３／００，５／００
,,,マスク　７／００
,,,羽毛　９／００，１１／００
,A41G   1/00,,人造の花，果実，葉または木（人造のクリスマスツリーＡ４７Ｇ３３／０６）；花輪
,A41G   1/02,・,人造の花または類似のものを作るための道具，器具または機械
,A41G   1/04,・,花輪；花輪の組合せ
,A41G   3/00,,かつら（人形のためだけのものはＡ６３Ｈ３／４４）
,A41G   5/00,,頭髪片，そう入物，巻く物，パットまたは類似物；はげかくしの小さいかつら
,A41G   5/02,・,人造まつげ；人造のまゆげ
,A41G   7/00,,正体を隠すためのマスクまたは仮面，例．演劇に用いるもの
,A41G   7/02,・,特殊効果を出すための部分を有するもの
,A41G   9/00,,天然の羽毛の飾り；天然の羽毛の細工（ふとん用の羽毛の処理Ｂ６８Ｇ３／００，Ｄ０６Ｍ）
,A41G  11/00,,人造の羽毛
,A41G  11/02,・,人造の羽毛を作るための道具または機械
,A41H,,他に分類されない，衣類を作るための器具または方法，例．衣服を作るためのもの，仕立のためのもの（衣服の特殊物品を作るための機械，器具または方法，Ａ４１ＢからＡ４１Ｆ中のこれらの物品に関連のあるグループ参照；切断工具または機械一般Ｂ２６；織物製造，組物製造，レース製造，編物製造，タフティング，織物の処理Ｄ０３からＤ０６；ミシン，裁縫機具，縫目の解き具Ｄ０５Ｂ；織物材料の切断またはその他の方法による分断Ｄ０６Ｈ７／００）
,＜索引＞,,方法；装置または付属品
,,,採寸　１／００，３／００，５／００
,,,印つけ　１／００，３／００，５／００，１１／００，２３／００
,,,仮縫　５／００，２１／００
,,,仕上げ，補修　９／００，２５／００，２７／００，３１／００
,,,付属品　１５／００，１７／００，１９／００，３１／００
,,,特殊用途のための機械，器具または方法
,,,折りたたみ；止め具の取り付け　３３／００；３７／００
,,,他の方法または他の機械　４１／００，４２／００，４３／００
,A41H   1/00,,採寸補助具または採寸方法（人体にならって型をとることにより型を作るものＡ４１Ｈ３／０４；個人識別のために人体を採寸するためのものＡ６１Ｂ５／１１７；採寸一般Ｇ０１，例．Ｇ０１Ｂ）
,A41H   1/02,・,人体を採寸するための装置
,A41H   1/04,・・,採寸するための人台
,A41H   1/06,・,マーク付けと組合されているもの（マーク付けそれ自体Ｄ０６Ｈ１／００）
,A41H   1/10,・,型のマーク付けをするための採寸用上着
,A41H   3/00,,裁断用型；型の製図またはマークづけの方法，例．布上に（縦糸または横糸の特殊な配列によって特徴のある織物Ｄ０３Ｄ１３／００）
,A41H   3/01,・,くり抜き型を用いるもの
,A41H   3/015,・・,調節可能なもの
,A41H   3/02,・,複写によって型を作るもの（ルーレットＡ４１Ｈ１１／００）
,A41H   3/04,・,人体の型をとることによって型を作るもの
,A41H   3/06,・,紙上につくられた型
,A41H   3/08,・,布上につけられた型，例．印刷されたもの
,A41H   5/00,,衣服人台；上衣人台；人台（展示のためのものＡ４７Ｆ８／００）
,A41H   5/01,・,調節手段，例．高さの，を有するもの
,A41H   5/02,・,ふくらませる型
,A41H   9/00,,衣服の縁を縁取りしたり，平にしたりまたは伸張するための装置または方法（ミシン上でＤ０５Ｂ）
,A41H   9/02,・,衣服の長さを印付けする装置
,A41H  11/00,,ルーレット
,A41H  15/00,,布保持具
,A41H  17/00,,針山（Ａ４１Ｈ１９／００が優先）
,A41H  19/00,,針箱
,A41H  21/00,,試着または仮縫中の人体の支持具
,A41H  23/00,,チョーク使用用具；チョーク削り具または保持具（筆記具Ｂ４３）
,A41H  25/00,,マーク付け，ミシン目打ちまたはボタン穴あけのための器具または方法（縫製によるものＤ０５Ｂ）
,A41H  25/02,・,ボタン穴あけ用はさみ
,A41H  27/00,,接着剤または接着する布によって衣服を修理すること
,A41H  31/00,,仕立てのためのその他の補助具
,A41H  33/00,,衣服製造中えりや袖の端を折たたむ機械または器具（表裏折返えすだけのものＤ０６Ｇ３／００）
,A41H  37/00,,衣服に止め具を取付ける機械，器具または方法（靴のためのものＡ４３Ｄ１００／００；縫製によるものＤ０５Ｂ）
,A41H  37/02,・,フックまたは輪の取付け
,A41H  37/04,・,スナップファスナーの取付け
,A41H  37/06,・,スライドファスナーの取付け
,A41H  37/08,・,バックルの取付け
,A41H  37/10,・,ボタンの取付け
,A41H  41/00,,天然または人造毛皮から衣服を作るための機械または器具（毛皮服Ａ４１Ｄ５／００）
,A41H  42/00,,衣服製造のための多段階製造ライン（複数のミシンの組合せからなる縫製ユニットＤ０５Ｂ２５／００）［３］
,A41H  43/00,,他の方法，機械または機具
,A41H  43/02,・,衣服の構成部片または衣服の半加工品の取り扱い，例．供給，堆積，分離，裏返し，（薄板状材料の取り扱い一般Ｂ６５Ｈ）［３］
,A41H  43/04,・,衣服の構成部片または衣服の半加工品の貼着または溶着による接合（接着剤または接着する布による衣服の修理Ａ４１Ｈ２７／００；貼着または溶着によるものを除いた，特定衣服の製作中の接合は，これらの衣服に関連のあるサブクラス参照，例．Ａ４１Ｄ；接着方法一般Ｃ０９Ｊ５／００；縫着による接合Ｄ０５Ｂ）［３］
,A42,,頭部に着用するもの
,A42B,,ハット；頭を覆うもの（はち巻き，ヘッドスカーフＡ４１Ｄ２０／００，Ａ４１Ｄ２３／００）
,A42B   1/00,,ハット；キャップ；フード
,A42B   1/02,・,ハット，堅いキャップ
,A42B   1/04,・,柔らかいキャップ；フード
,A42B   1/06,・・,縁を有するキャップ；自動車運転用キャップ；目，耳，またはえり首（うなじ）を保護する手段を有するキャップ（耳およびえり首を保護するもの一般Ａ４１Ｄ）；空気パッドまたは取り外し可能な裏張りを有するキャップ
,A42B   1/08,・・,打撃に対する防護具を有するもの（スポーツ目的のヘッドガードＡ６３Ｂ７１／１０）
,A42B   1/10,・・・,鉱山労働者キャップ
,A42B   1/12,・・,水泳帽
,A42B   1/14,・,麦わら帽；その代用品
,A42B   1/16,・,婦人帽
,A42B   1/18,・,埃，雨，または日光に対する保護のための覆いを有するもの
,A42B   1/20,・,折り畳み式のハット；分解可能なパーツで作られたハット
,A42B   1/22,・,大きさが調節できるもの
,A42B   1/24,・,物品，例．記録表，鏡，ランプ，記章を取付けるための手段を有するもの
,A42B   3/00,,ヘルメット；ヘルメットカバー（化学剤からの防護のためのまたは高所での使用のためのフードＡ６２Ｂ１７／００；ガスヘルメットＡ６２Ｂ１８／０４；水泳用ヘルメットＡ６３Ｂ３３／００；防御ヘルメットＦ４１Ｈ１／０４）
,A42B   3/04,・,ヘルメットの部品，細部または付属品［５］
,A42B   3/06,・・,衝撃吸収殻，例．衝撃をさけるためのヘルメットの殻［５］
,A42B   3/08,・・,顎紐または類似の保持具［５］
,A42B   3/10,・・,裏張り（Ａ４２Ｂ３／１６が優先）［５］
,A42B   3/12,・・・,緩衝具［５］
,A42B   3/14,・・・,掛け具［５］
,A42B   3/16,・・,耳保護具［５］
,A42B   3/18,・・,顔保護具［５］
,A42B   3/20,・・・,フェイスガード，例．アイスホッケー用（Ａ４２Ｂ３／２２が優先）［５］
,A42B   3/22,・・・,面頬［５］
,A42B   3/24,・・・・,霧または曇りを避ける手段を有するもの［５］
,A42B   3/26,・・・・,清掃手段，例．ワイパー，を有するもの［５］
,A42B   3/28,・・,通風手段の配置（Ａ４２Ｂ３／２４が優先）［５］
,A42B   3/30,・・,ラジオセットまたは通信システムを取付けるもの（音を伝達し，導きまたは指向させるための方法または装置Ｇ１０Ｋ１１／１８；電気通信技術Ｈ０４）［５］
,A42B   3/32,・,折り畳み式のヘルメット；分解可能なパーツで作られたヘルメット（Ａ４２Ｂ３／０４が優先）［５］
,A42B   5/00,,ベール；ベール保持具
,A42B   7/00,,頭を覆うものの取り付け手段；弾性紐；婦人帽の取り付け手段（ハットピンＡ４４Ｂ９／０６）
,A42C,,ハットまたは他の頭を覆うものの製造あるいは仕立
,A42C   1/00,,ハットの製造
,A42C   1/02,・,ハットの芯の製造；芯形成機；円錐形芯形成機；芯形成器具
,A42C   1/04,・,型どり；押しつけ；蒸気あて；伸ばし
,A42C   1/06,・,ハットのつばの細工
,A42C   1/08,・,ハットの仕上，例．つやだし，アイロンがけ，ならし，ブラシかけ，しみこませ，こわばらせ，かざりつけ
,A42C   2/00,,他に分類されない工程によるヘルメットの製造［５］
,A42C   3/00,,グループＡ４２Ｃ１／００に分類されないハット製造のための，例．ワイヤーでハットの枠を作るための，装置（麦わら帽の縫成機Ｄ０５Ｂ；ハットのつばの縫成機Ｄ０５Ｂ）；仕上ったハットの形または寸法を変えるための装置
,A42C   3/02,・,ハットの形の保持具
,A42C   3/04,・,婦人用ハットの仕立台
,A42C   3/06,・,ハットの寸法を測る装置
,A42C   5/00,,ハットの付属品または装飾品，例．ハットのバンド
,A42C   5/02,・,汗バンド
,A42C   5/04,・,頭を覆うものの通風手段の配置（ヘルメット用Ａ４２Ｂ３／２８）
,A42C  99/00,,このサブクラスの他のグループに分類されない主題事項［８］
,A43,,履物
,A43B,,履物の特徴；履物の部分
,＜索引＞,,履物の特徴　１／００～９／００，１１／００
,,,履物の部分　１３／００～２３／００
,,,履物の特徴
,A43B   1/00,,材料に特徴のある履物（積層体Ｂ３２Ｂ）
,A43B   1/02,・,動物または植物繊維またはそれらの織物でつくられた履物
,A43B   1/04,・・,紐編みしたもの，結びつけたもの，メリヤス編みしたもの，またはかぎ編みしたもの
,A43B   1/06,・,木，コルク，厚紙，紙または類似の繊維質材料でつくられた履物（底Ａ４３Ｂ１３／００；木靴の製造Ｂ２７Ｍ３／２０）
,A43B   1/08,・,金属でつくられた履物（底Ａ４３Ｂ１３／１０）
,A43B   1/10,・,ゴムでつくられた履物
,A43B   1/12,・・,屑ゴムでつくられたもの
,A43B   1/14,・,ガタペルチャ，セルロイド，または合成樹脂でつくられた履物
,A43B   3/00,,形状または用途に特徴のある履物
,A43B   3/02,・,トップブーツ（ひざ上までのもの）；レッグブーツ（くるぶしからひざ下までのもの）；つり下ったつまみをもつ靴
,A43B   3/04,・・,ゴムまたは弾性のそう入物またはまちを有するもの
,A43B   3/06,・,折返えし片のついたくつ；一枚ものでない甲被を有する履物
,A43B   3/08,・・,ゴムまたは弾性のそう入物またはまちを有するもの
,A43B   3/10,・,ローシューズ；スリッパ（サンダルＡ４３Ｂ３／１２）
,A43B   3/12,・,サンダル；ひもがその上につくもの
,A43B   3/14,・,モカシン，オパンケ，または類似のくつ
,A43B   3/16,・,オーバーシューズ
,A43B   3/18,・・,オーバーシューズを定位置に取付けるもの
,A43B   3/20,・・,かかとなしオーバーシューズ
,A43B   3/22,・・,くつとオーバーシューズの間に着用するおおい
,A43B   3/24,・,折りたたみできるまたは転換できる履物
,A43B   3/26,・,長さまたはサイズを調節できる履物
,A43B   3/28,・,特に人形用の履物
,A43B   3/30,・,特に幼児または小児用の履物
,A43B   5/00,,スポーツ用の履物（すべり止め具，例．氷上用アイゼン，フットボール靴用の鋲Ａ４３Ｃ１５／００）
,A43B   5/02,・,フットボールぐつ
,A43B   5/04,・,スキーぐつ，それに類似したもの
,A43B   5/06,・,ランニングぐつ
,A43B   5/08,・,海水浴用ぐつ
,A43B   5/10,・,テニスぐつ
,A43B   5/12,・,ダンスぐつ
,A43B   5/14,・,自転車用のぐつ
,A43B   5/16,・,スケートぐつ
,A43B   5/18,・,取付け可能なスポーツ用のオーバーシューズ
,A43B   7/00,,保健または衛生用付属具を有する履物
,A43B   7/02,・,加温装置付き履物（足温器Ａ６１Ｆ７／０８；電気加熱素子Ｈ０５Ｂ）
,A43B   7/04,・・,電池，発電機，またはその類似のものを有する履物
,A43B   7/06,・,換気できる履物
,A43B   7/08,・・,空気孔，ふたつきまたはふたなしのもの，を有する履物
,A43B   7/10,・・・,腰部に閉鎖可能な空気孔を有するもの
,A43B   7/12,・,特に水密性の履物（オーバーシューズＡ４３Ｂ３／１６）
,A43B   7/14,・,足を支持する部品を有する履物
,A43B   7/16,・・,内部に高くしたかかと部を有する履物
,A43B   7/18,・・,関節支持具，例．甲部支持具
,A43B   7/19,・・・,直接土面に接するもの
,A43B   7/20,・・・,くるぶし支持具または保持具
,A43B   7/22,・・,固定されたへん平足整形用そう入物，中足骨支持具，くるぶしあて，または類似のものを有する覆物（整形用そう入物Ａ６１Ｆ５／１４）
,A43B   7/24,・・,足が一方へ傾くのを防ぐそう入物またはキャップ状支持具
,A43B   7/26,・・,つま先用間隔保持部材またはつま先拡張部材を有する履物
,A43B   7/28,・・,靴の内底を足の裏に合せるもの
,A43B   7/30,・・,ふみつけ部を立っている圧力から保護するもの
,A43B   7/32,・,緩衝機構を有する履物（弾性底Ａ４３Ｂ１３／１８）
,A43B   7/34,・,防熱具または防寒具を有する履物
,A43B   7/36,・,電気的接地手段を有するもの
